Id,Level,Name,Skill_Text,SkillID,SkillEffectNum,SkillScriptPrefix,SkillScriptPostfix,DamageScript,AttackCount,CreateBuff,PVEDamageRadio,PVEStaticDam,PVEFloatSingingTime,PVEFixSingingTime,PVECoolTime,PVEGroupCoolTimeType,PVEGroupCoolTime,PVPDamageRadio,PVPStaticDam,PVPFloatSingingTime,PVPFixSingingTime,PVPCoolTime,PVPGroupCoolTimeType,PVPGroupCoolTime,LowRange,FarRange,HatredToTarget,HatredPercentToTarget,HatredToMe,HatredPercentToMe,SkillCost,SkillElementEnergy,BattleVehicle,EffectShape,EffectRange,BreakHiding,AshByLua,ConfirmScript,CostScript,CostDesc,SkillDescRep,CreateGroupBuff,Hatredcoefficient,SkillTriggerID,PVEConfigData,PVPConfigData,ServerUUIDData,CostSpiritSpheres,,,,,,
1012002401,1,,古城奇遇,1012002401,1,Dungeons_QiYu/Monster_BaTeQiShi_Action,,DamageNil,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,150,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,
1012002601,1,普通攻击,古城奇遇,1012002601,1,Dungeons_QiYu/Monster_ShenMiXiaoDui_FaShi_GongJi,,CommonSkillCritCalc,1,,10000,40,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,
1012002701,1,普通攻击,古城奇遇,1012002701,1,Dungeons_QiYu/Monster_ShenMiXiaoDui_MuShi_GongJi,,CommonSkillCritCalc,1,,10000,40,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,
1012003001,1,普通攻击,古城奇遇,1012003001,1,Dungeons_QiYu/Monster_LangXiErDe_GongJi,,CommonSkillCritCalc,1,,10000,40,0,0,1,0,0,10000,0,0,0,1,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,
1012003002,1,雷鸣术,古城奇遇,1012003002,1,Dungeons_QiYu/Monster_LangXiErDe_LeiMingShu,,LeiMingShu,1,202401=1000,30000,0,1,0.4,3,1,1.2,30000,0,1,0.4,3,1,1.2,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,
1012003003,1,无限雷击,古城奇遇,1012003003,1,Dungeons_QiYu/Monster_LangXiErDe_WuXianLeiJi,,DamageNil,1,,0,0,2,2,10,1,1,0,0,2,2,10,1,1,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,
1012003004,1,无限雷击召唤兽,古城奇遇,1012003004,1,Dungeons_QiYu/Monster_LangXiErDe_WuXianLeiJi_Effect,,MagicSkillCalc,10,,50000,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,1,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,
1014000301,1,普攻,打败毕斯库斯：毕斯库斯,1014000301,1,Dungeon_DaBaiBiSiKuSi/Monster_BiSiKuSi_Attack,,CommonSkillCritCalc,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_DaBaiBiSiKuSi|Monster_BiSiKuSi_Attack|0|0|0,,,,,,,
1014000302,1,神圣之光,打败毕斯库斯：毕斯库斯,1014000302,1,Dungeon_DaBaiBiSiKuSi/Monster_BiSiKuSi_ShenShengZhiGuang,,MagicSkillCalc,1,100701=10000,10000,30,0.8,0.2,0,1,0.5,10000,20,0.8,0.2,0,1,0.5,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_DaBaiBiSiKuSi|Monster_BiSiKuSi_ShenShengZhiGuang|0|0|0,,,,,,,
1014000303,1,天使之赐福,打败毕斯库斯：毕斯库斯,1014000303,1,Dungeon_DaBaiBiSiKuSi/Monster_BiSiKuSi_TianCi,,DamageNil,999|999,100101=10000|102401=10000,0|0,0|0,0,0,60,1,1,0|0,0|0,0,0,60,1,1,0,20,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_DaBaiBiSiKuSi|Monster_BiSiKuSi_TianCi|0|0|0,,,,,,,
1014000304,1,求饶,打败毕斯库斯：毕斯库斯,1014000304,1,Dungeon_DaBaiBiSiKuSi/Monster_BiSiKuSi_QiuRao,,DamageNil,1,,0,0,0,0,3600,0,0,0,0,0,0,3600,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_DaBaiBiSiKuSi|Monster_BiSiKuSi_QiuRao|0|0|0,,,,,,,
1014000305,1,后退偷袭,打败毕斯库斯：毕斯库斯,1014000305,1,Dungeon_DaBaiBiSiKuSi/Monster_BiSiKuSi_HouTuiTouXi,,MagicSkillCalc,1,3326201=10000,7000,60,0,0,0,1,0.5,7000,40,0,0,0,1,0.5,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_DaBaiBiSiKuSi|Monster_BiSiKuSi_HouTuiTouXi|0|0|0,,,,,,,
1014000306,1,求饶2,打败毕斯库斯：毕斯库斯,1014000306,1,Dungeon_DaBaiBiSiKuSi/Monster_BiSiKuSi_QiuRao2,,DamageNil,1,,0,0,0,0,3600,0,0,0,0,0,0,3600,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_DaBaiBiSiKuSi|Monster_BiSiKuSi_QiuRao2|0|0|0,,,,,,,
1014000401,1,普攻,职业转职能力验证,1014000401,1,Dungeon_ZhuanZhiYanZheng/SwordMan_PuGong,,CommonSkillCritCalc,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,100,,,,,,Dungeon_ZhuanZhiYanZheng|SwordMan_PuGong|0|0|0,,,,,,,
1014000402,1,狂击,职业转职能力验证,1014000402,1,Dungeon_ZhuanZhiYanZheng/SwordMan_KuangJi,,PhysicalSkillCalc,1,,12000,0,0,0,6,1,1,12000,0,0,0,0,1,1,0,1.5,200,,,,,,0,0,0,,0,,,,5|120,,,,,,Dungeon_ZhuanZhiYanZheng|SwordMan_KuangJi|0|0|0,,,,,,,
1014000403,1,普攻,职业转职能力验证,1014000403,1,Dungeon_ZhuanZhiYanZheng/Monster_HuoYuanSu_PuGong,,MagicSkillCalc,1,,10000,0,0,0,1,0,0.7,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,100,,,,,,Dungeon_ZhuanZhiYanZheng|Monster_HuoYuanSu_PuGong|0|0|0,,,,,,,
1014000404,1,火箭术,职业转职能力验证,1014000404,1,Dungeon_ZhuanZhiYanZheng/Monster_HuoYuanSu_HuoJianShu,,MagicSkillCalc,1,,10000,8,0.64,0.16,10,1,0.7,10000,8,0.64,0.16,0,1,1,0,7,100,,,,,,0,0,0,,0,,,,100|8,,,,,,Dungeon_ZhuanZhiYanZheng|Monster_HuoYuanSu_HuoJianShu|0|0|0,,,,,,,
1014000405,1,普攻,职业转职能力验证,1014000405,1,Dungeon_ZhuanZhiYanZheng/Monster_LingTi_PuGong,,CommonSkillCritCalc,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,100,,,,,,Dungeon_ZhuanZhiYanZheng|Monster_LingTi_PuGong|0|0|0,,,,,,,
1014000406,1,暗灵召唤,职业转职能力验证,1014000406,1,Dungeon_ZhuanZhiYanZheng/Monster_LingTi_AnLingZhaoHuan,,MagicSkillCalc,1,,8000|8000|8000,0|0|0,0,0,10,0,0,8000|8000|8000,0|0|0,0,0,10,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_ZhuanZhiYanZheng|Monster_LingTi_AnLingZhaoHuan|0|0|0,,,,,,,
1014000407,1,普攻,职业转职能力验证,1014000407,1,Dungeon_ZhuanZhiYanZheng/GongShou_PuGong,,CommonSkillCritCalc,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,7,100,,,,,,0,0,0,,0,,,,100,,,,,,Dungeon_ZhuanZhiYanZheng|GongShou_PuGong|0|0|0,,,,,,,
1014000408,1,二连矢,职业转职能力验证,1014000408,1,Dungeon_ZhuanZhiYanZheng/GongShou_ErLianShi,,PhysicalSkillCalc,1|1,,17000,20,0,0,0,1,1,17000,20,0,0,0,1,1,0,7,100,,,,,,0,0,0,,0,,,,170|20,,,,,,Dungeon_ZhuanZhiYanZheng|GongShou_ErLianShi|0|0|0,,,,,,,
1014000409,1,普攻,职业转职能力验证,1014000409,1,Monster_ShouHuZhe/Monster_ShouHuZhe_Attack,,CommonSkillCritCalc,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,100,,,,,,Monster_ShouHuZhe|Monster_ShouHuZhe_Attack|0|0|0,,,,,,,
1014000410,1,怪物互击,职业转职能力验证,1014000410,1,Monster_ShouHuZhe/Monster_ShouHuZhe_GuaiWuHuJi,,PhysicalSkillCalc,1,,21000,0,0,0,5,0,0,21000,0,0,0,5,0,0,0,5,100,,,,,,0,3,150|4.9,,0,,,,210|14|1|10,,,,,,Monster_ShouHuZhe|Monster_ShouHuZhe_GuaiWuHuJi|0|0|0,,,,,,,
1014000411,1,普攻,职业转职能力验证,1014000411,1,Dungeon_ZhuanZhiYanZheng/Monster_FuShi_Attack,,CommonSkillCritCalc,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,100,,,,,,Dungeon_ZhuanZhiYanZheng|Monster_FuShi_Attack|0|0|0,,,,,,,
1014000412,1,金钱攻击,职业转职能力验证,1014000412,1,Dungeon_ZhuanZhiYanZheng/Monster_FuShi_JingQianGongJi,,PhysicalSkillCalc,1,,14000,30,0,0,0,1,1,14000,30,0,0,0,1,1,0,1.5,100,,,,,,0,0,0,,1,ItemCostCondition|ItemID1=101|Num1=550,JinQianGongJiCost|ItemID1=101|Num1=550|CheckBuff=8100240|EffectBuff=810024101,550铜币,550|140|30,,,,,,Dungeon_ZhuanZhiYanZheng|Monster_FuShi_JingQianGongJi|0|0|0,,,,,,,
1014003601,1,普通攻击,海洋之心：迪文,1014003601,1,Dungeon_HaiYangZhiXin/Monster_DiWen_GongJi,,CommonSkillCritCalc,1,,10000,0,0,0,0.7,0,0,10000,0,0,0,0,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_HaiYangZhiXin|Monster_DiWen_GongJi|0|0|0,,,,,,,
1014003602,1,二连矢,海洋之心：迪文,1014003602,1,Dungeon_HaiYangZhiXin/Monster_DiWen_ErLianShi,,PhysicalSkillCalc,1|1,,35000,,0,0,0,0,0,35000,0,0,1,0,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_HaiYangZhiXin|Monster_DiWen_ErLianShi|0|0|0,,,,,,,
1015000601,1,普攻,卫兵普通攻击,1015000601,1,Monster_WeiBing/Monster_WeiBing_Attack,,CommonSkillCritCalc,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_WeiBing|Monster_WeiBing_Attack|0|0|0,,,,,,,
1015001101,1,普攻,白女巫：普通攻击,1015001101,1,Monster_BaiNvWu/Monster_BaiNvWu_Attack,,CommonSkillCritCalc,1,,10000,0,0,0,1.2,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_BaiNvWu|Monster_BaiNvWu_Attack|0|0|0,,,,,,,
1018000901,1,连刺攻击,100级武器-骑士,1018000901,1,Player_Knight_LianCiGongJi,,LianCiGongJi,1,,20000,200,0,0,0,1,1,20000,0,0,0,0,1,1,0,3,200,,,,,,2,0,0,,0,,,,200|200,,,,,,Player_Knight|Player_Knight_LianCiGongJi|0|0|0,,,,,,,
1018000902,1,狂击,100级武器-骑士,1018000902,1,Player_Swordman_KuangJi,,PhysicalSkillCalc,1,11201=10000,35000,200,0,0,0,1,1,35000,0,0,0,0,1,1,0,3,200,,,,,,2,0,0,,0,,,,350|200|15,,,,,,Player_Swordman|Player_Swordman_KuangJi|0|0|0,,,,,,,
1018000903,1,螺旋击刺,100级武器-骑士,1018000903,1,Player_LordKnight_LuoXuanJiCi_01,,ClashingSpiral,1,18401=10000,120000,0,0,1,2,1,1,108000,0,0,1,2,1,1,0,3,100,,,,,,2,0,0,,0,,,,1200,,,,,,Player_LordKnight|Player_LordKnight_LuoXuanJiCi_01|0|0|0,,,,,,,
1018000904,1,攻击,100级武器-骑士,1018000904,1,Player_Knight_GongJi_4_1,,CommonSkillCritCalc,1,,10000,40,0,0,1,0,0,10000,0,0,0,1,0,0,0,3,100,,,,,,2,0,0,,0,,,,100,,,,,,Player_Knight|Player_Knight_GongJi|0|0|0,,,,,,,
1018001001,1,普通攻击,100级武器-神官,1018001001,1,Player_HighPriest_GongJi_8_1,,CommonSkillCritCalc,1,,10000,40,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,100,,,,,,Player_HighPriest|Player_HighPriest_GongJi|0|0|0,,,,,,,
1018001002,1,圣之裁决,100级武器-神官,1018001002,1,Player_Priest_ShengZhiCaiJue,,ShengZhiCaiJue,1|1|1,,20000|30000|50000,,0,0,1,1,1,20000|30000|50000,,0,0,1,1,1,0,1.5,100,,,,,,0,0,0,,0,,,,300|200|500|20|200,,,,,,Player_Priest|Player_Priest_ShengZhiCaiJue|0|0|0,,,,,,,
1018001003,1,审判,100级武器-神官,1018001003,1,Player_HighPriest_ShenPan,,ShenPan,10|1|1,,50000|30000|50000,0|0|0,2,0.5,0,1,0.5,50000|30000|50000,0|0|0,2,0.5,0,1,0.5,0,7,100,,,,,,0,0,0,,0,,,,500,,,,,,Player_HighPriest|Player_HighPriest_ShenPan|0|0|0,,,,,,,
1018001101,1,冰箭术,100级武器-法师,1018001101,1,Player_Magician_BingJianShu_10,,MagicSkillCalc,1,,100000,800,1,0.05,0,1,1.6,100000,0,3,0.05,0,1,1.6,0,7,100,,,,,,0,0,0,,0,,,,1000|800,,,,,,Player_Magician|Player_Magician_BingJianShu_10|0|0|0,,,,,,,
1018001102,1,冰冻术,100级武器-法师,1018001102,1,Player_Magician_BingDongShu,,MagicSkillCalc,1,200610=6500,20000,200,0.64,0.16,0,1,1,20000,0,0.64,0.16,0,1,1,0,7,100,,,,,,0,0,0,,0,,,,200|200|65,,,,,,Player_Magician|Player_Magician_BingDongShu|0|0|0,,,,,,,
1018001103,1,暴风雪,100级武器-法师,1018001103,1,Player_Magician_BaoFengXue_10,,DamageNil,10,,0,0,1,2.4,0,1,5,0,0,9.6,2.4,0,1,5,0,7,100,,,,,,0,1,3.9,,0,,,,2800|750|0,,,,,,Player_Magician|Player_Magician_BaoFengXue|0|0|0,,,,,,,
1018001201,1,普通攻击,100级武器-猎人,1018001201,1,Player_Sniper_GongJi_11_1,,CommonSkillCritCalc,1,,10000,40,0,0,1,0,0,10000,0,0,0,1,0,0,0,10,100,,,,,,0,0,0,,0,,,,100,,,,,,Player_Sniper|Player_Sniper_GongJi|0|0|0,,,,,,,
1018001202,1,闪电冲击,100级武器-猎人,1018001202,1,Player_Hunter_ShanDianChongJi_ZhuDong,,PhysicalSkillCalc,10,,10000,0,0.8,0.2,0,1,1,10000,0,0.8,0.2,0,1,1,0,4.5,100,,,,,,0,0,0,,0,,,,500|5|100,,,,,,Player_Hunter|Player_Hunter_ShanDianChongJi_ZhuDong|0|0|0,,,,,,,
1018001203,1,二连矢,100级武器-猎人,1018001203,1,Player_Archer_ErLianShi,,PhysicalSkillCalc,1|1,,35000|0,200|0,0,0,0,1,1,35000|0,0|0,0,0,0,1,1,0,10,100,,,,,,0,0,0,,0,,,,350|200,,,,,,Player_Archer|Player_Archer_ErLianShi|0|0|0,,,,,,,
1018001204,1,锐利射击,100级武器-猎人,1018001204,1,Player_Sniper_RuiLiSheJi,,FocusedArrowStrike,10,,60000,150,0.3,1,0,1,1,60000,0,0.3,1,0,1,1,0,9,100,,,,,,0,5,10|3,,0,,,,600,,,,,,Player_Sniper|Player_Sniper_RuiLiSheJi|0|0|0,,,,,,,
1018001301,1,普通攻击,100级武器-商人,1018001301,1,Player_WhiteSmith_GongJi_7_1,,CommonSkillCritCalc,1,,10000,40,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,100,,,,,,Player_WhiteSmith|Player_WhiteSmith_GongJi|0|0|0,,,,,,,
1018001302,1,手推车攻击,100级武器-商人,1018001302,1,Player_Merchant_ShouTuiCheGongJi,,PhysicalSkillCalc,10,,10000,0,0,0,0,1,1,10000,0,0,0,0,1,1,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Player_Merchant|Player_Merchant_ShouTuiCheGongJi|0|0|0,,,,,,,
1018001303,1,手推车加速,100级武器-商人,1018001303,1,Player_WhiteSmith_ShouTuiCheJiaSu,,DamageNil,1|1,503301=10000|6010701=10000,0|0,0,0,0,0,1,1,0|0,0,0,0,0,1,1,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Player_WhiteSmith|Player_WhiteSmith_ShouTuiCheJiaSu|0|0|0,,,,,,,
1018001304,1,手推车终结技,100级武器-商人,1018001304,1,Player_WhiteSmith_ShouTuiCheZhongJieJi,,PhysicalSkillCalc,1,500701=5000,60000,0,0,0,0,1,1,60000,0,0,0,0,1,1,0,1.5,100,,,,,,0,0,0,,1,ShouTuiCheJiaSuCheckStory,,,600|50|1000,,,,,,Player_WhiteSmith|Player_WhiteSmith_ShouTuiCheZhongJieJi|0|0|0,,,,,,,
1018001401,1,普通攻击,100级武器-刺客,1018001401,1,Player_AssassinCross_GongJi_1_1,,ErDaoLianJi,1|1,,10000|10000,40|40,0,0,1,0,0,10000|10000,0|0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,100,,,,,,Player_AssassinCross|Player_AssassinCross_GongJi|0|0|0,,,,,,,
1018001402,1,诡诈把戏,100级武器-刺客,1018001402,1,Player_Thief_DaoShan_1_1,,PhysicalSkillCalc,10,,30000,500,0,0,3,1,1,30000,0,0,0,3,1,1,0,3,100,,,,,,0,0,0,,0,,,,300|500,,,,,,Player_Thief|Player_Thief_DaoShan|0|0|0,,,,,,,
1018001403,1,黑暗瞬间,100级武器-刺客,1018001403,1,Player_AssassinCross_HeiAnShunJian_1_1,,PhysicalSkillCalc,10,302101=5500,44000,0,0.25,0.25,1,1,0.5,44000,0,0.25,0.25,1,1,0.5,0,5,100,,,,,,0,1,0,,0,,,,440|55,,,,,,Player_AssassinCross|Player_AssassinCross_HeiAnShunJian|0|0|0,,,,,,,
1018001404,1,深红切割,100级武器-刺客,1018001404,1,Player_Assassin_ShiZiZhan,,ShenHongQieGe,1|1,,45000|0,300|0,0,0,0,1,2,45000|0,0|0,0,0,0,1,2,0,3,1,,,,,,0,0,0,,0,,,,450|300,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,,,,,
1018001501,1,普通攻击,100级武器-武僧,1018001501,1,Player_Champion_GongJi_12_1,,CommonSkillCritCalc,1,,10000,40,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,100,,,,,,Player_Champion|Player_Champion_GongJi|0|0|0,,,,,,,
1018001502,1,狂蓄气,100级武器-武僧,1018001502,1,Player_Champion_KuangXuQi,,DamageNil,1,151001=10000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,100,,,,,,0,0,0,,1,,,,,,,,,,Player_Champion|Player_Champion_KuangXuQi|0|0|0,,,,,,,
1018001503,1,爆气,100级武器-武僧,1018001503,1,Player_Monk_BaoQi,,DamageNil,1,150205=10000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,100,,,,,,0,0,0,,1,MonkSpiritSpheresCheck|SpheresCountCost=5,MonkSpiritSpheresCost|SpheresNum=5,气弹*5,20,,,,,,Player_Monk|Player_Monk_BaoQi|0|0|0,5,,,,,,
1018001504,1,浸透劲,100级武器-武僧,1018001504,1,Player_Monk_JinTouJin_12_1,,PhysicalSkillCalc,1|1,152401=0|152401=10000,55000|0,0|0,0,0,1,1,1,10000|0,0|0,0,0,1,1,1,0,1.5,100,,,,,,0,0,0,,1,MonkFuryCheck|SpheresCountCost=1,MonkFuryCheck|SpheresNum=1,气弹*1,550,,,,,,Player_Monk|Player_Monk_JinTouJin|0|0|0,1,,,,,,
1018001505,1,弹指神通,100级武器-武僧,1018001505,1,Player_Champion_TanZhiShenTong_05_12_1,,ThrowSpiritSphere,1|1,152401=0|152401=10000,35000|0,0|0,0.5,0.5,0,1,1,35000|0,0|0,0.5,0.5,0,1,1,0,7,100,,,,,,0,0,0,,1,MonkSpiritSpheresCheck|SpheresCountCost=1,MonkTanZhiShenTong,所有已拥有气弹,5|350,,,,,,,0,,,,,,
1018001701,1,长矛加速术,100级武器-十字军,1018001701,1,Player_Paladin_ChangMaoJiaSuShu,,DamageNil,1,22401=10000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,100,,,,,,2,0,0,,0,,,,12|2|2|120,,,,,,Player_Crusader|Player_Paladin_ChangMaoJiaSuShu|0|0|0,,,,,,,
1018001702,1,凝神刺击,100级武器-十字军,1018001702,1,Player_Paladin_NingShenCiJi,,PhysicalSkillCalcCanCri,1,,20000,0,0,0,0,1,1,20000,0,0,0,0,1,1,0,3,100,,,,,,2,0,0,,0,,,,200|11,,,,cripro=11=cripara=2500,,,,,,,,,
1018001703,1,攻击,100级武器-十字军,1018001703,1,Player_Paladin_GongJi_5_1,,CrusaderCommonSkillCritCalc,1,,10000,40,0,0,1,0,0,10000,0,0,0,1,0,0,0,3,100,,,,,,2,0,0,,0,,,,100,,0.75,,,,Player_Paladin|Player_Paladin_GongJi|0|0|0,,,,,,,
1200350101,1,爆炸,词缀：爆炸,1200350101,1,Affix/Affix_BaoZha_BaoZha,,MonsterBoom,999,,5000,0,0,0,6,0,0,5000,0,0,0,6,0,0,0,2,100,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_BaoZha_BaoZha|0|0|0,,,,,,,
1200350301,1,冰霜爆炸,词缀：冰霜领域,1200350301,1,Affix/Affix_BingShuangLingYu_BaoZha,,MagicSkillCalc,999,5003301=10000,8000,0,0,0,7,0,0,5000,0,0,0,7,0,0,0,2,100,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_BingShuangLingYu_BaoZha|0|0|0,,,,,,,
1200350302,1,霜冻主技能,词缀：霜冻,1200350302,1,Affix/Affix_ShuangDong_Release,,DamageNil,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_ShuangDong_Release|0|0|0,,,,,,,
1200350401,1,雷击术,词缀：雷电领域,1200350401,1,Affix/Affix_LeiDianLingYu_LeiJiShu,,MagicSkillCalc,1|999,3270501=10000|5003901=10000,0|25000,0,0,0,6,0,0,0|25000,0,0,0,6,0,0,0,2,100,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_LeiDianLingYu_LeiJiShu|0|0|0,,,,,,,
1200350501,1,召唤毒云,词缀：毒性领域,1200350501,1,Affix/Affix_DuXingLingYu_ZhaoHuanDuYun,,DamageNil,1,,10000,0,0,0,0.62,0,0,10000,0,0,0,0.62,0,0,0,2,100,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_DuXingLingYu_ZhaoHuanDuYun|0|0|0,,,,,,,
1200350601,1,黑暗降临,词缀：黑暗领域,1200350601,1,Affix/Affix_HeiAnLingYu_HeiAnJiangLing,,DamageNil,2,5006201=10000,10000,0,0,0,0.62,0,0,10000,0,0,0,0.62,0,0,0,2,100,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_HeiAnLingYu_HeiAnJiangLing|0|0|0,,,,,,,
1200350701,1,烟雾圈,词缀：黑暗领域,1200350701,1,Affix/Affix_HeiAnLingYu_HeiAnQuan,,DamageNil,999|999,5006401=10000|5006501=10000,10000,0,0,0,0.62,0,0,10000,0,0,0,0.62,0,0,0,2,100,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_HeiAnLingYu_HeiAnQuan|0|0|0,,,,,,,
1200350801,1,魔术,词缀：魔术师,1200350801,1,Affix/Affix_MoShuShi_MoShu,,DamageNil,999,5006801=10000,10000,0,0,0,0.62,0,0,10000,0,0,0,0.62,0,0,0,2,100,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_MoShuShi_MoShu|0|0|0,,,,,,,
1200350901,1,圣光治愈,词缀：圣光领域,1200350901,1,Affix/Affix_ShengGuangLingYu_ShengGuangZhiYu,,Holycure,999|999,,3000,0,0,0,30,0,0,3000,0,0,0,30,0,0,0,2,100,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_ShengGuangLingYu_ShengGuangZhiYu|0|0|0,,,,,,,
1200351101,1,念力链接,词缀：念力链接,1200351101,1,Affix/Affix_NianLiLingYu_NianLiLianJie,,MagicSkillCalc,999|999|999,5006001=10000|5005701=10000|5005801=0,0|0|50000,0,0,0,60,0,0,0|0|50000,0,0,0,60,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_NianLiLingYu_NianLiLianJie|0|0|0,,,,,,,
1200351201,1,吸血链接,词缀：不死领域,1200351201,1,Affix/Affix_BuSiLingYu_XiXueLianJie,,DamageNil,2|1,5005501=10000|5008201=10000,10000|0,0,0,0,5,0,0,10000|0,0,0,0,5,0,0,0,2,100,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_BuSiLingYu_XiXueLianJie|0|0|0,,,,,,,
1200351401,1,复仇,词缀：复仇,1200351401,1,Affix/Affix_FuChou_TianJiaBuff,,DamageNil,999,5008401=10000,12000,0,0,0,0,0,0,12000,0,0,0,0,1,2,0,2.5,150,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_FuChou_TianJiaBuff|0|0|0,,,,,,,
1200351501,1,变异之花con召唤召唤兽,词缀：变异之花,1200351501,1,Affix/Affix_BianYiZhiHua_ZhaoHuanHuaHua,,DamageNil,1,,12000,0,0,0,60,0,0,12000,0,0,0,60,1,2,0,2.5,150,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_BianYiZhiHua_ZhaoHuanHuaHua|0|0|0,,,,,,,
1200351601,1,召唤兽释放毒性子弹,词缀：变异之花,1200351601,1,Affix/Affix_BianYiZhiHua_ZhaoHuanZiDan,,PhysicalHit,1|1|1|1|1|1|1|1,5009101=10000|5009101=10000|5009101=10000|5009101=10000|5009101=10000|5009101=10000|5009101=10000|5009101=10000,20000|20000|20000|20000|20000|20000|20000|20000,0,0,0,60,0,0,20000|20000|20000|20000|20000|20000|20000|20000,0,0,0,60,0,0,0,2.5,150,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_BianYiZhiHua_ZhaoHuanZiDan|0|0|0,,,,,,,
1200351801,1,炸弹波利爆炸,词缀：炸弹波利,1200351801,1,Affix/Affix_ZhaDanBoLi_BaoZha,,MonsterBoom,999,,5000,0,0,5,60,0,0,5000,0,0,3,60,1,2,0,2.5,150,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_ZhaDanBoLi_BaoZha|0|0|0,,,,,,,
1200351802,1,召唤炸弹波利,词缀：炸弹波利,1200351802,1,Affix/Affix_ZhaDanBoLi_Summon,,DamageNil,1,,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,2.5,150,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_ZhaDanBoLi_Summon|0|0|0,,,,,,,
