Id,Title,Desc,TypeTab,SystemPlace,SortID,ParentID,FatherID,HasSwitch,SystemAtlas,SystemIcon,Systembutton,FunctionOrder,NpcJudgeFunction,CanOpenFx,FunctionPreviewOpen,BaseLevel,JobLevel,TaskId,OpenCloseTime,ServerOpenTime,ServerDescLv,NoticeDescLv,NoticeDescTask,NoticeDescTask2,CanNotice,NoticeBaseLevel,NoticeTitleText1,NoticeTitleText2,NoticeTitleAtlas,NoticeTitleImg,NoticeTitlePhoto,NoticeAtlas,NoticePhoto,NoticeReward,IsOpen,ProfessionLimit,LoginDays,AchievementLevel,IsOpenInCrossServer,IsCrossOpen
3300,蓝色卡片兑换,蓝色卡片兑换,3,,,,3300,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|142,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
3301,高级蓝色卡片兑换,蓝色卡片兑换,3,,,,3301,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|143,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
3302,时效紫卡兑换,时效紫卡兑换,3,,,,3302,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|158,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
3303,紫色卡片兑换,紫色卡片兑换,3,,,,3303,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|159,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
3400,雪花节活动商店,,3,,,,3400,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|144,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
3401,雪花节时装商店,,3,,,,3401,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|145,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
3500,神话兑换,,3,,,,3500,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|149,,,,25,,,,,,,,,,,,,,,,,,,1,,,,0,0
3501,神话回忆,,3,,,,,1,Icon01,,,OpenIllustrationStoryMemory,,,1,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
3502,时空广告放送,,3,,,,,1,Icon01,,,OpenLegendActMovie,,,1,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
3610,记忆碎片,功能开启，IDIP禁入,3,,,,3610,1,,,,,,,,50,,,,,,,,,,,,,,,,,,,1,,,,1,0
3611,挑战副本1,副本1入口,3,,,,3610,1,,,,EnterDungeonEvent|2710,,,,50,,22003220,,,,,,,,,,,,,,,,,1,,,,1,0
3612,挑战副本2,副本2入口,3,,,,3610,1,,,,EnterDungeonEvent|2711,,,,50,,22003220,,,,,,,,,,,,,,,,,1,,,,1,0
3613,挑战副本3,副本3入口,3,,,,3610,1,,,,EnterDungeonEvent|2712,,,,50,,22003220,,,,,,,,,,,,,,,,,1,,,,1,0
3614,挑战副本排行榜,挑战排行榜入口,3,,,,3610,1,,,,OpenLeaderboardFrame|2520,,,,50,,22003220,,,,,,,,,,,,,,,,,1,,,,1,0
14020,金秋的祈愿,,,,,14020,14020,1,Icon_ItemConsumables01,UI_LuckyDraw_Icon_Fengye.png,,ActiveMidAutumnLottery,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14021,金秋祈愿券商店,,,,,,14020,1,Icon01,UI_Icon_Shangdian.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14022,雪花之愿,,,,,14022,14022,1,LuckyDraw,UI_LuckyDraw_Christmas_01.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14023,许愿小商店,,,,,,14022,1,Icon01,UI_Icon_Shangdian.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14024,新春星愿,,,,,14024,14024,1,Icon_ItemConsumables01,UI_LuckyDraw_Icon_Siyecao_01.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14025,新春星愿小商店,,,,,,14024,1,Icon01,UI_Icon_Shangdian.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14026,儿童节快乐,,,,,14026,14026,1,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang64_yyz.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14027,儿童节小商店,,,,,,14026,1,Icon01,UI_Icon_Shangdian.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14028,夏日抽奖祭,,,,,14028,14028,1,Icon_ItemConsumables05,UI_SunmmerLotteryItem_01.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14029,夏日抽奖小商店,,,,,,14028,1,Icon01,UI_Icon_Shangdian.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14031,秋夕抽奖祭,,,,,14031,14031,1,Icon_ItemConsumables05,UI_AutumnLotteryItem_01.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14032,秋夕抽奖小商店,,,,,,14031,1,Icon01,UI_Icon_Shangdian.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14033,爱意抽奖祭,,,,,14033,14033,1,Icon_ItemConsumables05,UI_AixintangguoItem_01.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14034,爱意抽奖小商店,,,,,,14033,1,Icon01,UI_Icon_Shangdian.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14011,月兔来了！,,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
14012,月兔乐园,,3,,,,,0,,,,EnterDungeonEvent|2600,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
14010,米莉的松饼屋,秋夕节活动——吃松饼,2,,,,180,0,Icon_ItemMaterial05,UI_icon_item_qiuxicailliao9.png,,OpenMidAutumnFestivalAct,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
3210,赏月商店,赏月节节日商店,2,,,,,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|135,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
14013,月兔来了！介绍,玩法说明,3,,,,,0,MonsterIcon001,Monster_BaiTuWang.png,,ShowMidRabbitInfo,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
14014,月兔乐园介绍,玩法说明,3,,,,,0,MonsterIcon001,Monster_BaiTuWang.png,,ShowMidRabbitDungeonInfo,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
3207,攻城战军需商店,攻城战GVG碎片兑换,3,,,,15201,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|136,,,,60,,,,,,,,,,,,,,,,,,,1,,,,1,0
3208,攻城战道具专卖店,攻城战道具专卖店,3,,,,15201,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|138,,,,60,,,,,,,,,,,,,,,,,,,1,,,,1,0
1880,直购礼包,直购礼包总功能id,,,,,180,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
1881,嘉年华补给站,备用1,,,,,1880,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
1882,直购礼包,备用2,,,,,1880,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
1883,直购礼包,备用3,,,,,1880,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
1884,直购礼包小礼包,直购礼包引导小红点,,,,,1880,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
1885,单个直购小礼包红点,单个直购小礼包红点,,,,,1880,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
1886,单个直购小礼包1,,,,,,1880,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
1887,单个直购小礼包2,,,,,,1880,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
1888,单个直购小礼包3,,,,,,1880,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
1889,单个直购小礼包4,,,,,,1880,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
18810,单个直购小礼包5,,,,,,1880,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
18811,直购礼包,日本用1,,,,,1880,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
18812,直购礼包,日本用2,,,,,1880,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
18813,直购礼包,日本用3,,,,,1880,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
14030,15日签到,ep2资料片签到,2,,,,180,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
15030,15日特权签到,15日特权签到,2,,,,180,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
16030,特殊节日签到,357日节日签到0,2,,,,180,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
16031,特殊节日签到,357日节日签到1,2,,,,180,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
16032,特殊节日签到,357日节日签到2,2,,,,180,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
16033,特殊节日签到,357日节日签到3,2,,,,180,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
16034,特殊节日签到,357日节日签到4,2,,,,180,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
16035,特殊节日签到,357日节日签到5,2,,,,180,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
16036,特殊节日签到,357日节日签到6,2,,,,180,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
16037,特殊节日签到,357日节日签到7,2,,,,180,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
16038,特殊节日签到,357日节日签到8,2,,,,180,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
16039,特殊节日签到,357日节日签到9,2,,,,180,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
4001,万圣尖叫夜,,3,,,,4001,1,,,,HalloweenActivityEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
4005,万圣兑换商店,,3,,,,4005,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|139,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
4002,花车巡游,,3,,,,,1,,,,HalloweenFestoonedVehicleEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
4003,小孩要糖,,3,,,,,1,,,,HalloweenChildEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
4004,离开万圣夜,退出万圣尖叫夜活动场景,3,,,,4001,1,,,,HalloweenPartyExit,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
4006,万圣兑换商店,,3,,,,4006,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|140,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
15000,通行证,玩法说明,3,,,,,1,Icon_ItemConsumables03,UI_icon_item_daxingchengchanglihe_zy.png,,,,,,15,,,,,,,,,,,,,,,,,,,1,,,,1,0
14999,通行证商店,玩法说明,2,,,,,1,Icon_ItemConsumables03,UI_icon_item_daxingchengchanglihe_zy.png,,OpenPassCheckMall,,,,15,,,,,,,,,,,,,,,,,,,1,,,,1,0
14998,嘉年华通行证奖励开关,玩法说明,3,,,,,1,,,,,,,,15,,,,,,,,,,,,,,,,,,,1,,,,1,0
14997,嘉年华通行证任务总开关,玩法说明,3,,,,,1,,,,,,,,15,,,,,,,,,,,,,,,,,,,1,,,,1,0
16000,组队,组队，用于通行证任务组队前往判定,,,,,,1,,,,OnOpenTeamSearch,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,0
77777,剧情图鉴,,2,,,114,114,1,HandbookIcon01,UI_HandbookIcon_Icon_07.png,,,,,,25,,1004110,,,,,,,,,,,,,,,,,1,,,,1,0
77778,剧情回忆,,2,,,77777,77777,1,,StoryBook/UI_StoryBook_1.png|StoryBook/UI_StoryBook_Bell1.png,,,,,,25,,1004110,,,,,,,,,,,,,,,,,1,,,,1,0
77779,图集收藏,,2,,,77777,77777,1,,StoryBook/UI_StoryBook_2.png|StoryBook/UI_StoryBook_Bell2.png,,,,,,25,,1004110,,,,,,,,,,,,,,,,,1,,,,1,0
77780,沿路旅程,,2,,,77777,77777,1,,StoryBook/UI_StoryBook_3.png|StoryBook/UI_StoryBook_Bell3.png,,,,,,25,,1004110,,,,,,,,,,,,,,,,,1,,,,1,0
1900,委托经验狂欢,五倍,,,,,,1,,,,,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
1901,委托经验狂欢,三倍,,,,,,1,,,,,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
16100,附魔行动活动总开关,,3,,,,,1,MonsterIcon001,Monster_BaiTuWang.png,,,,,,75,,,,,,,,,,,,,,,,,,,1,,,,1,0
16101,附魔行动任务开关,,3,,,,,1,,,,,,,,75,,,,,,,,,,,,,,,,,,,1,,,,1,0
16102,附魔行动奖励开关,,3,,,,,1,,,,,,,,75,,,,,,,,,,,,,,,,,,,1,,,,1,0
17100,精炼行动活动总开关,,3,,,,,1,,,,,,,,35,,,,,,,,,,,,,,,,,,,1,,,,1,0
19100,新职业福利活动总开关,新职业福利,,,,,19100,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
1911,贤者智者福利,新职业福利,,,,,19100,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
1912,十字军福利,新职业福利,,,,,19100,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
1913,炼金术士福利,新职业福利,,,,,19100,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
1914,诗人舞娘福利,新职业福利,,,,,19100,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
1915,武僧福利,新职业福利,,,,,19100,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
4012,雪仗原激战,,3,,,,,1,Icon_ItemConsumables02,UI_icon_item_xuehua.png,,ReqSnowballFight,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
4013,雪仗原激战积分榜,,3,,,,,1,Icon_ItemConsumables02,UI_icon_item_xuehua.png,,OpenSnowballFightRankPanel,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
4014,进入奶油狂欢节,,3,,,,,1,,,,ReqCreamCarnival,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
4015,奶油狂欢节积分榜,,3,,,,,1,,,,OpenCreamCarnivalRankPanel,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
30001,嘉年华通行证,获取途径,2,,,,,1,Icon_ItemConsumables02,UI_icon_item_jianianhuabi.png,,,,,,15,,,,,,,,,,,,,,,,,,,1,,,,1,0
30002,嘉年华通行证商店,获取途径,2,,,,,1,Icon_ItemConsumables02,UI_icon_item_jianianhuabi.png,,,,,,15,,,,,,,,,,,,,,,,,,,1,,,,1,0
30003,来堆雪波利吧,获取途径,2,,,,,1,Icon_ItemConsumables02,UI_icon_item_xuehua.png,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
12011,海姆竞速,海姆竞速,,,,,,1,,,,,,,,45,,,,,,,,,,,,,,,,,,,1,,,,1,1
12012,海姆竞速兑换商店,海姆竞速兑换商店,3,,,,12011,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|148,,,,45,,,,,,,,,,,,,,,,,,,1,,,,1,0
1212,战斗的渴望,周末挂机活动,,,,,,1,,,,,,,,30,,,,,,,,,,,,,,,,,,,1,,,,1,0
22010,十字军职业开关,十字军职业开关,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
32010,武僧职业开关,武僧职业开关,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
62010,炼金职业开关,炼金职业开关,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
72010,诗人职业开关,诗人职业开关,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
72110,舞娘职业开关,舞娘职业开关,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
42010,智者职业开关,智者职业开关,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
52010,流氓职业开关,流氓职业开关,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,0
900,,跨服,,,,,,1,,,,,,,,45,,,,,,,,,,,,,,,,,,,1,,,,1,0
1002,随机取名功能,控制是否开启显示随机取名按钮进行随机取名,3,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,0
1003,相机拍照,控制相机模式下是否循环开关,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,0
4200,拔除灾厄迎新春,春节世界BOSS,2,,,,,1,Icon_ItemConsumables02,UI_icon_item_xuehua.png,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,0
14015,米莉的好运厨房,春节活动,2,,,,180,1,Icon_ItemConsumables02,UI_icon_item_MealTicketsBag.png,,OpenMidAutumnFestivalAct,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
17000,神话时装系统,,2,,,,,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
17001,神话商店,,3,,,,,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|150,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
17002,时装收藏册,,2,,,,,1,Icon_ItemConsumables02,UI_icon_item_gaojishizhuangbi.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
17003,时装染色,,2,,,,,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
17004,时装感应,,2,,,,,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
17005,古币兑换,,3,,,,,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|154,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
17006,神话剧情活动系统,,2,,,,,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
17200,限时提醒,限时活动提醒功能,4,3,,,,1,Icon01,UI_Icon_daojishi.png,Icon_daojishi,OpenTimeLimitDetails,,,,20,,,,,,,,,,,,,,,,,,,1,,,,0,0
3222,米莉的好运厨房,春节活动,2,,,,,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|135,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
1026,新春兑换商店,,3,,,,1026,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|152,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
1027,时装兑换商店,,3,,,,1026,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|161,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
12006,VIP仓库,,2,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,0,0
119,排行榜,16级开启,1,2,3,,119,1,IconMain,UI_Icon_Paihangbang.png,,ActiveNewRank,,,,16,,,,,,,,,,,,,,,,,,,1,,,,1,0
11815,推荐页签,,2,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,0,0
11820,货币兑换功能开关,,2,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,1,0
11810,年龄确认,,2,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,0,0
11811,喵果分类显示,,2,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,0,0
12101,时空模拟战,5V5排位赛,3,,,,,1,Icon02,UI_Icon_Ranked5V5.png,,LocalServerRankIsOpen,,,,70,,,,,,,,,,,,,,,,,,,1,,,,0,0
12102,药剂兑换,5V5排位赛商店,3,,,,12102,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|155,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,0
12103,时空模拟战黑市,5V5排位赛商店,3,,,,12103,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|156,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,0
12104,玩法说明,5V5排位赛功能玩法说明,3,,,,12104,1,,,,OpenLoalServerWarSystemHowToPlay,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,0
12105,时空任务,5V5排位赛功能玩法说明,3,,,,12105,1,,,,,,,,70,,,,,,,,,,,,,,,,,,,1,,,,0,0
12106,强者印记商店,5V5排位赛商店,3,,,,12106,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|157,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,0
12107,排行榜,5V5排位赛系统排行榜,3,,,,12107,1,Icon01,UI_Icon_Shangdian.png,,OpenFvFRank,,,,70,,,,,,,,,,,,,,,,,,,1,,,,0,0
12108,时空决胜赛,5V5本服冠军赛,3,,,,12108,1,Icon02,UI_Icon_5v5.png,,LocalServerRankIsOpen,,,,70,,,,,80,,,,,,,,,,,,,,1,,,,0,0
12109,超时空争霸赛,5V5跨服冠军赛,3,,,,12109,1,Icon02,UI_Icon_5v5.png,,LocalServerRankIsOpen,,,,70,,,,,80,,,,,,,,,,,,,,1,,,,0,0
12110,赛事大厅,5V5冠军赛传送赛事大厅,3,,,,12110,1,Icon02,UI_Icon_5v5.png,,GoToFvFHall,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,0
12111,战队平台,5V5冠军赛传送NPC,3,,,,12111,1,Icon02,UI_Icon_5v5.png,,OpenBattleTeam,,,,70,,,,,,,,,,,,,,,,,,,1,,,,0,0
12112,规则说明,5V5冠军赛传送NPC,3,,,,12112,1,Icon02,UI_Icon_5v5.png,,FvFHallHowToPlay,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,0
12113,抽签规则,赛事大厅抽签NPC,3,,,,12113,1,Icon02,UI_Icon_5v5.png,,FvFDrawRule,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,0
12114,战队平台,赛事大厅抽签NPC,3,,,,12114,1,Icon02,UI_Icon_5v5.png,,FvFGotoBattleTeam,,,,70,,,,,,,,,,,,,,,,,,,1,,,,0,0
12115,赛程规则,赛事大厅赛事NPC,3,,,,12115,1,Icon02,UI_Icon_5v5.png,,FvFScheduleRule,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,0
12116,查看赛程,赛事大厅赛事NPC,3,,,,12116,1,Icon02,UI_Icon_5v5.png,,FvFOpenSchedulRule,,,,70,,,,,,,,,,,,,,,,,,,1,,,,0,0
12117,申请出战,赛事大厅赛事NPC,3,,,,12117,1,Icon02,UI_Icon_5v5.png,,FvFApplyForPlay,,,,70,,,,,,,,,,,,,,,,,,,1,,,,0,0
12118,排名奖励,赛事大厅赛事NPC,3,,,,12118,1,Icon02,UI_Icon_5v5.png,,FvFRankReward,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,0
12119,赛事直播,直播UI功能,1,2,11,,12119,1,IconMain,UI_Icon_Live5V5.png,,FvFOpenLive,,,,40,,,,,80,,,,,,,,,,,,,,1,,,,0,0
12120,勇者徽章商店,天下第一勇者大会商店,3,,,,12120,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|164,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,0
12121,奖励预览,冠军赛奖励预览,3,,,,12121,1,Icon02,UI_Icon_5v5.png,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,0
12122,奖励预览,跨服冠军赛奖励预览,3,,,,12122,1,Icon02,UI_Icon_5v5.png,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,0
12123,抽签,抽签功能,,,,,12123,1,Icon02,UI_Icon_5v5.png,,Champion5v5DrawEvent,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,0
12124,直播预告,5V5喵喵直播阿罗,,,,,12124,1,Icon02,UI_Icon_5v5.png,,Champion5v5LeftCatEvent,,,,40,,,,,80,,,,,,,,,,,,,,1,,,,0,0
12125,直播预告,5V5喵喵直播小美,,,,,12125,1,Icon02,UI_Icon_5v5.png,,Champion5v5RightCatEvent,,,,40,,,,,80,,,,,,,,,,,,,,1,,,,0,0
12126,名人堂,5V5跨服冠军赛永久排行,,,,,12126,1,Icon02,UI_Icon_5v5.png,,,,,,1,,,,,80,,,,,,,,,,,,,,1,,,,0,0
12127,冠军雕像,5V5跨服冠军赛冠军队伍雕像,,,,,12127,1,Icon02,UI_Icon_5v5.png,,,,,,1,,,,,80,,,,,,,,,,,,,,1,,,,0,0
12128,直播预告,5V5喵喵直播总开关,,,,,12128,1,Icon02,UI_Icon_5v5.png,,,,,,40,,,,,80,,,,,,,,,,,,,,0,,,,0,0
18000,复制ID,,2,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,1,0
11101,日本版本自由加入标签,,2,,,,,1,,,,,,,,16,,,,,,,,,,,,,,,,,,,0,,,,0,0
501,挑战卡普拉,货币兑换,2,,,,,1,,,,OpenMall|1101,,,,15,,,,,,,,,,,,,,,,,,,0,,,,1,0
112041,卡普拉贵宾卡,用于投食界面支付用,2,,,,11204,1,,,,OpenBuyMonthCard,,,,11,,,,,,,,,,,,,,,,,,,0,,,,0,0
112042,月卡图标说明,仅日本地区使用,2,,,,11204,1,,,,,,,,11,,,,,,,,,,,,,,,,,,,0,,,,0,0
11816,喵果不足跳转确认,日本开，其他关,2,,,,,1,,,,,,,,16,,,,,,,,,,,,,,,,,,,0,,,,0,0
11817,zeny或者铜币不足弹窗,日本开，其他关,2,,,,,1,,,,,,,,16,,,,,,,,,,,,,,,,,,,0,,,,0,0
7002,宴会菜品分享,,2,,,,7000,1,,,,,,,,16,,,,,,,,,,,,,,,,,,,1,,,,1,0
90000,免费原地复活活动,仅日本开放,,,,,,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
13004,好友签名功能,,2,,,,130,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,0
19000,小恶魔的献礼,领取兑换券,2,,,,,1,Icon01,UI_Icon_Zengsong.png,,,,,,30,,,,,,,,,,,,,,,,,,,1,,,,1,0
199,祈愿,十连抽扭蛋,1,1,15,,199,1,IconMain,UI_Icon_Gacha.png,,OpenGacha,,,,10,,,,,,,,,,,,,,,,,,,0,,,,1,0
19907,无限抽取奖池,对应奖池8,2,,,,199,1,,,,OpenGachaWithOpenSystemID,,,,10,,,,,,,,,,,,,,,,,,,0,,,,1,0
11710,委托大作战,,,,,,,1,,,,OpenGachaWithOpenSystemID,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
19921,祈愿积分兑换,祈愿积分兑换,2,,,,19920,1,Icon01,UI_Icon_Shangdian.png,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
19922,奖牌商店,奖牌商店,2,,,,19920,1,Icon01,UI_Icon_Shangdian.png,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
11882,集字兑换,集字兑换,,,,,,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,0,0
11890,猫手商队双倍活动,,,,,,,1,,,,,,,,45,,,,,,,,,,,,,,,,,,,1,,,,0,0
90001,驱逐魔物赐料理,仅日本开放,,,,,,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
11880,掷骰子活动,,,,,,,1,Icon_ItemConsumables03,UI_icon_item_touzi.png,,PropertyShopEvent|170,,,,16,,,,,,,,,,,,,,,,,,,1,,,,0,0
11881,掷骰子活动,,,,,,,1,Icon_ItemConsumables03,UI_icon_item_touzi.png,,,,,,16,,,,,,,,,,,,,,,,,,,1,,,,0,0
