ID,TalkLanguage,AudioPath,TalkTime,Pos,Scale,IsDistinguishSex,LocalizationArea,Area
200006,哎哟……我的屁股……快，快跑！,event:/CV/Cutscene/CS_100012_06,2.5,,,,,26
200007,哼！怎么毛毛躁躁的……,event:/CV/Cutscene/CS_100012_07,2.5,,,,,26
200008,快跑啊，大火烧过来了……,event:/CV/Cutscene/CS_100014_01,2.5,,,,,26
200009,挺住，我这就带你出去！,event:/CV/Cutscene/CS_100014_02,2.5,,,,,26
200010,哎哟……哎哟……我的腿……,event:/CV/Cutscene/CS_100014_03,2.5,,,,,26
200011,控制火势，快！,event:/CV/Cutscene/CS_100014_04,2.5,,,,,8
200012,请大家保持镇定！不要惊慌，有序离开！,event:/CV/Cutscene/CS_100014_05,2.5,,,,,26
200013,来吧，冒险者，这个世界已经腐朽,event:/CV/Cutscene/CS_100018_01,3,,,,,26
200014,来吧，成为我的信徒，让我们一起来建立新的秩序……,event:/CV/Cutscene/CS_100018_02,3,,,,,26
200015,啊……我怎么了？,event:/CV/Cutscene/CS_100018_03,3,,,,,24
200016,那天，我终于同意了与古娜在北门见面……,event:/CV/Cutscene/CS_100017_01,2.5,,,,,26
200017,可是她一来就不断地引诱我……,event:/CV/Cutscene/CS_100017_02,2.5,,,,,26
200018,你是了解我的，骄傲的我岂是随便的人，我不断的拒绝……,event:/CV/Cutscene/CS_100017_03,3,,,,,8
200019,就在这时，一个羊角兽从她身边跑了过去，她吓得花容失色,event:/CV/Cutscene/CS_100017_04,4,,,,,26
200020,我虽然对古娜不感兴趣，但也不能容忍魔物乱吓小女孩啊,event:/CV/Cutscene/CS_100017_05,4,,,,,8
200021,于是就追了上去……,event:/CV/Cutscene/CS_100017_06,1.5,,,,,26
200022,就在不远处，一个厨师正提着一口平底锅与一群魔物玩游戏,event:/CV/Cutscene/CS_100017_07,3,,,,,26
200023,我再往前去，只见巴风特正瑟瑟发抖，一个巨大的铁锤从天而降……,event:/CV/Cutscene/CS_100017_08,3,,,,,26
200024,巴风特吓得屁滚尿流，立马逃离了，我只好再追了上去……,event:/CV/Cutscene/CS_100017_09,3,,,,,8
200025,当我看到巴风特的时候，它已经躺在了烤架上，厨师正在撒调料……,event:/CV/Cutscene/CS_100017_10,4,,,,,26
200026,不！不！不要过来……啊……,event:/CV/Cutscene/CS_100019_01,2.5,,,,,26
200027,卑微的虫子！都成为我的祭品吧！吼……,event:/CV/Cutscene/CS_100019_02,3,,,,,26
200028,啊……,event:/CV/Cutscene/CS_100019_03,1.5,,,,,26
200029,这……这可怎么办？,event:/CV/Cutscene/CS_100019_04,2.5,,,,,26
200030,大家不要怕，这只是巴风特的残影，我们联手，打败他不是问题！,event:/CV/Cutscene/CS_100019_05,3,,,,,26
200031,不！不！不是这样的！,event:/CV/Cutscene/CS_100025_01,2.5,,,,,26
200032,你……你在骗我！,event:/CV/Cutscene/CS_100025_02,2.5,,,,,26
200033,我离开的时候，巫女大人依旧伫立在樱花树下……,event:/CV/Cutscene/CS_100026_01,3,,,,,26
200034,她的嘴角带着微笑，我知道，她是在想念她的爱人,event:/CV/Cutscene/CS_100026_02,3,,,,,26
200035,想到往后的岁月，不知道她还要这样等待多久……,event:/CV/Cutscene/CS_100026_03,3,,,,,26
200036,我不知道对她隐瞒真相对不对……,event:/CV/Cutscene/CS_100026_04,3,,,,,26
200037,冒险千万条，安全第一条；打怪不注意，亲人两行泪。,event:/CV/Cutscene/CS_100007_01,3,,,,,26
200038,大家在冒险的时候一定要注意......,event:/CV/Cutscene/CS_100007_02,2.5,,,,,8
200039,教官！！！,event:/CV/Cutscene/CS_100007_03,1.5,,,,,26
200040,你看我找到了个奇怪的东西！,event:/CV/Cutscene/CS_100007_04,2.5,,,,,26
200041,小心，别乱动它！！！,event:/CV/Cutscene/CS_100007_05,1.5,,,,,26
200042,啊…是谁打扰了我的安眠？可恶！又是你们这些人类！,event:/CV/Cutscene/CS_100007_06,3,,,,,26
200043,小的们，让渺小的人类见识一下我们的威力吧！,event:/CV/Cutscene/CS_100007_07,2.5,,,,,26
200044,诶？这些人怎么都倒下了？,event:/CV/Cutscene/CS_100008_01,3,,,,,26
200045,我还没出力，你们就倒下了,event:/CV/Cutscene/CS_100008_02,3,,,,,26
200046,哈哈哈哈哈哈……,event:/CV/Cutscene/CS_100008_03,3,,,,,26
200047,这些人类真是不堪一击！我们走~,event:/CV/Cutscene/CS_100008_04,3,,,,,26
200048,魔物…都走了？,,3,,,,,
200049,呜哇哇哇哇哇哇哇！,,2.5,,,,,
200050,下次别让我抓到你！,,2.5,,,,,
200051,诸神黄昏之时，神庭陷入混战，邪神洛基被奥丁杀死。,,3,,,,,
200052,洛基立下了灭世的诅咒：奥丁建立的米德加尔德大陆终将被他的后代摧毁！,,4,,,,,
200053,无数年之后，邪神的后代逐渐苏醒，,,3,,,,,
200054,暗地里也有人在开始收集神秘力量，危机席卷了米德加兹大陆……,,3,,,,,
200055,面对未知的危机，以培养优秀冒险者为宗旨的初心者学院在卢恩王国应运而生！,,4,,,,,
200056,立志成为冒险者的你终于来到了初心者学院,event:/CV/Cutscene/CS_1008_01,3,,,,,8
200057,一场全新的冒险之旅，就此开启……,event:/CV/Cutscene/CS_1008_02,3,,,,,8
200058,很久以前，斐扬会有一位女子去神社侍奉神明，是为巫女,event:/CV/Cutscene/CS_100027_01,3,,,,,26
200059,巫女只能一心侍奉神明，若有私人情感则会被视为渎神,event:/CV/Cutscene/CS_100027_02,4,,,,,26
200060,然而，一百多年前村里的一位男子爱上了巫女,event:/CV/Cutscene/CS_100027_03,3,,,,,26
200061,他避开了众人监视偷偷向巫女示爱，渐渐地，他们坠入了爱河……,event:/CV/Cutscene/CS_100027_04,3,,,,,26
200062,不幸的是，他们的关系被村民发现，又正巧赶上魔物危机，死者众多,event:/CV/Cutscene/CS_100027_05,4,,,,,26
200063,顽固不化的村民们认为是这段感情惹怒了神明,event:/CV/Cutscene/CS_100027_06,3,,,,,26
200064,村民带着因魔物暴动带来的悲伤和愤怒来到神社，想要烧死巫女,event:/CV/Cutscene/CS_100027_07,3,,,,,26
200065,男子承担了一切，只身潜入魔物巢穴解决暴动，以代巫女之罚,event:/CV/Cutscene/CS_100027_08,3,,,,,26
200066,临行前男子悄悄找到巫女，并对巫女许下了承诺，他回来后就向巫女求婚……,event:/CV/Cutscene/CS_100027_09,4,,,,,26
200067,之后魔物暴动果真逐渐平息，但没人知道男子去了哪里……,event:/CV/Cutscene/CS_100027_10,4,,,,,26
200068,巫女信仰着与男子的约定，在樱花树下苦苦等待爱人归来,event:/CV/Cutscene/CS_100027_11,3,,,,,26
200069,但是看到的都是形色匆匆的过客，男子终究还是没能回来……,event:/CV/Cutscene/CS_100027_12,3,,,,,26
200070,你，你真的来了……,event:/CV/Cutscene/CS_14_01,4,,,,,26
200071,是的，我回来了……,event:/CV/Cutscene/CS_14_02,3,,,,,26
200072,回来就好，回来就好，我……我一直在等你……,event:/CV/Cutscene/CS_14_03,3,,,,,26
200073,我就知道……你一定会回来的……,event:/CV/Cutscene/CS_14_04,4,,,,,8
200074,我终于等到了你……,event:/CV/Cutscene/CS_14_05,4,,,,,26
200075,安雅，嫁给我吧！,event:/CV/Cutscene/CS_14_06,3,,,,,26
200076,我……我愿意！,event:/CV/Cutscene/CS_14_07,3,,,,,26
11269,嗯…你可以进去了…在里面你可得规矩点儿！,,2.5,,,,,
11270,……卢恩人，你们都将死在这里……,,2.5,,,,,
11271,快追上去看看，他也许还没跑过跑远！,,2.5,,,,,
11272,天呐……这里发生了什么……,,2.5,,,,,
11273,是你？你在这里做什么？,,2.5,,,,,
11274,把这张照片交给地下酒吧的霖！嗓门最大的那个女刺客,,3,,,,,
11275,嗓门最大的女刺客……莫非是那边那个？,,2.5,,,,,
11276,你打听这个干什么？你和他们是一伙的？来人，揍他！,,3,,,,,
11277,停手！这人我认识，霖你的臭脾气也该收一收了！,,2.5,,,,,
11278,嗯……这真是够诡异的……全城的人都做了这个恶梦…,,3,,,,,
11279,催眠药的配方给你，拿来我这边合成，你就进入梦境了,,3,,,,,
11280,天啊……真是太可怕了……,,2.5,,,,,
11281,这种奇怪的梦境，让我联想起了失传死海古卷的记载。,,3,,,,,
11282,让刺客公会的人去金字塔和我们一起调查吧……,,2.5,,,,,
11283,根据死海文书指示，仪式会在金字塔内进行，分头前往,,3,,,,,
11284,巴雷蒙德已经在里面了，先清理掉一些魔物！,,3,,,,,
11285,我来看看，这像是…魔法波动的痕迹，继续调查看看吧,,3,,,,,
11286,天呐，这么浓烈的法术波动……当心魔物！,,2.5,,,,,
11287,这是什么意思呢……给巴雷蒙德看看,,2.5,,,,,
11288,传闻祭祀就是把人丢进水池里，难道生与死的边缘…,,3,,,,,
11289,在这里试着念出那段残卷上的古怪咒文吧,,3,,,,,
11290,死者不该被打扰…罪恶不该被释放…,,2.5,,,,,
11291,这本古卷被封印了……我想，我们得找个地方揭示它,,3,,,,,
11292,这水池能增强我的能量，就在这揭示古卷吧，保护好我,,3,,,,,
11293,我要休息一下才能继续解封……冒险者，等我的消息！,,2.5,,,,,
11294,那边突然很嘈杂，你去看看…我要继续这个反仪式法术,,4,,,,,
11295,天呐，这里发生了什么……,,1.5,,,,,
11296,看来我们还是晚了一步…太惨了，先回地下酒吧报告吧,,3,,,,,
11297,这里有很多线索，你先去一一调查看看吧！,,3,,,,,
11298,我觉得这些线索够用了，回去找崔护分析分析吧,,3,,,,,
11299,那里！崔护分析得不错，果然有妖道现身了,,3,,,,,
11300,你，为什么要假扮妖道吓人？！我要缉拿你送去法办！,,3,,,,,
11301,之前我在弓手村的村头田野里见过妖道出没，我们去看看,,4,,,,,
11302,你看我没骗你，那个妖道出现了！,,2.5,,,,,
11303,那个妖道竟然会施放传送结界逃跑，我们要不要跟进去？,,4,,,,,
11304,天哪，传送结界的这一头竟然全部是僵尸！,,3,,,,,
11305,嗷呜……新鲜的血肉！,,2.5,,,,,
11306,你的师父怎么了？为什么会突然攻击我们，好好检查下他,,4,,,,,
11307,你留在这里看好你的师父吧，我继续去循着黑烟看看它们飘向哪里,,4,,,,,
11308,吉芬博学多识的绅士先生也许知道这个锁的来历？（暂时不用了）,,3,,,,,
11309,奇诺怎么忽然一下子这么暴躁了？唉，只好问问别人了,,4,,,,,
11310,我是哈菲兹铁粉！他是梦罗克最棒的吟游诗人！,,3,,,,,
11311,刚刚还在这儿，怎么一会儿人不见了？,,3,,,,,
11312,那不是奇诺吗？他被魔物包围了！,,3,,,,,
11313,哼，他这么多年了还是忘不了这女人,,3,,,,,
11314,伊览德一定不会想到这首诗出自他自己之手…,,8,,,,,
11315,索德斯的货物被那些巨石怪守卫着！,,3,,,,,
11316,全部货物都找到了，可以回去找索德斯了,,3,,,,,
11317,伊瓦尔的躯干遗骸已经销毁掉了,,2.5,,,,,
11318,停下，笨蛋！你明白自己在干嘛吗？！,,2.5,,,,,
11319,伊瓦尔最后一处陵墓在灯塔之上，你要爬梯子上去，小心点！,,4,,,,,
11320,杀掉这个傻瓜吧！,,2.5,,,,,
11321,唉，又要做苦力活儿了…,,2.5,,,,,
11322,一切准备就绪，可以施法展开仪式了！,,3,,,,,
11323,我在这个位面可以停留的时间到了，祝你好运冒险者。,,3,,,,,
11324,这里被大批尘埃教会的泥人守卫着。,,2.5,,,,,
11325,书里记载了古城内有地方可以与外界传送门联通，就是那里！,,4,,,,,
11326,这边好像没发现有研究价值的玩意儿,,3,,,,,
11327,西西尼亚不见了，我看到了一个女人的影子？！,,3,,,,,
11328,这里全是鬼女，但为什么没有西西尼亚的影子？,,3,,,,,
11329,求你快停手，放过我们这些可怜的魂魄吧！,,3,,,,,
11330,唉，希望你能够得到解脱,,2.5,,,,,
11331,所有参与者的记忆集齐了，可以回去找希瑟了！,,3,,,,,
11332,等等？一册旧书……我好像看到《湮灭之书》最后的残章了！,,4,,,,,
11333,西西尼亚在那里，快把她救出来,,3,,,,,
11334,咦，你看那里似乎是一本......日记？,,3,,,,,
11335,这里还有张全家合照，拿给西西尼亚看看,,3,,,,,
11336,狐狸，狐狸，又是那只狐狸！在你身后！,,3,,,,,
11337,你们就陪着苍迦城的秘密一起死在这里好了！,,3,,,,,
11338,赶紧进入这个传送门！离开这座湮灭之城！,,3,,,,,
11339,弓手村的长老就在那边，我过去问问他了不了解这东西。,,4,,,,,
11340,使用这瓶催眠药剂，进入那个恐怖的梦境一探究竟！,,3,,,,,
11341,我收到你的信就赶过来了，这里我调查过一番了,,3,,,,,
11342,这...难道是巴风特之角召唤出来的？真可怕！,,3,,,,,
11343,好痛，这头发给了巫女肯定不是用来做啥好事…,,3,,,,,
11344,这个人难道是……我去给拉乐西斯看一下！,,3,,,,,
11345,我要带着拉乐西斯的遗躯赶紧离开这儿,,3,,,,,
11346,贝拉怎么一个人站在那里哭,,3,,,,,
11347,真是不幸！赶紧先去坠崖现场调查一番（暂时废弃）,,3,,,,,
11348,奇怪，我在巴勃罗身上发现了些布里刊矿石,,3,,,,,
11349,那里确实有个陌生的人影，上去问问！,,3,,,,,
11350,惨了，这些灰森灵转过头攻击我了,,3,,,,,
11351,那人跑了，那问问洛佩兹关于这布里刊矿石的事,,3,,,,,
11352,咦？那路边似乎有张被撕下来的纸条和一只口哨,,3,,,,,
11353,天哪，快过来帮忙，这么多飞龙我招架不住,,3,,,,,
11354,他伤得太重了，赶紧给他找点药草…,,3,,,,,
11355,看到贝拉的身影了!,,2.5,,,,,
11356,这俩家伙溜得还真快，等我追上有你们好看,,3,,,,,
11357,没想到他们也被杀掉了...这幕后真凶真是心狠手辣,,3,,,,,
11358,喂，你过来，我还没死呢，我…有话告诉你,,3,,,,,
11359,巢穴被隐藏在屏障之后，使用显像粉末让其现形,,3,,,,,
11360,果然！这里就是艾力克控制魔物暴动的现场！,,3,,,,,
11361,可恶，这家伙还活着，主人不会高兴的…,,3,,,,,
11362,素材收集完，花环做好了。可以去找成修了！,,3,,,,,
11363,怎么是你们？冒险者，好久不见了,,3,,,,,
11364,冒险者，我先过去了……请务必来沙漠之桥找我呀,,3,,,,,
11365,做事情真拖拉！我先去刺客公会了，别跟着我！,,3,,,,,
11366,你终于来了，你没发觉巴雷蒙德的情况有点古怪吗,,3,,,,,
11367,已经把全部素材收集齐了，应该可以去找宝妮修复法杖了,,3,,,,,
11368,你好好想一想，巴雷蒙德最近身上有没有出现符合这段关于圣痕诅咒描述的特征？,,5,,,,,
11369,可恶！仪式……仪式竟然失败了,,3,,,,,
11370,巴雷蒙德说他回刺客公会了，去那里找他吧,,3,,,,,
11371,咦？怎么不见巴雷蒙德，……霖在那边，问问她,,3,,,,,
11372,奇怪……巴雷蒙德去城南干嘛？,,3,,,,,
11373,啊，他好像在吟唱什么魔法？有点诡异…,,3,,,,,
11374,可恶！这些裂隙魔一直缠着我！去死吧！,,3,,,,,
11375,巴雷蒙德……怎么变得这么反常，这么暴力……我需要检查下他,,4,,,,,
11376,好强的魔化气息！看来，真的要用这个圣光卷轴测试一下了……,,4,,,,,
11377,我得把这个报告给刺客公会…巴雷蒙德居然被控制了…,,3,,,,,
11378,冒险家，找到巴雷蒙德了吗？,,3,,,,,
11379,天呐……这完全是魔化的痕迹,,3,,,,,
11380,你终于来了，自从巴雷蒙德逃走以后梦罗克的麻烦事情越来越多了！,,4,,,,,
11381,黑衣人救走了古娜，而巴雷蒙德是被古娜抓走后多出了痕迹……这其中存在什么样的关联？,,5,,,,,
11382,失踪现场发现了可疑的脚印！,,3,,,,,
11383,为了防止打草惊蛇，我等下只会在旁边看着你不会出手了,,3,,,,,
11384,好像听到了奇怪的笛声……过去看看，希望基德能照应着我点,,3,,,,,
11385,有了这身装扮我在神殿里探索应该会方便不少,,3,,,,,
11386,这里怎么有个大人？你！干什么的，过来！,,3,,,,,
11387,穿上它们的衣服可能活动方便一点……,,3,,,,,
11388,你，怎么空着手过来了？也不打招呼！到我这里来！,,3,,,,,
11389,你终于醒过来了，还好看起来没有什么大碍,,5,,,,,
11390,哼哼……我就知道你混进来了！,,3,,,,,
11391,既然我们都是来救巴雷蒙德的，那现在联手吧！(放副本里),,3,,,,,
11392,那个神秘女子和露克希的关系，希望你能好好想想,,4,,,,,
11393,哼，得意的太早，打斗的声音这么大，白女巫一会就会来了,,3,,,,,
11394,巴雷蒙德，停止这场仪式吧！你是被人所控制的！,,3,,,,,
11395,可恶，这些是古卷引来的魔物……快停手！（废弃）,,3,,,,,
11396,……仪式已经完成了，现在我亲自来收拾你（废弃）,,3,,,,,
11397,睡去吧……（废弃）,,3,,,,,
11398,巴雷蒙德……他身上魔化的痕迹消散了一些,,4,,,,,
11399,那个神秘白衣女子……我无法不将她和露克希联系起来,,3,,,,,
11400,呀，你回来了……真不可思议！巴雷蒙德也被你带回来了（废弃）,,3,,,,,
11401,这正是城里最近失踪的那批孩子！他们……似乎中魔了？,,3,,,,,
11402,消灭这个闯入者！,,3,,,,,
11403,悄悄跟着这个白衣修士，一定会有重要发现！（废弃）,,3,,,,,
11404,等等……那个人？是之前打败过古娜的白衣修士！他怎么也出现在这儿？,,3,,,,,
11405,你可算来了，现在事情有点复杂……,,3,,,,,
11406,只有恶魔才能开启封印，难道巴雷蒙德已经是恶魔之躯了？,,3,,,,,
11407,他只是被暂时封印住了，要赶紧找到给他施展圣痕的人,,3,,,,,
11408,看来他们确实是兄弟......,,3,,,,,
11409,嘿！我在这边,,3,,,,,
11410,他会使用伊米尔之心，但我们有抑制的办法，先收集点素材,,3,,,,,
11411,联系我……有什么事情吗？事情有了新的进展吗？,,3,,,,,
11412,有埋伏……你居然出卖我！,,3,,,,,
11413,这两人极其危险，不过我们蒲公英团会负责把他们押送回去的,,3,,,,,
11414,糟了，这帮蒲公英团的看着就很诡异，难道他们抓了黑白双子另有用途？,,3,,,,,
11415,现在刺客公会的人都没回来，你先用这张传送符文到神殿里探查一下吧,,3,,,,,
11416,米洛斯的灵魂之中烙印着神殿地图的信息碎片……,,4,,,,,
11417,没想到……这里真的藏着这么大一间密室！,,4,,,,,
11418,可恶，白女巫疯了吗，我们好歹都是教国的……,,3,,,,,
11419,当心，周围有埋伏！,,3,,,,,
11420,已经没有了呼吸……抱歉朋友，是我对不起你......,,4,,,,,
11421,偿命吧！你这个叛徒！不是你，事情不会发展到这种地步！,,3,,,,,
11422,他现在非常不稳定，能量在他体内暴走……先控制住他吧,,3,,,,,
11423,哈哈，都到齐了……真是一场好戏啊！,,3,,,,,
11424,快去看看，那个祭坛里到底有什么……,,3,,,,,
11425,我想到了一个令人恐惧的名字：梦罗克......,,3,,,,,
11426,你可算来了……就是那帮人说要看看巴雷蒙德......,,3,,,,,
11427,大贤者怎么这么年轻……啊，他身上的封印我似乎可以解开？,,3,,,,,
11428,糟了，封印咒文记错了，可能引来了裂隙恶魔……,,3,,,,,
11429,诸位抱歉，我来晚了，我那冒失的助手给大家添麻烦了,,3,,,,,
11430,这是卢恩皇室授予的授权证书，委托我调查暴君施密特失踪事件,,3,,,,,
11431,进入巴雷蒙德教授的意识需要收集一些材料……拜托你了,,3,,,,,
11432,好了，总算是收集完了，回去找福金的助手吧,,3,,,,,
11433,你把各种材料混合一下就可以回去交给福金先生了,,3,,,,,
11434,这是什么意思呢……还是问问那位学者吧,,3,,,,,
11435,有东西从书里掉出来了……这是什么？一张照片？,,3,,,,,
11436,这就是由佩雷斯彼女吗……怎么长得那么像……露克希？！,,3,,,,,
11437,既然她穿着的是刺客的衣服，那么先去刺客公会查查线索吧,,3,,,,,
11438,我的头好痛啊……能不能帮帮我……,,3,,,,,
11439,挣扎吧……蝼蚁们……魔神终将降临……,,3,,,,,
11440,黑白双子献祭之后，梦罗克似乎更不太平了，赶紧去刺客公会问问吧,,4,,,,,
11441,你来的正好……最近梦罗克经常出现被恶魔附体的人，发兑斯大人决定和你聊聊,,4,,,,,
11442,刺客的名册太多，你在这边稍等会吧，我去查一下这个叫露希尔的人,,4,,,,,
11443,奇怪，查了半天并没有找到这个叫露希尔的刺客呀,,3,,,,,
11444,我想，我了解一些你们所说的露希尔的身世......,,3,,,,,
11445,AW462年，当时城中也发生了同样的恶魔附体事件和……献祭事件,,4,,,,,
11446,我们去神殿找印记刺客的线索。基德，麻略加娜，你们还是守在这儿,,4,,,,,
11447,这儿怪物太多了，根本没法好好看墙壁......,,3,,,,,
11448,看这儿……我这里似乎发现了一些有趣的壁画,,3,,,,,
11449,蝼蚁们…记着…这是黑暗的魔神给你们的赠礼！,,5,,,,,
11450,梦罗克的爪牙……无处不在。等等，壁画旁这儿似乎有一行字,,4,,,,,
11451,听说梦罗克之钥归梦罗克领主保管，你和霖拿着这封信去找他试试,,4,,,,,
11452,站住，前面是梦罗克王宫，闲杂人等不得进入。你们是什么人？,,4,,,,,
11453,发兑斯大人可能要失望了，现在领主不在家，改日再来吧！,,4,,,,,
11454,你总算来了，这边领主大人已经等待我们多时了,,3,,,,,
11455,这里的壁画看起来好阴森……上面描绘的是古代魔物肆虐的场面,,4,,,,,
11456,吼……渣滓们！臣服于魔神大人！都变成魔神的奴仆吧！哈哈哈哈哈哈！,,4,,,,,
11457,唉，这正是我请诸位来的原因，请诸位务必对此事小心谨慎,,4,,,,,
11458,居然是这里……我就知道恶魔附体事件和之前的献祭有联系！小心行事啊,,4,,,,,
11459,哼哼……还真难缠，你们留下来对付刺客公会的人，我带着这女孩先走！,,4,,,,,
11460,领主女儿被蒲公英团的人带去那边了，还释放了神殿内的魔物,,3,,,,,
11461,可恶啊，看来是被他们逃跑了！哎！只能先回去了,,3,,,,,
11462,仪式进展的还算顺利吗，我的女儿呢？,,3,,,,,
11463,这本书是真正的禁书…祖辈禁止我们再阅读，可现在情况紧急,,4,,,,,
11464,看来他们真的想复活梦罗克……我们得不惜一切代价阻止他们！,,4,,,,,
11465,原来蒲公英团带走领主的女儿是为了皇室的血裔，真卑鄙……,,3,,,,,
11466,我们先去吉芬旷野那儿埋伏，写信给麻略加娜，让他带刺客公会的人来！快！,,4,,,,,
11467,但愿时间能来得及......,,3,,,,,
11468,来的真慢啊，我们都到了半天了,,3,,,,,
11469,事不宜迟，赶紧躲起来吧，蒲公英团随时可能出现！,,3,,,,,
11470,这个伏击真的太漂亮了，快去看看领主的女儿,,3,,,,,
11471,理我远点！你们这些虫子！,,3,,,,,
11472,将这枚净化符文布置在领主女儿的身边，我就能开始仪式了,,3,,,,,
11473,节省时间，就用蝴蝶翅膀传回去吧，我会让霖在城堡和你碰头,,3,,,,,
11474,真是太感谢了……我的女儿安全无恙的回来了,,3,,,,,
11475,就差一点了，等我们找回所罗门之钥，就能救醒巴雷蒙德了,,4,,,,,
11476,我是不会轻易把自己的研究交给你们的……等等，怎么突然冒出来这么多的杀手！,,4,,,,,
11477,抱歉……看来是我误会你们了,,3,,,,,
11478,这里的黑暗力量简直沁入骨髓，为什么法师塔下面会有这么深邃的黑暗……,,4,,,,,
11479,听，那边有动静，估计是蒲公英团的人出现了，当心！,,3,,,,,
11480,检查过了，没有问题！这把钥匙就是领主女儿被恶魔影响期间丢失的那把所罗门之钥,,5,,,,,
11481,看来刚才的打斗吸引了不少魔物……先清理一下吧,,3,,,,,
11482,法阵已经准备完毕了，咱们现在赶紧返回贤者之间！,,4,,,,,
11483,啊，你们回来了，拿到所罗门之钥了吗？,,3,,,,,
11484,不好了……我没办法驾驭这把所罗门之钥，仪式失控了,,3,,,,,
11485,仪式到底错在哪儿呢……,,3,,,,,
11486,会不会是只有印记刺客才有能力使用这把钥匙呢？,,3,,,,,
11487,这两人实在是太像了，但是露克希死于火场……我想我可以去骑士团查查资料,,4,,,,,
11488,好久不见了，赛伊连！,,3,,,,,
11489,嗯……就是这个吊坠，我听说她有个奶奶在梦罗克，我们可以去调查一下,,4,,,,,
11490,这位老人家就是露克希的奶奶，我已经和她打过招呼了,,3,,,,,
11491,嗯……这看起来是一位妙龄女子的脚印，老奶奶并不是幻觉！,,4,,,,,
11492,咦？领主大人有事情找我？那麻烦你们帮我照看着家里,,4,,,,,
11493,那边好像有响动了，我们赶紧过去看看,,3,,,,,
11494,天呐，你不就是上次救我的那位白衣女子……,,3,,,,,
11495,这事情也是因我而起……不过你们不该纠缠我，就这样吧！,,3,,,,,
11496,好吧……我就不跟你过去贤者之间，先返回刺客公会了，多保重,,3,,,,,
11497,那边来了一位不速之客……一位白衣女子,,3,,,,,
11498,你不应该出现在这儿……你应该继续长眠……让我抓捕露希尔！,,4,,,,,
11499,过了这么久还这么固执，真是冥顽不灵！,,3,,,,,
11500,卢恩人，我还会再来的，等他醒了之后,,3,,,,,
11501,卢恩人！你会后悔的！,,3,,,,,
11502,我想这章诗篇已经告诉了我伊瓦尔的身体被分别埋在哪里了,,4,,,,,
11503,伊瓦尔所说的那柄宝剑应该就在那山坡下！,,4,,,,,
11504,这地上的脚印痕迹……似乎是通往北方的鬼女村落的，可恶！,,4,,,,,
11505,这朵蔷薇真的能作为钥匙打开诗集吗？先回去找伊览德吧,,3,,,,,
11506,这家伙的打油诗也太烂了吧，我要被围观群众吐槽了,,3,,,,,
11507,阿依库是奇诺过去的恋人？一定要找他好好问问……,,3,,,,,
11508,这里到处都是魔物，只能先把它们清理掉才能继续探索了！,,3,,,,,
11509,那地上有一册陈旧的书卷，是阿依库当年留下的吗？,,3,,,,,
11510,那地上就是盛放了艾力克当年记忆的记忆球，我找到了！,,3,,,,,
11511,那里不就是索德斯的货箱吗？我要赶紧把它送到气球上去,,3,,,,,
11512,奇诺？奇诺原来还知道如何对付这种局面？,,3,,,,,
11513,远古召唤之石已经打造完毕，是时候去找奇诺了！,,3,,,,,
11514,传说竟然是真的，伊瓦尔的魂灵真的…真的现身了！,,3,,,,,
11515,这把神剑里…流动着远古的能量！哼，索德斯，迎接你的末日吧,,4,,,,,
11516,希望这片土地上的纷争能够像眼前的海面一样归于平静,,3,,,,,
11517,看了这本书你就要答应和我一起进入苍迦城探险了哦,,3,,,,,
11518,用这颗记忆之球盛放当年亲历者的回忆，拼凑出月夜猫巢穴的线索,,4,,,,,
11519,祝你好运，冒险者。记住，直面月夜猫的时候一定要智取！,,4,,,,,
11520,两只不同的月夜猫？什么意思……等等，让我先清理掉巢穴口的九尾狐,,4,,,,,
11521,飞龙逐渐散去了，赶紧去看看阿隆索的伤势怎样了,,4,,,,,
11522,这是谁留给我的呢？哎，不管怎样这总是条线索……,,3,,,,,
11523,艾力克的计划终于破产了，我要把现场拍下来作为证据,,3,,,,,
11524,抱歉勇士，我们来晚了。这里的麻烦似乎已经解决了？,,3,,,,,
11525,使用我给你的蝴蝶翅膀，你可以快速前往吉芬北,,3,,,,,
11526,拿着这瓶隐身药水，等下到了现场可一定要藏好！,,3,,,,,
11527,刚刚路边那个吟游诗人瑟修斯看起来认识很多人的样子,,3,,,,,
11528,原来白女巫的海底实验室竟然连通着哥布林森林,,3,,,,,
11529,那里有一对男女的尸体，而且看起来好像刚刚死去的样子?,,3,,,,,
11530,又提到了月夜猫。等等！我听到有人对话的声音了……,,3,,,,,
11531,停手吧，尹宪！我愿意帮助你们获得安息！,,3,,,,,
11532,好了，材料搜集完毕，可以回去找尹宪了,,3,,,,,
11533,情况十分不妙，你赶快找去到他们三个！,,3,,,,,
11534,天哪，他们全部被一股邪恶的魔法力量束缚着，是旁边那个女人做的吗？,,4,,,,,
11535,你别想破坏主人的实验！,,2.5,,,,,
11536,妖道和成修的意识已经摄取出来，可以执行意识归位仪式了,,4,,,,,
11537,我？…天呀，我终于找回自己的身体了！,,3,,,,,
11538,看那边有个妖道，他打伤了我的师尊！千万别让他跑了！,,4,,,,,
11539,你看，黑烟往左边飘过去了,,3,,,,,
11540,那就麻烦你去帮我找绅士先生问问他好了，拜托了,,3,,,,,
11541,对了，可以先去问问梦罗克当地的吟游诗人奇诺,,3,,,,,
