Id,Name,Desc1,Desc,Desc2,DefaultEquipID,PresentID,PresentRatio,UnitSkillID,BornBuff,AI,IsCopyHatredList,AIStartTime,AIHeartInterval,AIHeartIntervalCombat,UnitTypeLevel,MonsterID,HatredBuildType,HatredDeleteType,ScreenLimit,SelfLimit,LimitType,LimitRadius,MobPVECoexistencelimit,MobPVPCoexistencelimit,FightTargetOffsetDegree,MiniMapIcon,BuffCanCall,UnitRace,UnitAttrType,UnitSize,MoveSpeed,ASPD,IsInitiative,HatredAway,HatredAwayStateDuration,Sight,HatredBuildAngle,HatredDetectionInterval,IgnoreDead,IgnoreHide,BodyDisappearTime,UnitLevel,DynamicAttr,AtkDef,STR,INT,AGI,VIT,DEX,LUK,BaseHP,BaseSP,BaseATK,BaseMATK,BaseDEF,BaseMDEF,HIT,FLEE,CRI,CRI_RES,WEAPON_ATK,WEAPON_MATK,DEF,MDEF,DEF_IGNORE,SheildIgnore,MDEF_IGNORE,BaseExp,JobExp,Award,StealAward,DropDoodad,BloodLineNum,MonsterDesc,IsCountData,DeadEffcet,IsDummy,CanChangeColor,HugeMonsterColliders,IsDynamicGroup,DefaultGroup,EntityShowScript,AlwaysShowOnMap,NotShowOnMap,IsShowInHandBook,IsFieldMonster,FeaturesDesc,OutViewMove,HatredAllience,EVO,CanFeelSkill,ElfId,AlwaysShowHud,IsFAQImport,DynamicAtk,DynamicHp,,,,,,
100017,堕落恶灵,,服事2转职用,堕灵,,10106,1,1000110601=1,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,4,9,0,4.41,156,1,2=30,1500,6,,1000,0,0,2,40,,,0,0,0,0,0,0,7526,0,0,0,0,0,84,25,0,0,73,66,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100018,小恶魔,,服事2转职用,小恶魔,,10078,1.3,1000525402=1|1000525401=1,,Common_Monster_TaskMonster,,1,0.3,0.3,9,,,,,,,,,,,5,0,2,7,0,5.04,151,1,2=30,1500,6,,1000,0,0,2,40,,,0,0,0,0,0,0,11289,0,0,0,0,0,84,25,0,0,102,97,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100019,死灵之影,,服事2转职用,死灵之影,,10144,1,1000123002=1|1000123003=1|1000123001=1,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,2,7,2,3.93,156,1,2=30,1500,6,,1000,0,0,2,40,,,0,0,0,0,0,0,5644,0,0,0,0,0,84,25,0,0,64,52,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100020,躲藏小巴风特,,骑士2转职用,躲藏小巴风特,,10042,1,1000104201=1,,Common_Monster_TaskMonster,,0.2,1.7,0.4,9,,,,,,,,,,,5,0,2,7,2,7.27,156,1,2=30,1500,6,,1000,1,0,2,40,,,20,7,6,20,60,25,2664,0,0,0,0,0,20,0,0,0,2,11,70,25,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100021,巴风特,,骑士2转职用,巴风特,,10041,1,1000104101=1,,Common_Monster_TaskMonster,,1,1,0.2,9,,,,,,,,,,,5,0,2,7,1,7.27,162,1,2=30,1500,6,,1000,1,1,2,40,,,1,1,1,1,1,1,1,0,0,0,0,0,64,10,0,0,0,1,1,1,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100022,浑身羊味的狸猫,,骑士2转职用,浑身羊味的狸猫,,10023,1,1000102301=1,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,0,2,2,3.93,156,0,2=30,1500,6,,1000,0,0,2,40,,,0,0,0,0,0,0,9408,0,0,0,0,0,84,25,0,0,85,84,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100023,浑身羊味的腐尸,,骑士2转职用,浑身羊味的腐尸,,10128,1,1000112801=1,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,4,9,0,3.1,156,0,2=30,1500,6,,1000,0,0,2,40,,,0,0,0,0,0,0,15052,0,0,0,0,0,84,25,0,0,73,66,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100024,阿格尼的分身,,魔法师1转用,魔法师1转用,,10128,1,1000112801=1,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,4,9,0,3.1,156,1,2=30,1500,6,,1000,0,0,2,10,,,0,0,0,0,0,0,531,0,0,0,0,0,60,0,0,0,7,10,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100025,弓箭手卫兵,,弓手2转用,弓手2转用,100051,100051,1,1000706201=1,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,4,9,0,3.1,156,1,2=30,1500,6,,1000,0,0,2,40,,,8,15,34,20,53,20,2711,0,0,0,0,0,0,11,0,0,2,0,69,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100026,矿石寄居妖,,商人2转用,商人2转用,,10101,1,1000110101=1=0=10000|1000110102=1=1=500|1000110103=1=1=2000,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,2,2,2,3.1,156,1,2=30,1500,6,,1000,0,0,2,40,,,0,0,0,0,0,0,5644,0,0,0,0,0,84,25,0,0,73,66,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100027,炉火妖,,商人2转用,商人2转用,,10078,1.3,1000525402=1|1000525401=1,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,2,7,2,3.1,156,1,2=30,1500,6,,1000,0,0,2,40,,,0,0,0,0,0,0,3763,0,0,0,0,0,84,25,0,0,94,97,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100028,发狂的熊,,弓手2转用,弓手2转用,,10170,1,1000117602=1=1=5000|1000117601=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,0,2,1,3.1,156,1,2=30,1500,6,,1000,0,0,2,40,,,0,0,0,0,0,0,9408,0,0,0,0,0,84,25,0,0,73,66,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100029,饥饿的狼,,弓手2转用,弓手2转用,,10034,1,1000103401=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,0,2,0,3.1,156,1,2=30,1500,6,,1000,0,0,2,40,,,0,0,0,0,0,0,5644,0,0,0,0,0,84,25,0,0,94,97,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100030,邪骸海盗,,弓手2转用,弓手2转用,,10094,1,1000109402=1=1=500|1000109401=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,4,9,0,3.1,156,1,2=30,1500,6,,1000,0,0,2,40,,,15,15,25,25,30,10,3223,0,0,0,0,0,0,33,0,0,6,0,53,20,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100031,虎王残影,,弓手2转用,弓手2转用,,10190,1,1000119602=1|1000119604=1|1000119603=1|1000119601=1,902201=10000|902001=10000,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,0,3,1,3.1,156,1,2=30,1500,6,,1000,0,0,2,40,,,0,0,0,0,0,0,18816,0,0,0,0,0,84,25,0,0,138,160,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100032,无良商人,,人鱼线,无良商人,100127,100127,1,1010003201=1,,Common_Monster_TaskMonster,,1,0.3,0.3,9,,,,,,,,,,,5,0,1,0,0,3.93,156,1,2=30,1500,6,,1000,0,0,2,53,,,0,0,0,0,0,0,24135,0,0,0,0,0,111,42,0,0,175,163,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100033,魂灵,,服事1转职用,,,10104,1.3,1000110402=1=1=2000|1000110401=1=0=10000,,Common_Monster_TaskMonster,,1,0.3,0.3,9,,,,,,,,,,,5,0,2,8,2,3.1,106,0,2=30,1500,6,,1000,0,0,2,10,,,0,0,0,0,0,0,531,0,0,0,0,0,60,0,0,0,13,10,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100034,裂隙恶魔,,服事1转职用,被错误仪式吸引的,,10042,1,1000104201=1,,Common_Monster_TaskMonster,,0.2,1.7,0.4,9,,,,,,,,,,,5,0,2,7,2,3.1,106,0,2=30,1500,6,,1000,0,0,2,10,,,0,0,0,0,0,0,212,0,0,0,0,0,60,0,0,0,11,8,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100035,夸赛魔,,服事1转职用,小恶魔,,10078,1.3,1000112801=1=0=10000,,Common_Monster_TaskMonster,,1,0.3,0.3,9,,,,,,,,,,,5,0,2,7,2,3.1,106,0,2=30,1500,6,,1000,0,0,2,10,,,0,0,0,0,0,0,425,0,0,0,0,0,60,0,0,0,11,8,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100036,狸猫小混混,,,狸猫,,10023,1,1000102301=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,0,2,2,3.93,121,0,2=30,1500,6,,1000,0,0,2,10,,,0,0,0,0,0,0,159,0,0,0,0,0,60,0,0,0,7,6,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100037,追债小混混,,第七章：昏暗的普隆德拉改到47,追债小混混A,100128,100034,1,1000706301=1,,Common_Monster_TaskMonster,,0.2,0.3,0.3,9,,,,,,,,,,,5,0,1,0,0,5.05,145,1,2=60,1500,20,,1000,0,0,2,47,,,0,0,0,0,0,0,7726,0,0,0,0,0,95,32,0,0,107,86,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100038,监狱门卫,,第七章：昏暗的普隆德拉改到47,监狱门卫A,100002,211015,1,1015000601=1,,Common_Monster_TaskMonster,,0.2,0.3,0.3,9,,,,,,,,,,,5,0,1,0,0,5.05,156,1,2=60,1500,20,,1000,0,0,2,47,,,0,0,0,0,0,0,5150,0,0,0,0,0,95,32,0,0,78,65,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100039,皇家卫兵,,第七章：昏暗的普隆德拉改到47,皇家卫兵,100002,211015,1,1015000601=1,,Common_Monster_TaskMonster,,0.2,0.3,0.3,9,,,,,,,,,,,5,0,1,0,0,5.05,156,1,2=60,1500,20,,1000,0,0,2,47,,,0,0,0,0,0,0,3863,0,0,0,0,0,95,32,0,0,64,44,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100040,古娜之影,,第七章：昏暗的普隆德拉55，关底boss,复刻古娜,900059,100070,1,1000509101=1|1000509102=1,,Common_Monster_NoPatrol,,0.2,0.3,0.3,9,,,,,,,,,,,5,0,1,0,0,5.05,145,1,2=60,1500,20,,1000,0,0,2,41,,,0,0,0,0,0,0,23852,0,0,0,0,0,85,26,0,0,170,166,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100041,雄壮绿棉虫,任务用,南门,绿棉虫,,10002,1.5,1000100201=1=0=10000,,Common_Monster_Wild_Evolution,,1,1.7,0.4,9,,,,,,,,,,,5,0,8,2,2,3.93,116,0,2=15,1500,6,,1000,0,0,2,12,,,1,3,3,8,2,5,234,0,0,0,0,0,0,9,0,0,9,10,38,2,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,1004=100,,,,,,,,,,,,
100042,巴雷蒙德,,下水道护送npc,剧情任务,100240,500038,1,,,Common_NPC_Escort,,1,1,1,9,,,,,,,,,,,5,0,1,0,0,4.1,151,0,2=30,1500,6,,1000,0,0,2,50,,,1000,1000,1000,1000,1000,1000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,0,,,1,,,0,,,,,,,,,,,,,,,,,,,,,
100043,火精灵阿格尼,,魔法师1转用,魔法师1转用,0,10231,1,,,Common_NPC_Follow_JingLing1,,0,0.2,0.2,9,,,,,,,,,,,3,0,1,0,0,5.05,156,1,2=30,1500,6,,1000,0,0,2,53,,,14,0,44,6,7,5,55866,0,0,0,0,0,0,0,0,0,1567,1071,0,0,0,0,,,,,,,1,,1,,0,1,,,0,,,,,,,,,,,,,,,,,,,,,
100044,水精灵阿库娅,,魔法师1转用,魔法师1转用,0,10230,1,,,Common_NPC_Follow_JingLing2,,0,0.2,0.2,9,,,,,,,,,,,3,0,1,0,0,5.05,156,1,2=30,1500,6,,1000,0,0,2,53,,,14,0,44,6,7,5,55866,0,0,0,0,0,0,0,0,0,1567,1071,0,0,0,0,,,,,,,1,,1,,0,1,,,0,,,,,,,,,,,,,,,,,,,,,
100045,风精灵梵图斯,,魔法师1转用,魔法师1转用,0,10233,1,,,Common_NPC_Follow_JingLing3,,0,0.2,0.2,9,,,,,,,,,,,3,0,1,0,0,5.05,156,1,2=30,1500,6,,1000,0,0,2,53,,,14,0,44,6,7,5,55866,0,0,0,0,0,0,0,0,0,1567,1071,0,0,0,0,,,,,,,1,,1,,0,1,,,0,,,,,,,,,,,,,,,,,,,,,
100046,地精灵泰拉,,魔法师1转用,魔法师1转用,0,10232,1,,,Common_NPC_Follow_JingLing4,,0,0.2,0.2,9,,,,,,,,,,,3,0,1,0,0,5.05,156,1,2=30,1500,6,,1000,0,0,2,53,,,14,0,44,6,7,5,55866,0,0,0,0,0,0,0,0,0,1567,1071,0,0,0,0,,,,,,,1,,1,,0,1,,,0,,,,,,,,,,,,,,,,,,,,,
100047,巴雷蒙德,,第6章跟随,剧情任务,100240,1040,1,,,Common_NPC_Follow,,1,1,1,9,,,,,,,,,,,5,0,1,0,0,5.05,151,0,2=30,1500,6,,1000,0,0,2,50,,,1000,1000,1000,1000,1000,1000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,0,,,1,,,0,,,,,,,,,,,,,,,,,,,,,
100048,拉乐西斯,任务用,第七章跟随,拉乐西斯,800045,800045,1,,,Common_NPC_Follow,,0.2,0.2,0.2,9,,,,,,,,,,,5,0,1,0,0,5.05,156,0,1=10,1500,8,,1000,0,0,0,60,,,99,99,99,99,99,99,30000,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,,,,,,,1,,0,,,1,,,0,,,,0,0,,,,,,,1|2,,,,,,,,,
100049,拉乐西斯,任务用,第七章跟随,拉乐西斯,810020,810020,1,,,Common_NPC_Follow,,0.2,0.2,0.2,9,,,,,,,,,,,5,0,1,0,0,5.05,156,0,1=10,1500,8,,1000,0,0,0,60,,,99,99,99,99,99,99,30000,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,,,,,,,1,,0,,,1,,,0,,,,0,0,,,,,,,1|2,,,,,,,,,
100050,卫兵,,圣职祈福,,100002,211015,1,,929801=10000,Dungeons_ShengZhiQiFu_WeiBing,,1,0.2,0.2,9,,,,,,,,,,,0,0,1,0,0,5.1,156,1,0=0,1500,10,,1000,0,0,2,24,,,10,2,5,5,26,5,600,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,,,,,,,1,,1,,,1,,,0,,,,,,,,,,,,,,,,,,,,,
100051,围观的服事,10555,商人转职用,,810013,810013,1,,,,,0.2,0.3,0.3,9,,,,,,,,,,,5,0,1,0,0,5.05,156,1,2=60,1500,20,,1000,0,0,2,47,,,0,0,0,0,0,0,6193,0,0,0,0,0,67,32,0,0,264,37,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100052,围观的服事,10557,商人转职用,,810015,810015,1,,,,,0.2,0.3,0.3,9,,,,,,,,,,,5,0,1,0,0,5.05,156,1,2=60,1500,20,,1000,0,0,2,47,,,0,0,0,0,0,0,6193,0,0,0,0,0,67,32,0,0,264,37,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100053,围观的剑士,10560,商人转职用,,810018,810018,1,,,,,0.2,0.3,0.3,9,,,,,,,,,,,5,0,1,0,0,5.05,156,1,2=60,1500,20,,1000,0,0,2,47,,,0,0,0,0,0,0,6193,0,0,0,0,0,67,32,0,0,264,37,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100054,裂隙恶魔,,第3章修复宝石用,被错误仪式吸引的,,10042,1,1000104201=1,,Common_Monster_TaskMonster,,0.2,1.7,0.4,9,,,,,,,,,,,5,0,2,7,2,3.1,106,1,2=30,1500,6,,1000,0,0,2,36,,,0,0,0,0,0,0,11172,0,0,0,0,0,74,11,0,0,92,110,26,5,75,20,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100055,变身弓箭手,,变身弓箭手,变身弓箭手,100107,60,1,,929801=10000,,,1,0.2,0.2,0,,,,,,,,,,,0,0,1,0,1,4,156,0,2=30,1500,6,,1000,1,1,2,10,,,0,0,0,0,0,0,813,0,0,0,0,0,300,0,0,0,48,0,97,97,0,0,,,,,,,5,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100056,变身弓箭手【女】,,变身弓箭手,变身弓箭手,100108,61,1,,929801=10000,,,1,0.2,0.2,0,,,,,,,,,,,0,0,1,0,1,4,156,0,2=30,1500,6,,1000,1,1,2,10,,,0,0,0,0,0,0,813,0,0,0,0,0,300,0,0,0,48,0,97,97,0,0,,,,,,,5,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100057,领主女儿,,领主女儿,领主女儿,0,810024,1,,,,,1,0.2,0.2,0,,,,,,,,,,,0,0,1,0,1,4,156,0,2=30,1500,6,,1000,1,1,2,10,,,0,0,0,0,0,0,813,0,0,0,0,0,300,0,0,0,48,0,97,97,0,0,,,,,,,5,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
100058,蝗虫,任务用,任务用,蝗虫,,10006,1,1000100602=1=1=2000|1000100601=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,0,,,,,,,,,,,5,0,8,2,0,3.93,106,0,2=15,1500,4,,1000,0,1,2,15,,,12,4,18,8,17,5,559,0,0,0,0,0,73,18,0,0,-27,-2,16,3,0,0,,,,,,,1,,1,,,1,,,2,,,,0,0,,,,,,,,,,,,,,,,
100059,马塞厄斯,任务用,任务用,蝗虫,810004,810004,1,,,,,1,1.7,0.4,0,,,,,,,,,,,5,0,8,2,0,3.93,106,0,2=15,1500,4,,1000,0,1,2,15,,,12,4,18,8,17,5,559,0,0,0,0,0,73,18,0,0,-27,-2,16,3,0,0,,,,,,,1,,1,,,1,,,2,,,,0,0,,,,,,,,,,,,,,,,
100060,卡斯特,任务用,任务用,蝗虫,100239,100207,1,,,,,1,1.7,0.4,0,,,,,,,,,,,5,0,8,2,0,3.93,106,0,2=15,1500,4,,1000,0,1,2,15,,,12,4,18,8,17,5,559,0,0,0,0,0,73,18,0,0,-27,-2,16,3,0,0,,,,,,,1,,1,,,1,,,2,,,,0,0,,,,,,,,,,,,,,,,
100061,异变的市民,十七章,十七章,十七章,,700006,1,1010006102=1=1=2000|1010006101=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,0,,,,,,,,,,,5,0,8,2,0,3.93,156,1,2=15,1500,4,,1000,0,1,2,82,,,12,4,18,8,17,5,83264,0,0,0,0,0,226,18,0,0,782,628,16,3,0,0,,,,,,,1,,1,,,1,,,2,,,,0,0,,,,,,,,,,,,,,,,
100062,触媒元素,十七章,十七章,十七章,0,600100,1,1010006202=1=1=7000|1010006201=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,0,,,,,,,,,,,5,0,8,2,0,3.93,156,1,2=15,1500,4,,1000,0,1,2,82,,,12,4,18,8,17,5,199835,0,0,0,0,0,276,18,0,0,3955,1168,16,3,0,0,,,,,,,1,,1,,,1,,,2,,,,0,0,,,,,,,,,,,,,,,,
100063,魔神爪牙,十七章,十七章,十七章,,220031,1,1010006301=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,0,,,,,,,,,,,5,0,8,2,0,3.93,156,1,2=15,1500,4,,1000,0,1,2,82,,,12,4,18,8,17,5,83264,0,0,0,0,0,226,18,0,0,782,628,16,3,0,0,,,,,,,1,,1,,,1,,,2,,,,0,0,,,,,,,,,,,,,,,,
100064,瑞安魔化版,十七章,十七章,十七章,100237,1050,1,1010006401=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,0,,,,,,,,,,,5,0,8,2,0,3.93,156,0,2=15,1500,4,,1000,0,1,2,82,,,12,4,18,8,17,5,249794,0,0,0,0,0,276,18,0,0,5453,1754,16,3,0,0,,,,,,,1,,1,,,1,,,2,,,,0,0,,,,,,,,,,,,,,,,
100065,狂暴元素,十七章,十七章,十七章,0,600101,1,1010006501=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,0,,,,,,,,,,,5,0,8,2,0,3.93,156,1,2=15,1500,4,,1000,0,1,2,82,,,12,4,18,8,17,5,83264,0,0,0,0,0,226,18,0,0,782,628,16,3,0,0,,,,,,,1,,1,,,1,,,2,,,,0,0,,,,,,,,,,,,,,,,
100066,异变的市民,十七章,十七章,十七章,,700007,1,1010006601=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,0,,,,,,,,,,,5,0,8,2,0,3.93,156,1,2=15,1500,4,,1000,0,1,2,82,,,12,4,18,8,17,5,83264,0,0,0,0,0,226,18,0,0,782,628,16,3,0,0,,,,,,,1,,1,,,1,,,2,,,,0,0,,,,,,,,,,,,,,,,
100067,异变的市民,十七章,十七章,十七章,,700008,1,1010006701=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,0,,,,,,,,,,,5,0,8,2,0,3.93,156,1,2=15,1500,4,,1000,0,1,2,82,,,12,4,18,8,17,5,83264,0,0,0,0,0,226,18,0,0,782,628,16,3,0,0,,,,,,,1,,1,,,1,,,2,,,,0,0,,,,,,,,,,,,,,,,
110000,桌布,,,桌布,,300110,1,,,,,0,1,1,9,,,,,,,,,,,0,0,0,4,0,2.6,156,1,2=10,1500,6,,1000,0,0,2,1,,,120,85,6,30,125,85,44,0,0,0,0,0,20,0,0,0,4,4,1,1,0,0,,,,,,,1,,0,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
110001,酒保,,刺客信条酒保临时利用,瓦萨比,100078,100049,1,1000509302=1|1000509301=1,,Dungeons_JingXiang_A5_ZhiZhang,,0.2,0.3,0.3,9,,,,,,,,,,,5,0,1,5,0,5.05,156,1,2=60,1500,20,,1000,0,0,2,24,,,10,2,5,5,26,5,600,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
110002,克莱尼茨,,海利翁克莱尼茨,瓦萨比,100050,100050,1,1000509302=1|1000509301=1,,Common_Monster_TaskMonster,,0.2,0.3,0.3,9,,,,,,,,,,,5,0,1,0,0,5.05,156,1,2=60,1500,20,,1000,0,0,2,53,,,0,0,0,0,0,0,32181,0,0,0,0,0,104,38,0,0,175,163,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
110003,巨石怪残影,,海利翁石像魔物,巨石怪,,10184,1,1000119002=1=1=500|1000119001=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,5,0,1,2.82,156,0,2=15,1500,4,,1000,0,0,2,53,,,0,0,0,0,0,0,48271,0,0,0,0,0,104,38,0,0,216,215,0,0,0,0,,,,,,,1,,1,130012,,1,,,2,,,,,,,,,,,,,,,,,,,,,
110004,暗黑祭司,,海利翁暗黑祭司临时利用,瓦萨比,100078,100049,1,1000509302=1|1000509301=1,,Common_Monster_TaskMonster,,0.2,0.3,0.3,9,,,,,,,,,,,5,0,1,0,0,5.05,156,1,2=60,1500,20,,1000,0,0,2,53,,,0,0,0,0,0,0,60339,0,0,0,0,0,104,38,0,0,228,230,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
110005,帕莎纳军长,,斯芬克斯线帕莎纳军长,帕莎纳,,10248,1.2,1000124301=1=0=10000|1000124302=1=1=2000,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,1,3,0,4.64,151,1,2=15,1500,6,,1000,0,0,2,65,,,0,0,0,0,0,0,64242,0,0,0,0,0,124,50,0,0,301,272,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,0,,,,,,,,,,,,,,,,
110006,安毕斯,,斯芬克斯线安毕斯,安毕斯,,10247,1.2,1000124201=1|1000124202=1|1000124203=1|1000124204=1,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,1,9,1,5.04,156,0,2=30,1500,6,,1000,1,1,2,65,,,0,0,0,0,0,0,80303,0,0,0,0,0,124,50,0,0,357,339,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,0,,,,,,,,,,,,,,,,
110008,破坏菜园的野兽,任务用,标识任务：破坏菜园的野兽,狼,,10034,1,1000103401=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,9,,,,,,,,,,,5,0,0,2,0,3.93,147,1,2=15,1500,4,,1000,0,0,2,45,,,0,0,0,0,0,0,11870,0,0,0,0,0,87,31,0,0,115,138,55,3,140,50,,,,,,,1,,1,130008,,1,,,2,,,,,,,,1034,,,,,,,,,,,,,
110007,艾登的助理,,妙勒尼线：艾登助理,,100020,100020,1,1014000303=1|1014000302=1|1014000301=1|1000704202=1|1014000306=1,,Common_Monster_TaskMonster,,2,0.4,0.4,9,,,,,,,,,,,5,0,1,0,0,4.6,156,1,2=30,1500,6,,1000,1,0,2,60,,,0,0,0,0,0,0,91798,0,0,0,0,0,116,58,0,0,398,393,0,0,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,1|2,,,,,,,,,
120000,毕帝特地龙,任务用,80级马车森林,毕帝特地龙,,10238,2.5,1000123301=1=0=10000,,Common_Monster_TaskMonster,,1,1.7,0.4,0,,,,,,,,,,,5,0,9,2,0,3.27,76,1,2=15,1500,6,,1000,0,0,2,80,,,55,37,32,38,65,20,22436,0,0,0,0,0,140,75,0,0,355,221,99,49,0,0,,,,,,,1,,1,,,1,,,2,,,,,,,,,,,,,1,,,,,,,,
120001,学者,任务用,84级克特森林,中二法师,,40,1,,,Common_Monster_TaskMonster,,0.5,0.3,0.3,9,,,,,,,,,,,3,0,1,0,0,5.6,156,0,2=10,1500,6,,1000,0,0,2,40,,,10,149,12,11,149,30,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,,,,,,,1,,0,,,1,,,0,,,,,,,,,,,,,,,,,,,,,
120002,彷徨者,,,,100213,100006,1,,3311101=10000,Common_Monster_TaskMonster,,0,0.3,0.4,9,,,,,,,,,,,5,0,3,0,0,2.8,156,0,2=30,1500,6,,1000,0,0,2,60,,,22,5,30,10,5,15,4,0,0,0,0,0,80,0,0,0,800,800,0,0,0,0,,,,,,,1,,1,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
