ID,CardName,CardTexture,CardColor,CardAttributes,CanUsePosition,RecommendSchool,IsShowInHandBook,ResolveAmount,ExpendZeny,CardLevelType,SortId,CardCollectAttr,TakeoutConsume,SyntheticConsume,LocalizationArea,AwakeningCardID,AwakeningConsume,StarConsume,StarAddAttr
40700140,时空：蓝鼠卡片,MonsterCard/UI_MonsterCard_Lanshu.jpg,3,0=27=15|0=36=15,7,,0,0,0,,,,,,,,,,
40100101,时空：海葵卡片,MonsterCard/UI_MonsterCard_Haikui.jpg,3,0=203=2000,1,,0,0,0,,,,,,,,,,
40100251,时空：弓箭哥布灵卡片,MonsterCard/UI_MonsterCard_Gongjiangebulin.jpg,3,0=59=1000|1=510015617=0,1,,0,0,0,,,,,,,,,,
40100261,时空：喷射哥布灵卡片,MonsterCard/UI_MonsterCard_Penshegebulin.jpg,3,0=59=1000|1=510015718=0,1,,0,0,0,,,,,,,,,,
40100271,时空：直升机哥布灵卡片,MonsterCard/UI_MonsterCard_Zhishengjigebulin.jpg,3,0=59=1000|1=510015819=0,1,,0,0,0,,,,,,,,,,
40100291,时空：邪骸弓箭手卡片,MonsterCard/UI_MonsterCard_Xiehaigongjianshou.jpg,2,0=249=1000,1,,0,0,0,,,,,,,,,,
40100301,时空：邪骸士兵卡片,MonsterCard/UI_MonsterCard_Xiehaishibing.jpg,3,0=55=9,1,,0,0,0,,,,,,,,,,
40100311,时空：黑蛇卡片,MonsterCard/UI_MonsterCard_heishe.jpg,3,1=510019859=0,1,,0,0,0,,,,,,,,,,
40100401,时空：米洛斯卡片,MonsterCard/UI_MonsterCard_Miluosi.jpg,3,0=27=20|0=36=20|0=224=1800,1,,0,0,0,,,,,,,,,,
40100461,时空：邪骸矿工卡片,MonsterCard/UI_MonsterCard_Xiehaikuanggong.jpg,3,0=27=20|0=36=20|0=223=1800,1,,0,0,0,,,,,,,,,,
40100561,时空：犬妖弓箭手卡片,MonsterCard/UI_MonsterCard_Quanyaogongjianshou.jpg,3,0=59=1000|1=510022384=0,1,,0,0,0,,,,,,,,,,
40100102,时空：海葵卡片,MonsterCard/UI_MonsterCard_Haikui.jpg,3,0=203=2000,1,,0,0,0,,,,,,,,,,
40100252,时空：弓箭哥布灵卡片,MonsterCard/UI_MonsterCard_Gongjiangebulin.jpg,3,0=59=1000|1=510015617=0,1,,0,0,0,,,,,,,,,,
40100262,时空：喷射哥布灵卡片,MonsterCard/UI_MonsterCard_Penshegebulin.jpg,3,0=59=1000|1=510015718=0,1,,0,0,0,,,,,,,,,,
40100272,时空：直升机哥布灵卡片,MonsterCard/UI_MonsterCard_Zhishengjigebulin.jpg,3,0=59=1000|1=510015819=0,1,,0,0,0,,,,,,,,,,
40100292,时空：邪骸弓箭手卡片,MonsterCard/UI_MonsterCard_Xiehaigongjianshou.jpg,2,0=249=1000,1,,0,0,0,,,,,,,,,,
40100302,时空：邪骸士兵卡片,MonsterCard/UI_MonsterCard_Xiehaishibing.jpg,3,0=55=9,1,,0,0,0,,,,,,,,,,
40100312,时空：黑蛇卡片,MonsterCard/UI_MonsterCard_heishe.jpg,3,1=510019859=0,1,,0,0,0,,,,,,,,,,
40100402,时空：米洛斯卡片,MonsterCard/UI_MonsterCard_Miluosi.jpg,3,0=27=20|0=36=20|0=224=1800,1,,0,0,0,,,,,,,,,,
40100462,时空：邪骸矿工卡片,MonsterCard/UI_MonsterCard_Xiehaikuanggong.jpg,3,0=27=20|0=36=20|0=223=1800,1,,0,0,0,,,,,,,,,,
40100562,时空：犬妖弓箭手卡片,MonsterCard/UI_MonsterCard_Quanyaogongjianshou.jpg,3,0=59=1000|1=510022384=0,1,,0,0,0,,,,,,,,,,
40100103,时空：海葵卡片,MonsterCard/UI_MonsterCard_Haikui.jpg,3,0=203=2000,1,,0,0,0,,,,,,,,,,
40100253,时空：弓箭哥布灵卡片,MonsterCard/UI_MonsterCard_Gongjiangebulin.jpg,3,0=59=1000|1=510015617=0,1,,0,0,0,,,,,,,,,,
40100263,时空：喷射哥布灵卡片,MonsterCard/UI_MonsterCard_Penshegebulin.jpg,3,0=59=1000|1=510015718=0,1,,0,0,0,,,,,,,,,,
40100273,时空：直升机哥布灵卡片,MonsterCard/UI_MonsterCard_Zhishengjigebulin.jpg,3,0=59=1000|1=510015819=0,1,,0,0,0,,,,,,,,,,
40100293,时空：邪骸弓箭手卡片,MonsterCard/UI_MonsterCard_Xiehaigongjianshou.jpg,2,0=249=1000,1,,0,0,0,,,,,,,,,,
40100303,时空：邪骸士兵卡片,MonsterCard/UI_MonsterCard_Xiehaishibing.jpg,3,0=55=9,1,,0,0,0,,,,,,,,,,
40100313,时空：黑蛇卡片,MonsterCard/UI_MonsterCard_heishe.jpg,3,1=510019859=0,1,,0,0,0,,,,,,,,,,
40100403,时空：米洛斯卡片,MonsterCard/UI_MonsterCard_Miluosi.jpg,3,0=27=20|0=36=20|0=224=1800,1,,0,0,0,,,,,,,,,,
40100463,时空：邪骸矿工卡片,MonsterCard/UI_MonsterCard_Xiehaikuanggong.jpg,3,0=27=20|0=36=20|0=223=1800,1,,0,0,0,,,,,,,,,,
40100563,时空：犬妖弓箭手卡片,MonsterCard/UI_MonsterCard_Quanyaogongjianshou.jpg,3,0=59=1000|1=510022384=0,1,,0,0,0,,,,,,,,,,
40100041,时空：曼陀罗魔花卡片 ,MonsterCard/UI_MonsterCard_Mantuoluomohua.jpg,2,0=192=2000,1,,0,0,0,,,,,,,,,,
40100061,时空：大嘴鸟蛋卡片,MonsterCard/UI_MonsterCard_Dazuiniaodan.jpg,2,0=207=2000,1,,0,0,0,,,,,,,,,,
40100071,时空：蝎子卡片,MonsterCard/UI_MonsterCard_Xiezi.jpg,2,0=205=2000,1,,0,0,0,,,,,,,,,,
40100131,时空：螃蟹卡片,MonsterCard/UI_MonsterCard_Pangxie.jpg,2,0=194=2000,1,,0,0,0,,,,,,,,,,
40100151,时空：哥布灵卡片,MonsterCard/UI_MonsterCard_Gebulin.jpg,2,0=202=2000,1,,0,0,0,,,,,,,,,,
40100331,时空：噬人花卡片,MonsterCard/UI_MonsterCard_Shirenhua.jpg,2,0=208=2000,1,,0,0,0,,,,,,,,,,
40100351,时空：海神卡片,MonsterCard/UI_MonsterCard_Haishen.jpg,2,0=204=2000,1,,0,0,0,,,,,,,,,,
40100381,时空：红蝙蝠卡片,MonsterCard/UI_MonsterCard_Hongbianfu.jpg,2,0=195=2000,1,,0,0,0,,,,,,,,,,
40100471,时空：邪骸兽人卡片 ,MonsterCard/UI_MonsterCard_Xiehaishouren.jpg,2,0=197=2000,1,,0,0,0,,,,,,,,,,
40100551,时空：毕帝特地龙卡片,MonsterCard/UI_MonsterCard_Biditedilong.jpg,3,0=211=2000,1,,0,0,0,,,,,,,,,,
40100104,时空：海葵卡片,MonsterCard/UI_MonsterCard_Haikui.jpg,3,0=203=2000,1,,0,0,0,,,,,,,,,,
40100254,时空：弓箭哥布灵卡片,MonsterCard/UI_MonsterCard_Gongjiangebulin.jpg,3,0=59=1000|1=510015617=0,1,,0,0,0,,,,,,,,,,
40100264,时空：喷射哥布灵卡片,MonsterCard/UI_MonsterCard_Penshegebulin.jpg,3,0=59=1000|1=510015718=0,1,,0,0,0,,,,,,,,,,
40100274,时空：直升机哥布灵卡片,MonsterCard/UI_MonsterCard_Zhishengjigebulin.jpg,3,0=59=1000|1=510015819=0,1,,0,0,0,,,,,,,,,,
40100294,时空：邪骸弓箭手卡片,MonsterCard/UI_MonsterCard_Xiehaigongjianshou.jpg,2,0=249=1000,1,,0,0,0,,,,,,,,,,
40100304,时空：邪骸士兵卡片,MonsterCard/UI_MonsterCard_Xiehaishibing.jpg,3,0=55=9,1,,0,0,0,,,,,,,,,,
40100314,时空：黑蛇卡片,MonsterCard/UI_MonsterCard_heishe.jpg,3,1=510019859=0,1,,0,0,0,,,,,,,,,,
40100404,时空：米洛斯卡片,MonsterCard/UI_MonsterCard_Miluosi.jpg,3,0=27=20|0=36=20|0=224=1800,1,,0,0,0,,,,,,,,,,
40100464,时空：邪骸矿工卡片,MonsterCard/UI_MonsterCard_Xiehaikuanggong.jpg,3,0=27=20|0=36=20|0=223=1800,1,,0,0,0,,,,,,,,,,
40100564,时空：犬妖弓箭手卡片,MonsterCard/UI_MonsterCard_Quanyaogongjianshou.jpg,3,0=59=1000|1=510022384=0,1,,0,0,0,,,,,,,,,,
40100702,时空：贤者虫卡片,MonsterCard/UI_MonsterCard_Xianzhechong.jpg,2,0=66=800|0=77=20,1,,0,0,0,6,220,,,,,,,,
40100712,时空：邪骸浪人卡片,MonsterCard/UI_MonsterCard_Xiehailangren.jpg,2,0=27=25|1=510027737=0,1,,0,0,0,6,200,,,,,,,,
40100722,时空：阿修罗狂战士卡片,MonsterCard/UI_MonsterCard_Axiuluokuangzhanshi.jpg,2,0=310=800|0=51=5,1,,0,0,0,6,250,,,,,,,,
40200202,时空：爱丽丝女仆卡片,MonsterCard/UI_MonsterCard_Ailisinvpu.jpg,3,0=354=1500|0=355=-500,2,,0,0,0,6,410,,,,,,,,
40200212,时空：卷甲虫卡片,MonsterCard/UI_MonsterCard_Juanjiachong.jpg,2,0=48=500|0=67=300,2,,0,0,0,6,170,,,,,,,,
40200222,时空：史汀卡片,MonsterCard/UI_MonsterCard_Shiting.jpg,2,0=48=500|0=68=300,2,,0,0,0,6,210,,,,,,,,
40200232,时空：卡利斯格卡片,MonsterCard/UI_MonsterCard_Kalisige.jpg,2,0=214=1500,2,,0,0,0,6,20,,,,,,,,
40300272,时空：暗神官卡片,MonsterCard/UI_MonsterCard_Anshenguan.jpg,3,0=32=1|0=16=2|1=510027535=0,3,,0,0,0,6,370,,,,,,,,
40300282,时空：镜妖卡片,MonsterCard/UI_MonsterCard_Jingyao.jpg,2,1=510027636=0,3,,0,0,0,5,210,,,,,,,,
40300292,时空：邪骸战俘卡片,MonsterCard/UI_MonsterCard_Xiehaizhanfu.jpg,2,1=510027838=0,3,,0,0,0,6,230,,,,,,,,
40300302,时空：虎蜥人卡片,MonsterCard/UI_MonsterCard_Huxiren.jpg,2,1=510028040=0,3,,0,0,0,6,80,,,,,,,,
40300312,时空：狂暴米诺斯卡片,MonsterCard/UI_MonsterCard_Kuangbaominuosi.jpg,2,1=510028141=0,3,,0,0,0,6,190,,,,,,,,
40300322,时空：瑞比欧卡片,MonsterCard/UI_MonsterCard_Ruibiou.jpg,2,0=48=400|0=188=1000,3,,0,0,0,6,60,,,,,,,,
40400242,时空：幽灵剑士卡片,MonsterCard/UI_MonsterCard_Youlingjianshi.jpg,3,0=186=2000,4,,0,0,0,6,450,,,,,,,,
40500152,时空：腐尸战俘卡片,MonsterCard/UI_MonsterCard_Fushizhanfu.jpg,2,0=48=300|0=216=500,5,,0,0,0,6,40,,,,,,,,
40600322,时空：邪恶使者卡片,MonsterCard/UI_MonsterCard_Xieeshizhe.jpg,2,1=510027939=0,6,,0,0,0,6,30,,,,,,,,
40600332,时空：蝙蝠弓箭手卡片,MonsterCard/UI_MonsterCard_Bianfugongjianshou.jpg,2,4=10022=1,6,,0,0,0,6,50,,,,,,,,
40600342,时空：幽灵弓箭手卡片,MonsterCard/UI_MonsterCard_Youlinggongjianshou.jpg,2,0=198=400,6,,0,0,0,6,10,,,,,,,,
40700192,时空：飞行魔书卡片,MonsterCard/UI_MonsterCard_Feixingmoshu.jpg,2,0=16=1|0=90=200,7,,0,0,0,5,150,,,,,,,,
40700202,时空：卡拉特小丑卡片,MonsterCard/UI_MonsterCard_Kalatexiaochou.jpg,2,0=16=2|0=49=200,7,,0,0,0,5,40,,,,,,,,
5010011,封印的海盗之王卡片,MonsterCard/UI_MonsterCard_Haidaozhiwang.jpg,4,1=510014910=0,1,,0,,,,,,,,,,,,
5010018,封印的巴风特卡片,MonsterCard/UI_MonsterCard_Bafengte.jpg,4,0=51=-20|1=907401=0,1,,0,,,,,,,,,,,,
5010037,封印的皮里恩卡片,MonsterCard/UI_MonsterCard_Pilien.jpg,4,0=51=100,1,,0,,,,,,,,,,,,
5010053,封印的德古拉伯爵卡片,MonsterCard/UI_MonsterCard_Degulananjue.jpg,4,0=36=100|0=66=1000,1,,0,,,,,,,,,,,,
5010054,封印的暗黑祭司卡片,MonsterCard/UI_MonsterCard_Anheijisi.jpg,3,1=510024303=0,1,,0,,,,,,,,,,,,
5010058,封印的死灵卡片,MonsterCard/UI_MonsterCard_Siling.jpg,3,0=71=500|0=18=5|0=55=5,1,,0,,,,,,,,,,,,
5060020,封印的鹗枭男爵卡片,MonsterCard/UI_MonsterCard_Exiaonanjue.jpg,4,1=510028343=0,6,,0,,,,,,,,,,,,
5010060,封印的血腥骑士卡片,MonsterCard/UI_MonsterCard_Xuexingqishi.jpg,4,1=510027333=0,1,,0,,,,,,,,,,,,
5020002,封印的黄金虫卡片,MonsterCard/UI_MonsterCard_Huangjinchong.jpg,4,0=88=3000|0=68=3000,2,,0,,,,,,,,,,,,
5020004,封印的蚁后卡片,MonsterCard/UI_MonsterCard_Yihou.jpg,4,1=510024000=0,2,,0,,,,,,,,,,,,
5020005,封印的凯美拉卡片,MonsterCard/UI_MonsterCard_Kaimeila.jpg,4,1=510028646=0,3,,0,,,,,,,,,,,,
5030006,封印的幽灵波利卡片,MonsterCard/UI_MonsterCard_Youlingboli.jpg,4,1=510014304=0,3,,0,,,,,,,,,,,,
5030007,封印的天使波利卡片,MonsterCard/UI_MonsterCard_Tianshiboli.jpg,4,1=510014506=0,3,,0,,,,,,,,,,,,
5030019,封印的兽人酋长卡片,MonsterCard/UI_MonsterCard_Shourenqiuzhang.jpg,4,1=510024101=0,3,,0,,,,,,,,,,,,
5040003,封印的恶魔波利卡片,MonsterCard/UI_MonsterCard_Emoboli.jpg,3,0=186=2500|1=510025515=0,4,,0,,,,,,,,,,,,
5040014,封印的波利之王卡片,MonsterCard/UI_MonsterCard_Bolizhiwang.jpg,1,0=24=3|0=57=10,4,,0,,,,,,,,,,,,
5050009,封印的虎王卡片,MonsterCard/UI_MonsterCard_Huwang.jpg,4,0=48=-1500|1=510019152=0,5,,0,,,,,,,,,,,,
5050011,封印的月夜猫卡片,MonsterCard/UI_MonsterCard_Yueyemao.jpg,4,0=74=1000,5,,0,,,,,,,,,,,,
5050012,封印的黑暗之王卡片,MonsterCard/UI_MonsterCard_Heianzhiwang.jpg,4,1=510027232=0,5,,0,,,,,,,,,,,,
5060019,封印的俄塞里斯卡片,MonsterCard/UI_MonsterCard_Esailisi.jpg,3,1=510024404=0,6,,0,,,,,,,,,,,,
5070006,封印的狂暴蚁后卡片,MonsterCard/UI_MonsterCard_Kuangbaoyihou.jpg,3,1=510015516=0,7,,0,,,,,,,,,,,,
5070007,封印的蜂后卡片,MonsterCard/UI_MonsterCard_Fenghou.jpg,4,0=66=500|1=510022586=0,7,,0,,,,,,,,,,,,
5070009,封印的法老王卡片,MonsterCard/UI_MonsterCard_Falaowang.jpg,4,0=88=-3000|0=66=500,7,,0,,,,,,,,,,,,
5070012,封印的兽人英雄卡片,MonsterCard/UI_MonsterCard_Shourenyingxiong.jpg,4,1=510019556=0,7,,0,,,,,,,,,,,,
5010061,封印的时间管理人卡片,MonsterCard/UI_MonsterCard_timezhipeizhe.jpg,4,0=37=2000|0=88=1000,1,,0,,,,,,,,,,,,
5030008,封印的卡仑卡片,MonsterCard/UI_MonsterCard_kalun.jpg,4,1=510030262=0,3,,0,,,,,,,,,,,,
5010062,封印的冰暴骑士卡片,MonsterCard/UI_MonsterCard_bingbaoqishi.jpg,4,1=510030363=0|1=510030464=0|1=510030565=0,1,,0,,,,,,,,,,,,
40300270,时空：暗神官卡片,MonsterCard/UI_MonsterCard_Anshenguan.jpg,3,0=32=1|0=16=2|1=510027535=0,3,,0,0,0,,,,,,,,,,
40700190,时空：飞行魔书卡片,MonsterCard/UI_MonsterCard_Feixingmoshu.jpg,2,0=16=1|0=90=200,7,,0,0,0,,,,,,,,,,
40300280,时空：镜妖卡片,MonsterCard/UI_MonsterCard_Jingyao.jpg,2,1=510027636=0,3,,0,0,0,,,,,,,,,,
40700200,时空：卡拉特小丑卡片,MonsterCard/UI_MonsterCard_Kalatexiaochou.jpg,2,0=16=2|0=49=200,7,,0,0,0,,,,,,,,,,
40200200,时空：爱丽丝女仆卡片,MonsterCard/UI_MonsterCard_Ailisinvpu.jpg,3,0=354=1500|0=355=-500,2,,0,0,0,,,,,,,,,,
40100700,时空：贤者虫卡片,MonsterCard/UI_MonsterCard_Xianzhechong.jpg,2,0=66=800|0=77=20,1,,0,0,0,,,,,,,,,,
40100710,时空：邪骸浪人卡片,MonsterCard/UI_MonsterCard_Xiehailangren.jpg,2,0=27=25|1=510027737=0,1,,0,0,0,,,,,,,,,,
40300290,时空：邪骸战俘卡片,MonsterCard/UI_MonsterCard_Xiehaizhanfu.jpg,2,1=510027838=0,3,,0,0,0,,,,,,,,,,
40300320,时空：瑞比欧卡片,MonsterCard/UI_MonsterCard_Ruibiou.jpg,2,0=48=400|0=188=1000,3,,0,0,0,,,,,,,,,,
40100720,时空：阿修罗狂战士卡片,MonsterCard/UI_MonsterCard_Axiuluokuangzhanshi.jpg,2,0=310=800|0=51=5,1,,0,0,0,,,,,,,,,,
40500150,时空：腐尸战俘卡片,MonsterCard/UI_MonsterCard_Fushizhanfu.jpg,2,0=48=300|0=216=500,5,,0,0,0,,,,,,,,,,
40600320,时空：邪恶使者卡片,MonsterCard/UI_MonsterCard_Xieeshizhe.jpg,2,1=510027939=0,6,,0,0,0,,,,,,,,,,
40200210,时空：卷甲虫卡片,MonsterCard/UI_MonsterCard_Juanjiachong.jpg,2,0=48=500|0=67=300,2,,0,0,0,,,,,,,,,,
40600330,时空：蝙蝠弓箭手卡片,MonsterCard/UI_MonsterCard_Bianfugongjianshou.jpg,2,4=10022=1,6,,0,0,0,,,,,,,,,,
40300300,时空：虎蜥人卡片,MonsterCard/UI_MonsterCard_Huxiren.jpg,2,1=510028040=0,3,,0,0,0,,,,,,,,,,
40200220,时空：史汀卡片,MonsterCard/UI_MonsterCard_Shiting.jpg,2,0=48=500|0=68=300,2,,0,0,0,,,,,,,,,,
40300310,时空：狂暴米诺斯卡片,MonsterCard/UI_MonsterCard_Kuangbaominuosi.jpg,2,1=510028141=0,3,,0,0,0,,,,,,,,,,
40200230,时空：卡利斯格卡片,MonsterCard/UI_MonsterCard_Kalisige.jpg,2,0=214=1500,2,,0,0,0,,,,,,,,,,
40400240,时空：幽灵剑士卡片,MonsterCard/UI_MonsterCard_Youlingjianshi.jpg,3,0=186=2000,4,,0,0,0,,,,,,,,,,
40600340,时空：幽灵弓箭手卡片,MonsterCard/UI_MonsterCard_Youlinggongjianshou.jpg,2,0=198=400,6,,0,0,0,,,,,,,,,,
40700180,时空：迷幻之王卡片,MonsterCard/UI_MonsterCard_Mihuanzhiwang.jpg,3,0=84=-1000|0=82=-1000|0=48=-500,7,,0,0,0,,,,,,,,,,
40200180,时空：兽牙怪卡片,MonsterCard/UI_MonsterCard_Shouyaguai.jpg,3,0=230=1500|0=32=1,2,,0,0,0,,,,,,,,,,
40600310,时空：鹗枭首领卡片,MonsterCard/UI_MonsterCard_Exiaoshouling.jpg,3,1=510028444=0,6,,0,0,0,,,,,,,,,,
40100670,时空：艾斯恩魔女卡片,MonsterCard/UI_MonsterCard_Aisienmonv.jpg,3,0=249=1200|1=510027030=0,1,,0,0,0,,,,,,,,,,
40100680,时空：深渊骑士卡片,MonsterCard/UI_MonsterCard_Shenyuanqishi.jpg,3,0=225=1500|1=510027131=0,1,,0,0,0,,,,,,,,,,
40200190,时空：弑神者卡片,MonsterCard/UI_MonsterCard_Shishenzhe.jpg,3,0=229=1500|0=32=1,2,,0,0,0,,,,,,,,,,
40100690,时空：血腥骑士卡片,MonsterCard/UI_MonsterCard_Xuexingqishi.jpg,4,1=510027434=0,1,,0,0,0,,,,,,,,,,
40300260,时空：凯美拉卡片,MonsterCard/UI_MonsterCard_Kaimeila.jpg,4,1=510028545=0,3,,0,0,0,,,,,,,,,,
40500140,时空：黑暗之王卡片,MonsterCard/UI_MonsterCard_Heianzhiwang.jpg,4,1=510027232=0|0=48=500,5,,0,0,0,,,,,,,,,,
40600350,时空：鹗枭男爵卡片,MonsterCard/UI_MonsterCard_Exiaonanjue.jpg,4,1=510028242=0,6,,0,0,0,,,,,,,,,,
40300220,时空：酱缸章鱼卡片,MonsterCard/UI_MonsterCard_jianggangzhangyu.jpg,2,0=48=400|0=185=1000,3,,0,0,0,,,,,,,,,,
40100660,时空：狄奥斯卡片,MonsterCard/UI_MonsterCard_diaosi.jpg,2,1=510026323=0,1,,0,0,0,,,,,,,,,,
40300230,时空：雪熊卡片,MonsterCard/UI_MonsterCard_xuexiong.jpg,2,1=510026525=0,3,,0,0,0,,,,,,,,,,
40700150,时空：狂暴大脚熊卡片,MonsterCard/UI_MonsterCard_kuangbaodajiaoxiong.jpg,2,0=22=2|0=184=1000,7,,0,0,0,,,,,,,,,,
40600290,时空：愤怒波波利卡片,MonsterCard/UI_MonsterCard_fennuboboli.jpg,2,4=10016=1,6,,0,0,0,,,,,,,,,,
40300250,时空：狂暴螳螂卡片,MonsterCard/UI_MonsterCard_kuangbaotanglang.jpg,2,1=510026727=0,3,,0,0,0,,,,,,,,,,
40600300,时空：迅捷螳螂卡片,MonsterCard/UI_MonsterCard_xunjietanglang.jpg,2,0=18=1|0=65=100,6,,0,0,0,,,,,,,,,,
40300240,时空：狂暴克瑞米卡片,MonsterCard/UI_MonsterCard_kuangbaokeruimi.jpg,2,1=510026626=0,3,,0,0,0,,,,,,,,,,
40600370,时空:冰波利卡片,MonsterCard/UI_MonsterCard_kuangbaokeruimi.jpg,,0=198=400,6,,0,0,0,,,,,,,,,,
40100105,时空：海葵卡片,MonsterCard/UI_MonsterCard_Haikui.jpg,3,0=203=2000,1,,0,0,0,,,,,,,,,,
40100255,时空：弓箭哥布灵卡片,MonsterCard/UI_MonsterCard_Gongjiangebulin.jpg,3,0=59=1000|1=510015617=0,1,,0,0,0,,,,,,,,,,
40100265,时空：喷射哥布灵卡片,MonsterCard/UI_MonsterCard_Penshegebulin.jpg,3,0=59=1000|1=510015718=0,1,,0,0,0,,,,,,,,,,
40100275,时空：直升机哥布灵卡片,MonsterCard/UI_MonsterCard_Zhishengjigebulin.jpg,3,0=59=1000|1=510015819=0,1,,0,0,0,,,,,,,,,,
40100295,时空：邪骸弓箭手卡片,MonsterCard/UI_MonsterCard_Xiehaigongjianshou.jpg,2,0=249=1000,1,,0,0,0,,,,,,,,,,
40100305,时空：邪骸士兵卡片,MonsterCard/UI_MonsterCard_Xiehaishibing.jpg,3,0=55=9,1,,0,0,0,,,,,,,,,,
40100315,时空：黑蛇卡片,MonsterCard/UI_MonsterCard_heishe.jpg,3,1=510019859=0,1,,0,0,0,,,,,,,,,,
40100405,时空：米洛斯卡片,MonsterCard/UI_MonsterCard_Miluosi.jpg,3,0=27=20|0=36=20|0=224=1800,1,,0,0,0,,,,,,,,,,
40100465,时空：邪骸矿工卡片,MonsterCard/UI_MonsterCard_Xiehaikuanggong.jpg,3,0=27=20|0=36=20|0=223=1800,1,,0,0,0,,,,,,,,,,
40100565,时空：犬妖弓箭手卡片,MonsterCard/UI_MonsterCard_Quanyaogongjianshou.jpg,3,0=59=1000|1=510022384=0,1,,0,0,0,,,,,,,,,,
40100645,时空：深海电鳗卡片,MonsterCard/UI_MonsterCard_shenhaidianman.jpg,3,0=172=800|1=510026222=0,1,,0,0,0,,,,,,,,,,
40100655,时空：赛杜拉卡片,MonsterCard/UI_MonsterCard_saidula.jpg,3,0=59=1000|0=55=2,1,,0,0,0,,,,,,,,,,
40100745,时空：玩具士兵卡片,MonsterCard/UI_MonsterCard_wanjushibing.jpg,3,0=59=1000|1=510028949=0,1,,0,0,0,,,,,,,,,,
40100775,时空：卡仑宝宝卡片,MonsterCard/UI_MonsterCard_kalunbaobao.jpg,3,0=175=800|1=510029656=0,1,,0,0,0,,,,,,,,,,
40200035,时空：达拉蛙卡片,MonsterCard/UI_MonsterCard_Tubianwa.jpg,3,0=213=1500,2,,0,0,0,,,,,,,,,,
40200105,时空：锹形虫卡片,MonsterCard/UI_MonsterCard_Qiaoxingchong.jpg,3,0=256=2000,2,,0,0,0,,,,,,,,,,
40200205,时空：爱丽丝女仆卡片,MonsterCard/UI_MonsterCard_Ailisinvpu.jpg,3,0=354=1500|0=355=-500,2,,0,0,0,,,,,,,,,,
40300125,时空：艾吉欧蜈蚣卡片,MonsterCard/UI_MonsterCard_Aijiouwugong.jpg,2,0=32=1|1=510016021=0,3,,0,0,0,,,,,,,,,,
40300135,时空：马克卡片,MonsterCard/UI_MonsterCard_Make.jpg,3,0=185=1000|0=48=300|1=510016223=0,3,,0,0,0,,,,,,,,,,
40300155,时空：泥人卡片,MonsterCard/UI_MonsterCard_Niren.jpg,2,0=32=1|1=510016526=0,3,,0,0,0,,,,,,,,,,
40300165,时空：帕莎纳卡片,MonsterCard/UI_MonsterCard_Pashana.jpg,3,0=32=1|1=510017031=0,3,,0,0,0,,,,,,,,,,
40300205,时空：异变鱼卡片,MonsterCard/UI_MonsterCard_Yibianyu.jpg,2,0=32=1|1=510018748=0,3,,0,0,0,,,,,,,,,,
40300215,时空：土人卡片,MonsterCard/UI_MonsterCard_Turen.jpg,2,0=32=1|1=510018849=0,3,,0,0,0,,,,,,,,,,
40300275,时空：暗神官卡片,MonsterCard/UI_MonsterCard_Anshenguan.jpg,3,0=32=1|0=16=2|1=510027535=0,3,,0,0,0,,,,,,,,,,
40300335,时空：巫婆卡片,MonsterCard/UI_MonsterCard_wupo.jpg,3,0=32=1|1=510029050=0,3,,0,0,0,,,,,,,,,,
40400175,时空：兽人婴儿卡片,MonsterCard/UI_MonsterCard_Shourenyinger.jpg,2,0=53=5|0=186=1500,4,,0,0,0,,,,,,,,,,
40400215,时空：九尾狐卡片,MonsterCard/UI_MonsterCard_Jiuweihu.jpg,1,0=18=3|0=53=10,4,,0,0,0,,,,,,,,,,
40400245,时空：幽灵剑士卡片,MonsterCard/UI_MonsterCard_Youlingjianshi.jpg,3,0=186=2000,4,,0,0,0,,,,,,,,,,
40500175,时空：钟怪卡片,MonsterCard/UI_MonsterCard_zhongguai.jpg,3,0=48=400|0=22=2|1=510029252=0,5,,0,0,0,,,,,,,,,,
40600165,时空：剑鱼卡片,MonsterCard/UI_MonsterCard_Jianyu.jpg,3,0=84=2500|1=510016425=0,6,,0,0,0,,,,,,,,,,
40700025,时空：小恶魔卡片,MonsterCard/UI_MonsterCard_Xiaoemo.jpg,3,0=14=5|1=510014203=0,7,,0,0,0,,,,,,,,,,
40700055,时空：基尔瑟卡片,MonsterCard/UI_MonsterCard_Jierse.jpg,2,0=183=1000|1=510015415=0,7,,0,0,0,,,,,,,,,,
40700085,时空：马尔杜克卡片,MonsterCard/UI_MonsterCard_Maerduke.jpg,3,0=16=3|1=510016930=0,7,,0,0,0,,,,,,,,,,
40700135,时空：梦魇卡片,MonsterCard/UI_MonsterCard_Mengyan.jpg,3,0=18=3|1=510019657=0,7,,0,0,0,,,,,,,,,,
40700225,时空：钟塔守护者卡片,MonsterCard/UI_MonsterCard_zhongtashouhu.jpg,3,0=16=5|0=102=-300,7,,0,0,0,,,,,,,,,,
40600360,时空：甜饼人卡片,MonsterCard/UI_MonsterCard_tianbing.jpg,2,0=177=300,6,,0,0,0,,,,,,,,,,
40700210,时空：邪恶礼盒卡片,MonsterCard/UI_MonsterCard_xieelihe.jpg,2,0=16=2|1=510028747=0,7,,0,0,0,,,,,,,,,,
40100730,时空：魔灵娃娃卡片,MonsterCard/UI_MonsterCard_molingwawa.jpg,2,1=510028848=0,1,,0,0,0,,,,,,,,,,
