Id,NameDesign,Desc,Name,IsIP,SkillUuid,EffectIDs,TargetType,SkillScriptType,SpecialSkillType,SkillTargetRangeType,SkillRangeType,SkillHatedType,SkillType,SkillDamType,IsAffectedASPD,ASPDPercent,IsAffectedASPDExtra,IsAoe,PushInterupt,SkillAttr,IsKnockBack,Length,IsRangeAttrImpact,IsRangeWeaponAttrImpact,WeaponTypeLimit,SecondWeaponTypeLimit,Limits,IsDisableCD,EffectExIDs,SkillPanelPos,SpePreSkillRequired,LinkAutoAtack,IsChangeColor,ChangeColor,InteruptSkill,IsUseArrow,IconEx,LimitScene,LimitSceneType,NeedEffectRange,IsEffectExStandalone,IsPassive,AutoBattlePRI,SkillElementEnergy,EnergyTips,AnimationType,SingingAnimation,PreSkillRequired,SkillTypeIcon,Atlas,Icon,SkillDataPath,AITreeName,SkillDesc,SkillDescAdd,SimpleSkillDesc,ActiveCardDesc,AllowUI,LocalizationArea
1000920203,疯狂撕咬,凶猛幻兽1：毕莱特,疯狂撕咬,0,1000920203,1000920203,4,,,0,0,1,0,1,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000920301,慢性毒雾技能,凶猛幻兽1：毕莱特,,0,1000920301,1000920301,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_JianGongSuZengJia.png,,,短时间内激励自身，提升<color=$$Yellow$$>{0}</color>%攻击速度，持续<color=$$Yellow$$>{1}</color>秒,,,,,
1000920401,水球术,凶猛幻兽2：狂暴的人鱼,水球术,1,1000920401,1000920401,4,,,0,1,1,0,2,0,,0,0,1,4,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000920402,海浪冲击,凶猛幻兽2：狂暴的人鱼,海浪冲击,0,1000920402,1000920402,1,,,3,0,2,0,2,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000920403,灵魂摄取,凶猛幻兽2：狂暴的人鱼,灵魂摄取,0,1000920403,1000920403,4,,,0,1,1,0,2,1,,1,0,0,0,,10,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000921601,玩具盛宴,赛伊连驱逐镜像：卡努,,0,1000921601,1000921601,1,,,3,1,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,-1,,,,,,,,,,,,
1000921602,玩具盛宴召唤兽,赛伊连驱逐镜像：卡努,,0,1000921602,1000921602,1,,,3,1,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000921701,普攻,赛伊连驱逐镜像：赛依连,,0,1000921701,1000921701,4,,,0,0,1,0,0,1,,1,0,1,,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_Common_GongJi.png,,,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
1000921702,狂击,赛伊连驱逐镜像：赛依连,狂击！,1,1000921702,1000921702,4,,,0,0,1,0,2,1,0.5,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_kuangJi.png,,,对指定单体目标造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>物理伤害并获得<color=$$Yellow$$>{2}</color>点命中加成,,,,,
1000921703,怒爆,赛伊连驱逐镜像：赛依连,怒爆！,1,1000921703,1000921703,4,,,3,0,1,0,2,0,,0,1,0,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,,,击退周围最多10只魔物，造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>火属性物理伤害并获得<color=$$Yellow$$>{2}</color>点命中加成,,,,,
1000921704,剑攻速增加,赛伊连驱逐镜像：赛依连,剑攻速增加,1,1000921704,1000921704,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_JianGongSuZengJia.png,,,短时间内激励自身，提升<color=$$Yellow$$>{0}</color>%攻击速度，持续<color=$$Yellow$$>{1}</color>秒,,,,,
1000921705,怪物互击,赛伊连驱逐镜像：赛依连,怪物互击,1,1000921705,1000921705,4,,,1,0,1,0,1,0,,0,1,1,0,,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_GuaiWuHuJi.png,,,在指定区域内召唤六芒星，对最多10只魔物造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>物理伤害，并附带击退效果,,,,,
1000921706,霸体,赛伊连驱逐镜像：赛依连,霸体,1,1000921706,1000921706,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_BaTi.png,,,进入霸体状态，提升<color=$$Yellow$$>{0}</color>点魔法防御，持续<color=$$Yellow$$>{1}</color>秒，霸体在技能生效结束或受击<color=$$Yellow$$>7</color>次后立即解除,,,,,
1000921801,石化激光,梦境惊魂：黑衣修士,感受绝望吧,0,1000921801,1000921801,4,,,1,0,1,0,2,0,,0,1,1,0,0,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,0,,,,,,,,,,,,
1000921802,三重石化激光,梦境惊魂：黑衣修士,感受绝望吧,0,1000921802,1000921802,4,,,1,0,1,0,2,0,,0,1,1,0,0,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,0,,,,,,,,,,,,
1000921803,五重石化激光,梦境惊魂：黑衣修士,感受绝望吧,0,1000921803,1000921803,4,,,1,0,1,0,2,0,,0,1,1,0,0,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,0,,,,,,,,,,,,
1000921901,普攻,梦境惊魂：梦魇,,1,1000921901,1000921901,4,,,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000923001,冰箭术,伊米尔之心镜像：巴雷蒙德,冰箭术,1,1000923001,1000923001,4,,,0,1,1,0,2,0,,0,0,1,4,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,-1,,,Skill_Magician,UI_Icon_Skill_Magician_BingJianShu.png,,,从天空落下冰箭对指定单体目标造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>水属性魔法伤害,,,,,
1000923002,雷击术,伊米尔之心镜像：巴雷蒙德,雷击术,1,1000923002,1000923002,4,,,0,1,1,0,2,0,,0,0,1,1,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,-1,,,Skill_Magician,UI_Icon_Skill_Magician_LeiJiShu.png,,,从天空落下雷电对指定单体目标造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>风属性魔法伤害,,,,,
1000923003,火箭术,伊米尔之心镜像：巴雷蒙德,火箭术,1,1000923003,1000923003,4,,,0,1,1,0,2,0,,0,0,1,3,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,-1,,,Skill_Magician,UI_Icon_Skill_Magician_HuoJianShu.png,,,从天空落下火箭对指定单体目标造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>火属性魔法伤害,,,,,
1000923004,地震术,伊米尔之心镜像：巴雷蒙德,地震术,1,1000923004,1000923004,4,,,0,1,1,0,2,0,,0,0,1,2,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,-1,,,Skill_Magician,UI_Icon_Skill_Magician_DiZhenShu.png,,,使指定单体目标身下瞬间产生<color=$$Yellow$$>{0}</color>次地震，总计造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>地属性魔法伤害,,,,,
1000923005,崩裂术,伊米尔之心镜像：巴雷蒙德,崩裂术,1,1000923005,1000923005,4,,,2,1,1,0,2,0,,0,1,1,2,0,0,,,,,,0,,,,1,0,,,,,,,1,,0,0,,,0,-1,,1,Skill_Magician,UI_Icon_Skill_Magician_BengLieShu.png,,,在指定区域内制造<color=$$Yellow$$>{0}</color>次地裂攻击最多10只魔物，总计造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>地属性魔法伤害,,,,,
1000923006,陨石术,伊米尔之心镜像：巴雷蒙德,陨石术,1,1000923006,1000923006,4,,,2,0,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,,,1,0,,,,,,,1,,0,0,,,0,-1,,1,Skill_Magician,UI_Icon_Skill_Magician_YunShiShu.png,,AutoBattle_Player_Wizard_YunShiShu,在指定区域内降下<color=$$Yellow$$>{0}</color>颗陨石，总计对范围内最多10只魔物造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>火属性魔法伤害，有<color=$$Yellow$$>{3}</color>%几率造成眩晕效果,,在指定区域召唤陨石，随机对范围内敌方造成伤害,,,
1000923007,暴风雪,伊米尔之心镜像：巴雷蒙德,暴风雪,1,1000923007,1000923007,4,,,2,1,1,0,2,0,,0,1,1,4,0,0,,,,,,0,,,,1,0,,,,,,,1,,0,0,,,0,-1,,1,Skill_Magician,UI_Icon_Skill_Magician_BaoFengXue.png,,AutoBattle_Player_Wizard_BaoFengXue,在指定区域内制造暴风雪，对最多10只魔物造成10段<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>水属性魔法伤害，同时造成击退效果，并有<color=$$Yellow$$>{2}</color>%几率使目标陷入冰冻状态，持续<color=$$Yellow$$>{3}</color>秒,冰冻持续时间受目标属性影响,在指定区域召唤暴风雪，使范围内敌方陷入冰冻状态并造成伤害,,,
1000923008,怒雷强击,伊米尔之心镜像：巴雷蒙德,怒雷强击,1,1000923008,1000923008,4,,,2,1,1,0,2,0,,0,1,1,1,1,0,,,,,,0,,,,1,0,,,,,,,1,,0,0,,,0,-1,,1,Skill_Magician,UI_Icon_Skill_Magician_NuLeiQiangJi.png,,AutoBattle_Player_Wizard_NuLeiQiangJi,在指定区域内制造强力电击，对最多10只魔物造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>风属性魔法伤害，并且有<color=$$Yellow$$>{2}</color>%几率使范围内目标陷入黑暗状态,,,,,
1000923009,治愈术,伊米尔之心镜像：巴雷蒙德,治愈术,1,1000923009,1000923009,0,,,0,0,2,0,2,0,,0,0,1,6,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,1,,,0,-1,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_ZhiYuShu.png,,AutoBattle_Player_Acolyte_ZhiYuShu,恢复友方目标和自身HP值，回复值为<color=$$Yellow$$>(BaseLv+智力)*0.6*技能等级+(0.5+技能等级/20)*魔法攻击</color>+<color=$$Yellow$$>{0}</color>,,,,,
1000925601,普攻,大战白女巫：白衣修士,,0,1000925601,1000925601,4,,,0,1,1,0,0,1,,1,0,1,,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
1000925602,天使之赐福,大战白女巫：白衣修士,天使之赐福,1,1000925602,1000925602,2,,,3,0,1,0,2,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,
1000925603,治愈术,大战白女巫：白衣修士,治愈术,1,1000925603,1000925603,2,,,0,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000925701,普攻,大战白女巫：白女巫,,0,1000925701,1000925701,4,,,0,1,1,0,0,1,,1,0,1,,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
1000925702,雷鸣术,大战白女巫：白女巫,雷鸣术,1,1000925702,1000925702,4,,,0,0,1,0,2,0,,0,0,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000925703,狂风术,大战白女巫：白女巫,狂风术！,0,1000925703,1000925703,4,,,3,0,1,0,2,0,,0,1,0,1,1,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,击退周围最多10只魔物，造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>火属性物理伤害并获得<color=$$Yellow$$>{2}</color>点命中加成,,,,,
1000925704,召唤幻兽,大战白女巫：白女巫,召唤幻兽！,0,1000925704,1000925704,4,,,3,0,1,0,2,0,,0,1,0,1,1,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,击退周围最多10只魔物，造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>火属性物理伤害并获得<color=$$Yellow$$>{2}</color>点命中加成,,,,,
1000925705,连锁闪电,北森异变：教国法师,连锁闪电,0,1000925705,1000925705,1,,,3,0,1,0,2,0,,0,1,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000925706,幻影长刀,露克希火场记忆：白女巫,幻影长刀,0,1000925706,1000925706,4,,,0,0,1,0,2,0,,0,1,0,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000927601,普攻1,逃脱秘密基地：拉乐西斯,,0,1000927601,1000927601,4,,,0,1,1,0,2,1,,1,1,1,,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_Common_GongJi.png,,,对指定单体目标造成无属性物理伤害,,,,,
1000927602,杀戮之舞,逃脱秘密基地：拉乐西斯,杀戮之舞！,0,1000927602,1000927602,4,,,3,1,1,0,2,0,,0,1,0,1,1,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,,,连续发出射击，对周围敌人造成伤害,,,,,
1000927603,霹雳弹,逃脱秘密基地：拉乐西斯,霹雳弹,0,1000927603,1000927603,4,,,1,1,1,0,2,0,,0,1,0,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_GuaiWuHuJi.png,,,对前方射出两枪，造成范围伤害,,,,,
1000927604,五连击,逃脱秘密基地：拉乐西斯,五连击,0,1000927604,1000927604,4,,,0,1,1,0,2,0,,1,1,1,,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Magician,UI_Icon_Skill_Magician_HuoYanZhiBi.png,,,连续射击5次，造成高额伤害,,,,,
1000927605,普攻2,逃脱秘密基地：拉乐西斯,,0,1000927605,1000927605,4,,,0,1,1,0,2,1,,1,1,1,,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_Common_GongJi.png,,,对指定单体目标造成无属性物理伤害,,,,,
1000927606,普攻3,逃脱秘密基地：拉乐西斯,,0,1000927606,1000927606,4,,,0,1,1,0,2,1,,1,1,1,,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_Common_GongJi.png,,,对指定单体目标造成无属性物理伤害,,,,,
1000927607,挑衅无效,逃脱秘密基地：拉乐西斯,,1,1000927607,1000927607,1,,,3,0,1,0,2,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,0,,,,,,,,,,,,
1000927608,挑衅,逃脱秘密基地：拉乐西斯,,1,1000927608,1000927608,1,,,3,0,1,0,2,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,0,,2,Skill_Swordman,UI_Icon_Skill_Swordman_TiaoXing.png,Player_Swordman,,,,,,,
1000928501,普攻,刺客转职：邪教首领,,0,1000928501,1000928501,4,,,0,1,1,0,0,1,,1,0,1,,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
1000928502,顺劈斩,刺客转职：邪教首领,看招！,0,1000928502,1000928502,4,,,1,0,1,0,1,0,,0,1,0,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000928503,居合斩,刺客转职：邪教首领,觉悟吧！,0,1000928503,1000928503,4,,,0,1,1,0,0,1,,1,0,1,,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
1000928504,拔刀斩,刺客转职：邪教首领,拔刀斩,0,1000928504,1000928504,4,,,3,0,1,0,1,0,,0,1,0,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000928701,教国信徒二刀连击,刺客转职：邪教信徒,二刀连击,0,1000928701,50001001,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,,0,,,,,,0,,,,0,0,,,,,,,0,,1,0,,,-1,0,,,,,,,,,,,,
1000928702,教国信徒施毒攻击,刺客转职：邪教信徒,施毒攻击,0,1000928702,1000935403,4,,,0,0,1,0,2,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000928801,火球术,刺客转职：邪教法师,火球术,1,1000928801,1000928801,4,,,0,0,1,0,2,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000929501,蛛网缠身,武艺骑士的试炼：艾斯蜘蛛,蛛网缠身,0,1000929501,1000929501,4,,,0,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000929601,冲锋,武艺骑士的试炼：艾斯蜘蛛,冲锋,0,1000929601,1000929601,4,,,0,0,1,0,1,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000929701,炮弹轰击,武艺骑士的试炼：直升机哥布灵,炮弹轰击,1,1000929701,1000929701,4,,,2,0,1,0,2,0,,0,1,1,1,1,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000929801,狂击,,狂击,1,1000929801,1000929801,4,,,0,0,1,0,1,1,0.25,1,0,1,0,1,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_kuangJi.png,Player_Swordman,,对指定单体目标造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>物理伤害并获得<color=$$Yellow$$>{2}</color>点命中加成,技能延迟受ASPD影响/当习得攻击弱点时，技能有几率使目标陷入眩晕状态,,,,
1000929802,先锋追击,,先锋追击,0,1000929802,1000929802,4,,,0,0,1,0,1,1,0.25,0,0,1,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_XianFengZhuiJi.png,Player_Knight,,普攻和狂击有<color=$$Yellow$$>{0}</color>%概率对该技能充能，充能后可以使用先锋追击，对目标造成二连击，总计<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害,,,,,
1000929803,怪物互击,,怪物互击,1,1000929803,1000929803,4,,,1,0,1,0,1,0,,0,1,1,0,0,0,,,,,,0,,,,1,0,,,,,,,1,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_GuaiWuHuJi.png,Player_Swordman,,在指定区域内召唤六芒星，对最多10只魔物造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>物理伤害，并附带击退效果,击退方向根据怪物朝向而定,对敌方造成附带位移的伤害，位移方向根据敌方朝向的不同而不同,,,
1000929804,剑攻速增加,,剑攻速增加,1,1000929804,1000929804,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_JianGongSuZengJia.png,Player_Swordman,,短时间内激励自身，提升<color=$$Yellow$$>{0}</color>%攻击速度，持续<color=$$Yellow$$>{1}</color>秒,必须装备剑类武器,一定时间内提升自身攻击速度,,,
1000930001,连刺攻击,,连刺攻击,1,1000930001,1000930001,4,,,0,0,1,0,1,1,0.25,1,0,1,0,1,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_LianCiGongJi.png,Player_Knight,,对指定单体目标连续突刺，对小体型目标只攻击1次，中体型目标攻击2次，大体型目标攻击3次，每次攻击造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>物理伤害,技能延迟受ASPD影响/必须装备长矛类武器,对指定单位连续突刺，根据怪物体型有不同的攻击次数,,,
1000930002,长矛刺击,,长矛刺击,1,1000930002,1000930002,4,,,1,0,1,0,1,1,0.25,1,1,1,0,0,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_ChangMaoCiJi.png,Player_Knight,,刺击指定范围内所有敌方单位，造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>物理伤害并标记目标，使自身对目标造成的伤害增加<color=$$Yellow$$>{2}%</color>，持续<color=$$Yellow$$>10</color>秒,必须装备长矛类武器,,,,
1000930003,投掷长矛攻击,,投掷长矛攻击,1,1000930003,1000930003,4,,,0,1,3,0,1,0,,0,0,1,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_TouZhiChangMaoGongJi.png,Player_Knight,,抛掷长矛，对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害并造成击退效果，同时附带挑衅效果,必须装备矛/枪/戟类武器,,,,
1000932001,组合拳,奇怪青年,组合拳,0,1000932001,1000932001,4,,,0,0,1,0,1,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000932101,普攻,挑战尤利卡,,0,1000932101,1000932101,4,,,0,1,1,0,0,1,,1,0,1,,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
1000932102,幻影长枪,挑战尤利卡,幻影长枪,0,1000932102,1000932102,4,,,0,0,1,0,2,0,,0,1,0,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000932103,咒：魔法禁锢,挑战尤利卡,咒：魔法禁锢,0,1000932103,1000932103,4,,,2,0,1,0,2,0,,0,1,1,1,1,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000932201,野力一击,挑战柏得：野力一击,野力一击,0,1000932201,1000932201,4,,,3,0,1,0,2,0,,0,1,0,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,,,击退周围最多10只魔物，造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>火属性物理伤害并获得<color=$$Yellow$$>{2}</color>点命中加成,,,,,
1000932301,扑倒攻击,挑战卡洛,扑倒攻击,0,1000932301,1000932301,4,,,0,0,1,0,1,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000932302,左摆拳,挑战卡洛,左摆拳,0,1000932302,1000932302,4,,,0,0,1,0,1,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000932303,右摆拳,挑战卡洛,右摆拳,0,1000932303,1000932303,4,,,0,0,1,0,1,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000932304,酒火喷吐,挑战卡洛,酒火喷吐,0,1000932304,1000932304,4,,,3,1,1,0,2,0,,0,1,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000932501,冰箭术,月夜猫,冰箭术,1,1000932501,1000932501,4,,,0,1,1,0,2,0,,0,0,1,4,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000932502,火箭术,月夜猫,火箭术,1,1000932502,1000932502,4,,,0,1,1,0,2,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000932503,雷击术,月夜猫,雷击术,1,1000932503,1000932503,4,,,0,1,1,0,2,0,,0,0,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000932504,大地之击,月夜猫,大地之击,1,1000932504,1000932504,1,,,3,0,1,0,1,0,,1,1,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000933501,普攻,封印黑衣修士,,1,1000933501,1000933501,4,,,0,1,1,0,0,1,,1,0,1,,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000933502,审判,封印黑衣修士,审判,1,1000933502,1000933502,4,,,0,0,1,0,2,0,,0,1,1,6,1,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,
1000933503,光耀之堂,封印黑衣修士,光耀之堂,1,1000933503,1000933503,2,,,2,0,2,0,2,0,,0,0,1,6,0,0,,,,,,0,,,,0,0,,,,,,,1,,0,1,,,0,-1,,,,,,,,,,,,
1000933504,圣之裁决,封印黑衣修士,圣之裁决,0,1000933504,1000933504,4,,,0,0,1,0,1,0,,0,0,1,6,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,
1000933505,伊米尔之力,封印黑衣修士,伊米尔之力,0,1000933505,1000933505,4,,,3,0,1,0,2,0,,0,1,0,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000933506,神圣之拳,封印黑衣修士,神圣之拳,0,1000933506,1000933506,4,,,0,0,1,0,2,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000934701,念力连击,61级沙漠蔷薇,念力连击,1,1000934701,1000934701,4,,,0,1,1,0,2,0,,0,0,1,8,0,0,,,,,,0,,,,0,1,ColorGradient/Color_SkillRim_Nian,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,
1000934702,雷击术,61级沙漠蔷薇,雷击术,1,1000934702,1000934702,4,,,0,1,1,0,2,0,,0,0,1,1,0,0,,,,,,0,,,,0,1,ColorGradient/Color_SkillRim_Lei,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,
1000934703,圣灵召唤,61级沙漠蔷薇,圣灵召唤,1,1000934703,1000934703,4,,,0,1,1,0,2,0,,0,0,1,8,0,0,,,,,,0,,,,0,1,ColorGradient/Color_SkillRim_Nian,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,
