Id,Name,ForgePreview,ForgeLevel,ShowLevel,ForgeMaterials,SortId,Type,LocalizationArea,类型
16257209,古典吉他Ⅴ,,90,80,3022007=13|1290063=200|1290066=200|101=3300000,2,1,9,
16257210,古典吉他Ⅵ,,100,90,3022008=15|1290080=200|1290084=200|101=4000000,2,1,9,
12357311,火灵之剑Ⅳ,,110,100,3022062=25|123573110=1|1290092=550|1290095=550|101=6000000,2,1,9,
12357411,石中剑Ⅳ,,110,100,3022062=25|123574110=1|1290092=550|1290096=550|101=6000000,2,1,9,
12357511,魔刀 吞神Ⅲ,,110,100,3022062=25|123575110=1|1290092=550|1290097=550|101=6000000,2,1,9,
12357611,名刀不知火Ⅳ,,110,100,3022062=25|123576110=1|1290093=550|1290095=550|101=6000000,2,1,9,
12357711,红云长剑Ⅳ,,110,100,3022062=25|123577110=1|1290093=550|1290096=550|101=6000000,2,1,9,
13357811,永恒之枪Ⅲ,,110,100,3022062=25|133578110=1|1290093=550|1290097=550|101=6000000,2,1,9,
4357911,红十字杖Ⅴ,,110,100,3022062=25|43579110=1|1290094=550|1290095=550|101=6000000,2,1,9,
4358011,黛雅之杖Ⅴ,,110,100,3022062=25|43580110=1|1290094=550|1290096=550|101=6000000,2,1,9,
4358111,神圣权杖Ⅴ,,110,100,3022062=25|43581110=1|1290094=550|1290097=550|101=6000000,2,1,9,
4358211,诅咒魔杖Ⅴ,,110,100,3022062=25|43582110=1|1290092=550|1290095=550|101=6000000,2,1,9,
4358311,痊愈光辉Ⅳ,,110,100,3022062=25|43583110=1|1290092=550|1290096=550|101=6000000,2,1,9,
4358411,巫杖 魂咬Ⅲ,,110,100,3022062=25|43584110=1|1290092=550|1290097=550|101=6000000,2,1,9,
9358511,暴虐拳刃Ⅳ,,110,100,3022062=25|93585110=1|1290093=550|1290095=550|101=6000000,2,1,9,
9358611,火灵拳刃Ⅳ,,110,100,3022062=25|93586110=1|1290093=550|1290096=550|101=6000000,2,1,9,
9358711,洛奇的指甲Ⅲ,,110,100,3022062=25|93587110=1|1290093=550|1290097=550|101=6000000,2,1,9,
2358811,强化大驹短剑Ⅴ,,110,100,3022062=25|23588110=1|1290094=550|1290095=550|101=6000000,2,1,9,
2358911,月灵短剑Ⅳ,,110,100,3022062=25|23589110=1|1290094=550|1290096=550|101=6000000,2,1,9,
2359011,月辰短剑Ⅳ,,110,100,3022062=25|23590110=1|1290094=550|1290097=550|101=6000000,2,1,9,
2359111,陨星Ⅲ,,110,100,3022062=25|23591110=1|1290092=550|1290095=550|101=6000000,2,1,9,
1359211,圣锤 裁决Ⅴ,,110,100,3022062=25|13592110=1|1290092=550|1290096=550|101=6000000,2,1,9,
1359311,闇盲之锤Ⅳ,,110,100,3022062=25|13593110=1|1290092=550|1290097=550|101=6000000,2,1,9,
1359411,魔锤 安魂曲Ⅳ,,110,100,3022062=25|13594110=1|1290093=550|1290095=550|101=6000000,2,1,9,
1359511,圣锤 十字星Ⅲ,,110,100,3022062=25|13595110=1|1290093=550|1290096=550|101=6000000,2,1,9,
6359611,伊克西翁之翼Ⅳ,,110,100,3022062=25|63596110=1|1290093=550|1290097=550|101=6000000,2,1,9,
6359711,绵绵大蟹弓Ⅳ,,110,100,3022062=25|63597110=1|1290094=550|1290095=550|101=6000000,2,1,9,
6359811,乌勒尔的决意Ⅲ,,110,100,3022062=25|63598110=1|1290094=550|1290096=550|101=6000000,2,1,9,
5359911,贝克战斧Ⅳ,,110,100,3022062=25|53599110=1|1290094=550|1290097=550|101=6000000,2,1,9,
5360011,碎心斧Ⅳ,,110,100,3022062=25|53600110=1|1290092=550|1290095=550|101=6000000,2,1,9,
5360111,P.T.D机械核心Ⅲ,,110,100,3022062=25|53601110=1|1290092=550|1290096=550|101=6000000,2,1,9,
12260211,厚刃剑Ⅷ,,110,100,3022062=17|1290092=200|1290097=200|101=5000000,2,1,9,
12260311,骑兵之剑Ⅷ,,110,100,3022062=17|1290093=200|1290095=200|101=5000000,2,1,9,
13260411,弯刃长矛Ⅷ,,110,100,3022062=17|1290093=200|1290096=200|101=5000000,2,1,9,
13260511,步兵长矛Ⅷ,,110,100,3022062=17|1290093=200|1290097=200|101=5000000,2,1,9,
4260611,洞察之杖Ⅷ,,110,100,3022062=17|1290094=200|1290095=200|101=5000000,2,1,9,
4260711,橡木魔杖Ⅷ,,110,100,3022062=17|1290094=200|1290096=200|101=5000000,2,1,9,
4260811,精灵魔杖Ⅷ,,110,100,3022062=17|1290094=200|1290097=200|101=5000000,2,1,9,
9260911,卡塔勒拳刃Ⅷ,,110,100,3022062=17|1290092=200|1290095=200|101=5000000,2,1,9,
2261011,卡特短剑Ⅷ,,110,100,3022062=17|1290092=200|1290096=200|101=5000000,2,1,9,
1261111,恩麦斯铁锤Ⅷ,,110,100,3022062=17|1290092=200|1290097=200|101=5000000,2,1,9,
6261211,猎人之弓Ⅷ,,110,100,3022062=17|1290093=200|1290095=200|101=5000000,2,1,9,
6261311,坎普兹弓Ⅷ,,110,100,3022062=17|1290093=200|1290096=200|101=5000000,2,1,9,
5261411,兽人斧Ⅷ,,110,100,3022062=17|1290093=200|1290097=200|101=5000000,2,1,9,
5261511,钢斧Ⅷ,,110,100,3022062=17|1290094=200|1290095=200|101=5000000,2,1,9,
4361611,余烬烈焰法杖Ⅴ,,110,100,3022062=25|43616110=1|1290094=550|1290096=550|101=6000000,2,1,9,
4361711,以太风暴法杖Ⅴ,,110,100,3022062=25|43617110=1|1290094=550|1290097=550|101=6000000,2,1,9,
5361811,动力割裂战斧Ⅳ,,110,100,3022062=25|53618110=1|1290092=550|1290095=550|101=6000000,2,1,9,
6361911,黯盲之触Ⅴ,,110,100,3022062=25|63619110=1|1290092=550|1290096=550|101=6000000,2,1,9,
12362011,异形长剑Ⅱ,,110,100,3022062=25|123620110=1|1290092=550|1290097=550|101=6000000,2,1,9,
13362111,气旋长枪Ⅱ,,110,100,3022062=25|133621110=1|1290093=550|1290095=550|101=6000000,2,1,9,
4362211,魔力之源 言灵Ⅱ,,110,100,3022062=25|43622110=1|1290093=550|1290096=550|101=6000000,2,1,9,
4362311,圣杖源灵Ⅱ,,110,100,3022062=25|43623110=1|1290093=550|1290097=550|101=6000000,2,1,9,
14362411,绵绵大蟹钳Ⅴ,,110,100,3022062=25|143624110=1|1290094=550|1290095=550|101=6000000,2,1,9,
14362511,升龙拳套Ⅴ,,110,100,3022062=25|143625110=1|1290094=550|1290096=550|101=6000000,2,1,9,
14362611,禅迦Ⅲ,,110,100,3022062=25|143626110=1|1290094=550|1290097=550|101=6000000,2,1,9,
14362711,水晶拳套Ⅱ,,110,100,3022062=25|143627110=1|1290092=550|1290095=550|101=6000000,2,1,9,
5362811,希芙的馈赠Ⅱ,,110,100,3022062=25|53628110=1|1290092=550|1290096=550|101=6000000,2,1,9,
9362911,婆苏提婆之刃Ⅱ,,110,100,3022062=25|93629110=1|1290092=550|1290097=550|101=6000000,2,1,9,
6363011,智慧女神Ⅱ,,110,100,3022062=25|63630110=1|1290093=550|1290095=550|101=6000000,2,1,9,
14263111,贺勒拳套Ⅷ,,110,100,3022062=17|1290093=200|1290096=200|101=5000000,2,1,9,
13363211,长角之矛Ⅴ,,110,100,3022062=25|133632110=1|1290093=550|1290097=550|101=6000000,2,1,9,
13363311,圣光之戟Ⅴ,,110,100,3022062=25|133633110=1|1290094=550|1290095=550|101=6000000,2,1,9,
13363411,象牙长矛Ⅴ,,110,100,3022062=25|133634110=1|1290094=550|1290096=550|101=6000000,2,1,9,
13363511,战栗长矛Ⅳ,,110,100,3022062=25|133635110=1|1290094=550|1290097=550|101=6000000,2,1,9,
13363611,死神之镰Ⅲ,,110,100,3022062=25|133636110=1|1290092=550|1290095=550|101=6000000,2,1,9,
13363711,皇家之矛Ⅱ,,110,100,3022062=25|133637110=1|1290092=550|1290096=550|101=6000000,2,1,9,
13363811,剑旗鱼枪Ⅰ,,110,100,3022062=25|133638110=1|1290092=550|1290097=550|101=6000000,2,1,9,
1363911,贪食鲔鱼锤Ⅰ,,110,100,3022062=25|13639110=1|1290093=550|1290095=550|101=6000000,2,1,9,
4364011,古老海龙杖Ⅰ,,110,100,3022062=25|43640110=1|1290093=550|1290096=550|101=6000000,2,1,9,
6364111,斑纹鳗鱼弓Ⅰ,,110,100,3022062=25|63641110=1|1290093=550|1290097=550|101=6000000,2,1,9,
5364211,章鱼大斧Ⅰ,,110,100,3022062=25|53642110=1|1290094=550|1290095=550|101=6000000,2,1,9,
2364311,竹荚鱼短剑Ⅰ,,110,100,3022062=25|23643110=1|1290094=550|1290096=550|101=6000000,2,1,9,
14364411,尖刺河豚拳套Ⅰ,,110,100,3022062=25|143644110=1|1290094=550|1290097=550|101=6000000,2,1,9,
1364511,艾尔德之锤Ⅴ,,110,100,3022062=25|13645110=1|1290092=550|1290095=550|101=6000000,2,1,9,
1364611,苍蓝权杖Ⅴ,,110,100,3022062=25|13646110=1|1290092=550|1290096=550|101=6000000,2,1,9,
1364711,森林之源权杖Ⅳ,,110,100,3022062=25|13647110=1|1290092=550|1290097=550|101=6000000,2,1,9,
1364811,苍鹰之心权杖Ⅲ,,110,100,3022062=25|13648110=1|1290093=550|1290095=550|101=6000000,2,1,9,
1364911,沼泽之心权杖Ⅲ,,110,100,3022062=25|13649110=1|1290093=550|1290096=550|101=6000000,2,1,9,
1365011,化学腐蚀之锤Ⅱ,,110,100,3022062=25|13650110=1|1290093=550|1290097=550|101=6000000,2,1,9,
16365111,电子吉他Ⅲ,,110,100,3022062=25|163651110=1|1290094=550|1290095=550|101=6000000,2,1,9,
16365211,热情的吉他Ⅴ,,110,100,3022062=25|163652110=1|1290094=550|1290096=550|101=6000000,2,1,9,
16365311,奥义奏鸣吉他Ⅳ,,110,100,3022062=25|163653110=1|1290094=550|1290097=550|101=6000000,2,1,9,
16365411,传奇诗人的贝斯Ⅴ,,110,100,3022062=25|163654110=1|1290092=550|1290095=550|101=6000000,2,1,9,
15365511,感电皮鞭Ⅲ,,110,100,3022062=25|153655110=1|1290092=550|1290096=550|101=6000000,2,1,9,
15365611,火焰鞭子Ⅴ,,110,100,3022062=25|153656110=1|1290092=550|1290097=550|101=6000000,2,1,9,
15365711,奥义奏鸣鞭子Ⅳ,,110,100,3022062=25|153657110=1|1290093=550|1290095=550|101=6000000,2,1,9,
15365811,传奇舞娘玫瑰麦克风Ⅴ,,110,100,3022062=25|153658110=1|1290093=550|1290096=550|101=6000000,2,1,9,
15265911,钢铁鞭子Ⅶ,,110,100,3022062=17|1290093=200|1290097=200|101=5000000,2,1,9,
15266011,流星鞭子Ⅶ,,110,100,3022062=17|1290094=200|1290095=200|101=5000000,2,1,9,
16266111,低音吉他Ⅶ,,110,100,3022062=17|1290094=200|1290096=200|101=5000000,2,1,9,
16266211,古典吉他Ⅶ,,110,100,3022062=17|1290094=200|1290097=200|101=5000000,2,1,9,
7356311,哥夫内盔甲Ⅲ,,110,100,3022062=16|73563110=1|1290092=360|1290095=360|101=4000000,2,2,9,
8356411,哥夫内肩饰Ⅲ,,110,100,3022062=16|83564110=1|1290092=360|1290096=360|101=4000000,2,2,9,
11356511,哥夫内军靴Ⅲ,,110,100,3022062=16|113565110=1|1290092=360|1290097=360|101=4000000,2,2,9,
7356611,疾风战袍Ⅲ,,110,100,3022062=16|73566110=1|1290093=360|1290095=360|101=4000000,2,2,9,
8356711,月影披风Ⅲ,,110,100,3022062=16|83567110=1|1290093=360|1290096=360|101=4000000,2,2,9,
11356811,黑皮靴Ⅲ,,110,100,3022062=16|113568110=1|1290093=360|1290097=360|101=4000000,2,2,9,
7356911,奔跑铠甲Ⅲ,,110,100,3022062=16|73569110=1|1290094=360|1290095=360|101=4000000,2,2,9,
11357011,奔跑长靴Ⅲ,,110,100,3022062=16|113570110=1|1290094=360|1290096=360|101=4000000,2,2,9,
8357111,奔跑者徽章Ⅲ,,110,100,3022062=16|83571110=1|1290094=360|1290097=360|101=4000000,2,2,9,
7357211,提尔的战甲Ⅲ,,110,100,3022062=16|73572110=1|1290092=360|1290095=360|101=4000000,2,2,9,
8357311,贝利的斗篷Ⅲ,,110,100,3022062=16|83573110=1|1290092=360|1290096=360|101=4000000,2,2,9,
11357411,迪塔乐长靴Ⅲ,,110,100,3022062=16|113574110=1|1290092=360|1290097=360|101=4000000,2,2,9,
7357511,白羽战袍Ⅲ,,110,100,3022062=16|73575110=1|1290093=360|1290095=360|101=4000000,2,2,9,
8357611,白羽羽翼Ⅲ,,110,100,3022062=16|83576110=1|1290093=360|1290096=360|101=4000000,2,2,9,
11357711,白羽便鞋Ⅲ,,110,100,3022062=16|113577110=1|1290093=360|1290097=360|101=4000000,2,2,9,
3357811,塔盾Ⅴ,,110,100,3022062=16|33578110=1|1290094=360|1290095=360|101=4000000,2,2,9,
3357911,奥尔里昂的铁盘Ⅴ,,110,100,3022062=16|33579110=1|1290094=360|1290096=360|101=4000000,2,2,9,
3358011,铂金盾Ⅴ,,110,100,3022062=16|33580110=1|1290094=360|1290097=360|101=4000000,2,2,9,
3358111,刺盾Ⅴ,,110,100,3022062=16|33581110=1|1290092=360|1290095=360|101=4000000,2,2,9,
3358211,谎言记录本Ⅲ,,110,100,3022062=16|33582110=1|1290092=360|1290096=360|101=4000000,2,2,9,
3358311,驱魔圣经Ⅴ,,110,100,3022062=16|33583110=1|1290092=360|1290097=360|101=4000000,2,2,9,
3358411,岁月痕迹圆盾Ⅴ,,110,100,3022062=16|33584110=1|1290093=360|1290095=360|101=4000000,2,2,9,
3358511,免疫者盾牌Ⅴ,,110,100,3022062=16|33585110=1|1290093=360|1290096=360|101=4000000,2,2,9,
3358611,巴基力亚钢盾Ⅲ,,110,100,3022062=16|33586110=1|1290093=360|1290097=360|101=4000000,2,2,9,
7258711,强化冒险衣Ⅷ,,110,100,3022062=13|1290094=120|1290095=120|101=4000000,2,2,9,
7258811,强化西装外套Ⅷ,,110,100,3022062=13|1290094=120|1290096=120|101=4000000,2,2,9,
7258911,强化长大衣Ⅷ,,110,100,3022062=13|1290094=120|1290097=120|101=4000000,2,2,9,
8259011,强化斗篷Ⅷ,,110,100,3022062=13|1290092=120|1290095=120|101=4000000,2,2,9,
8259111,强化披肩Ⅷ,,110,100,3022062=13|1290092=120|1290096=120|101=4000000,2,2,9,
8259211,强化连帽披肩Ⅷ,,110,100,3022062=13|1290092=120|1290097=120|101=4000000,2,2,9,
11259311,强化重靴Ⅷ,,110,100,3022062=13|1290093=120|1290095=120|101=4000000,2,2,9,
11259411,强化长靴Ⅷ,,110,100,3022062=13|1290093=120|1290096=120|101=4000000,2,2,9,
11259511,强化战士长靴Ⅷ,,110,100,3022062=13|1290093=120|1290097=120|101=4000000,2,2,9,
3259611,强化铁盾Ⅷ,,110,100,3022062=13|1290094=120|1290095=120|101=4000000,2,2,9,
3259711,强化圆盾Ⅷ,,110,100,3022062=13|1290094=120|1290096=120|101=4000000,2,2,9,
3259811,强化钢盾Ⅷ,,110,100,3022062=13|1290094=120|1290097=120|101=4000000,2,2,9,
7359911,魔力洪流法袍Ⅱ,,110,100,3022062=16|73599110=1|1290092=360|1290095=360|101=4000000,2,2,9,
8360011,魔力迸发披肩Ⅱ,,110,100,3022062=16|83600110=1|1290092=360|1290096=360|101=4000000,2,2,9,
11360111,魔力逆流之靴Ⅱ,,110,100,3022062=16|113601110=1|1290092=360|1290097=360|101=4000000,2,2,9,
3360211,十字钢盾Ⅴ,,110,100,3022062=16|33602110=1|1290093=360|1290095=360|101=4000000,2,2,9,
3360311,圣耀之盾Ⅴ,,110,100,3022062=16|33603110=1|1290093=360|1290096=360|101=4000000,2,2,9,
3360411,娜迦鳞片盾牌Ⅴ,,110,100,3022062=16|33604110=1|1290093=360|1290097=360|101=4000000,2,2,9,
3360511,皇家之盾Ⅱ,,110,100,3022062=16|33605110=1|1290094=360|1290095=360|101=4000000,2,2,9,
12370611,圣剑 晨星,,110,100,3022062=25|123706110=1|1290094=550|1290096=550|101=6000000,2,1,9,
12370711,魔剑 提锋,,110,100,3022062=25|123707110=1|1290094=550|1290097=550|101=6000000,2,1,9,
13370811,神枪 永恒,,110,100,3022062=25|133708110=1|1290092=550|1290095=550|101=6000000,2,1,9,
13370911,圣镰 耀咄,,110,100,3022062=25|133709110=1|1290092=550|1290096=550|101=6000000,2,1,9,
4371011,魔杖 跚梦,,110,100,3022062=25|43710110=1|1290092=550|1290097=550|101=6000000,2,1,9,
4371111,神杖 启明,,110,100,3022062=25|43711110=1|1290093=550|1290095=550|101=6000000,2,1,9,
1371211,鸣锤 尖啸,,110,100,3022062=25|13712110=1|1290093=550|1290096=550|101=6000000,2,1,9,
2371311,毒刃 永殇,,110,100,3022062=25|23713110=1|1290093=550|1290097=550|101=6000000,2,1,9,
9371411,战刃 裂创,,110,100,3022062=25|93714110=1|1290094=550|1290095=550|101=6000000,2,1,9,
6371511,神弓 夜央,,110,100,3022062=25|63715110=1|1290094=550|1290096=550|101=6000000,2,1,9,
5371611,战刃 红莲,,110,100,3022062=25|53716110=1|1290094=550|1290097=550|101=6000000,2,1,9,
5371711,凶刃 开天,,110,100,3022062=25|53717110=1|1290092=550|1290095=550|101=6000000,2,1,9,
14371811,秘拳 止风,,110,100,3022062=25|143718110=1|1290092=550|1290096=550|101=6000000,2,1,9,
16371911,魔琴 焚心,,110,100,3022062=25|163719110=1|1290092=550|1290097=550|101=6000000,2,1,9,
15372011,秘鞭 慕恋,,110,100,3022062=25|153720110=1|1290093=550|1290095=550|101=6000000,2,1,9,
8362111,碧空之翼,,110,100,3022062=16|83621110=1|1290093=360|1290096=360|101=4000000,2,2,9,
7362211,漆黑之影,,110,100,3022062=16|73622110=1|1290093=360|1290097=360|101=4000000,2,2,9,
11362311,白金之距,,110,100,3022062=16|113623110=1|1290094=360|1290095=360|101=4000000,2,2,9,
3362411,湛蓝之爪,,110,100,3022062=16|33624110=1|1290094=360|1290096=360|101=4000000,2,2,9,
15372605,预言录,,50,40,3022003=15|153726050=1|1280008=80|101=640000,2,1,9,
15372607,预言录Ⅰ,,70,60,3022005=16|153726070=1|1290062=160|101=1360000,2,1,9,
15372608,预言录Ⅱ,,80,70,3022006=16|153726080=1|1290060=330|101=2680000,2,1,9,
15372609,预言录Ⅲ,,90,80,3022007=18|153726090=1|1290063=300|1290068=300|101=3500000,2,1,9,
15372610,预言录Ⅳ,,100,90,3022008=22|153726100=1|1290081=550|1290083=550|101=5000000,2,1,9,
15372611,预言录Ⅴ,,110,100,3022062=25|153726110=1|1290093=550|1290096=550|101=6000000,2,1,9,
15372705,天龙的遗产,,50,40,3022003=15|153727050=1|1280004=80|101=640000,2,1,9,
15372707,天龙的遗产Ⅰ,,70,60,3022005=16|153727070=1|1290059=160|101=1360000,2,1,9,
15372708,天龙的遗产Ⅱ,,80,70,3022006=16|153727080=1|1290061=330|101=2680000,2,1,9,
15372709,天龙的遗产Ⅲ,,90,80,3022007=18|153727090=1|1290065=300|1290068=300|101=3500000,2,1,9,
15372710,天龙的遗产Ⅳ,,100,90,3022008=22|153727100=1|1290080=550|1290083=550|101=5000000,2,1,9,
15372711,天龙的遗产Ⅴ,,110,100,3022062=25|153727110=1|1290092=550|1290096=550|101=6000000,2,1,9,
15272804,贤者的日记Ⅰ,,40,30,3022002=4|1290013=35|1290004=35|101=100000,2,1,9,
15272805,贤者的日记Ⅱ,,50,40,3022003=4|1280004=20|1290009=100|101=300000,2,1,9,
15272806,贤者的日记Ⅲ,,60,50,3022004=5|1290053=30|1290003=160|101=490000,2,1,9,
15272807,贤者的日记Ⅳ,,70,60,3022005=5|1290059=50|1290012=270|101=810000,2,1,9,
15272808,贤者的日记Ⅴ,,80,70,3022006=10|1290061=140|1290014=680|101=2040000,2,1,9,
15272809,贤者的日记Ⅵ,,90,80,3022007=13|1290065=200|1290068=200|101=3300000,2,1,9,
15272810,贤者的日记Ⅶ,,100,90,3022008=15|1290080=200|1290083=200|101=4000000,2,1,9,
15272811,贤者的日记Ⅷ,,110,100,3022062=17|1290092=200|1290096=200|101=5000000,2,1,9,
15272904,前章之书Ⅰ,,40,30,3022002=4|1290013=35|1290004=35|101=100000,2,1,9,
15272905,前章之书Ⅱ,,50,40,3022003=4|1280004=20|1290009=100|101=300000,2,1,9,
15272906,前章之书Ⅲ,,60,50,3022004=5|1290053=30|1290003=160|101=490000,2,1,9,
15272907,前章之书Ⅳ,,70,60,3022005=5|1290059=50|1290012=270|101=810000,2,1,9,
15272908,前章之书Ⅴ,,80,70,3022006=10|1290061=140|1290014=680|101=2040000,2,1,9,
15272909,前章之书Ⅵ,,90,80,3022007=13|1290065=200|1290068=200|101=3300000,2,1,9,
15272910,前章之书Ⅶ,,100,90,3022008=15|1290080=200|1290083=200|101=4000000,2,1,9,
15272911,前章之书Ⅷ,,110,100,3022062=17|1290092=200|1290096=200|101=5000000,2,1,9,
15373007,死亡笔记Ⅰ,,70,60,3022005=16|153730070=1|1290062=160|101=1360000,2,1,9,
15373008,死亡笔记Ⅱ,,80,70,3022006=16|153730080=1|1290056=330|101=2680000,2,1,9,
15373009,死亡笔记Ⅲ,,90,80,3022007=18|153730090=1|1290064=300|1290067=300|101=3500000,2,1,9,
15373010,死亡笔记Ⅳ,,100,90,3022008=22|153730100=1|1290081=550|1290085=550|101=5000000,2,1,9,
15373011,死亡笔记Ⅴ,,110,100,3022062=25|153730110=1|1290094=550|1290095=550|101=6000000,2,1,9,
15373107,魔法策略Ⅰ,,70,60,3022005=16|153731070=1|1290059=160|101=1360000,2,1,9,
15373108,魔法策略Ⅱ,,80,70,3022006=16|153731080=1|1290061=330|101=2680000,2,1,9,
15373109,魔法策略Ⅲ,,90,80,3022007=18|153731090=1|1290063=300|1290066=300|101=3500000,2,1,9,
15373110,魔法策略Ⅳ,,100,90,3022008=22|153731100=1|1290080=550|1290084=550|101=5000000,2,1,9,
15373111,魔法策略Ⅴ,,110,100,3022062=25|153731110=1|1290092=550|1290097=550|101=6000000,2,1,9,
15373207,远古魔法Ⅰ,,70,60,3022005=16|153732070=1|1290057=160|101=1360000,2,1,9,
15373208,远古魔法Ⅱ,,80,70,3022006=16|153732080=1|1290056=330|101=2680000,2,1,9,
15373209,远古魔法Ⅲ,,90,80,3022007=18|153732090=1|1290064=300|1290068=300|101=3500000,2,1,9,
15373210,远古魔法Ⅳ,,100,90,3022008=22|153732100=1|1290082=550|1290083=550|101=5000000,2,1,9,
15373211,远古魔法Ⅴ,,110,100,3022062=25|153732110=1|1290094=550|1290096=550|101=6000000,2,1,9,
15373307,智慧石碑Ⅰ,,70,60,3022005=16|153733070=1|1290059=160|101=1360000,2,1,9,
15373308,智慧石碑Ⅱ,,80,70,3022006=16|153733080=1|1290060=330|101=2680000,2,1,9,
15373309,智慧石碑Ⅲ,,90,80,3022007=18|153733090=1|1290063=300|1290067=300|101=3500000,2,1,9,
15373310,智慧石碑Ⅳ,,100,90,3022008=22|153733100=1|1290080=550|1290085=550|101=5000000,2,1,9,
15373311,智慧石碑Ⅴ,,110,100,3022062=25|153733110=1|1290093=550|1290095=550|101=6000000,2,1,9,
15373408,元素起源Ⅱ,,80,70,3022006=16|153734080=1|1290056=330|101=2680000,2,1,9,
15373409,元素起源Ⅲ,,90,80,3022007=18|153734090=1|1290064=300|1290068=300|101=3500000,2,1,9,
15373410,元素起源Ⅳ,,100,90,3022008=22|153734100=1|1290082=550|1290083=550|101=5000000,2,1,9,
15373411,元素起源Ⅴ,,110,100,3022062=25|153734110=1|1290094=550|1290096=550|101=6000000,2,1,9,
15373505,元素泉源魔法书,,50,40,3022003=15|153735050=1|1280008=80|101=640000,2,1,9,
15373507,元素泉源魔法书Ⅰ,,70,60,3022005=16|153735070=1|1290062=160|101=1360000,2,1,9,
15373508,元素泉源魔法书Ⅱ,,80,70,3022006=16|153735080=1|1290060=330|101=2680000,2,1,9,
15373509,元素泉源魔法书Ⅲ,,90,80,3022007=18|153735090=1|1290063=300|1290068=300|101=3500000,2,1,9,
15373510,元素泉源魔法书Ⅳ,,100,90,3022008=22|153735100=1|1290081=550|1290083=550|101=5000000,2,1,9,
15373511,元素泉源魔法书Ⅴ,,110,100,3022062=25|153735110=1|1290093=550|1290096=550|101=6000000,2,1,9,
