Id,Comment,Path,PlayTime,ScaleX,ScaleY,ScaleZ,FollowPostion,FollowRotation,FollowScale,CameraFxType,UseVector3OneScale,EffectLodGroup
400002,获得成就特效,Creature/Ui/Fx_Ui_HuoQu_01,-1,1,1,1,1,1,1,,,
500001,cutscene鬼女屏幕樱花,Creature/CutScene/Fx_CutScene_YingHua_ManPing_01,-1,1,1,1,1,1,1,,,
500002,cutscene鬼女飘落樱花,Scene/Fx_Scene_FeiYang_YingHuaShu_S_01,-1,1,1,1,1,1,1,,,
500003,cutscene鬼女跟随花瓣,Creature/CutScene/Fx_CutScene_YingHua_Follow_01,-1,1,1,1,1,1,1,,,
500004,cutscene鬼女魔化,Creature/CutScene/Fx_CutScene_guinvmohua_01,-1,1,1,1,1,1,1,,,
500005,cutscene白女巫飓风,Creature/CutScene/Fx_CutScene_jufeng_01,6,1,1,1,1,1,1,,,
500006,cutscene哥布灵入景,Creature/CutScene/Fx_CutScene_gebulinrujing_01,2,1,1,1,1,1,1,,,
500007,cutscene蒙面人消失,Creature/CutScene/Fx_CutScene_xiaoshi_01,1.2,1,1,1,1,1,1,,,
500008,cutscene露克希大招,Creature/CutScene/Fx_CutScene_lukexidazhao_01,0.8,1,1,1,1,1,1,,,
500009,cutscene露克希聚气,Creature/CutScene/Fx_CutScene_lukexijuqi_01,-1,1,1,1,1,1,1,,,
500010,水球术聚气,Creature/CutScene/Fx_CutScene_shuiqiujuqi_01,-1,1,1,1,1,1,1,,,
500011,水球术飞行,Creature/CutScene/Fx_CutScene_shuiqiufeixing_01,-1,1,1,1,1,1,1,,,
500012,水球术受击,Creature/CutScene/Fx_CutScene_shuiqiuhit_01,0.7,1,1,1,1,1,1,,,
500013,白女巫杂物,Creature/CutScene/Fx_CutScene_zawu_01,-1,1,1,1,1,1,1,,,
500014,酒吧烟,Creature/CutScene/Fx_CutScene_diaoluoyan_01,1,1,1,1,1,1,1,,,
500015,鬼女消散,Creature/CutScene/Fx_CutScene_GuiNvXiaoShan_01,18.5,1,1,1,1,1,1,,,
500016,黑夜大火1,Creature/CutScene/Fx_CutScene_HuoYan_01,-1,1,1,1,1,1,1,,,
500017,黑夜大火2,Creature/CutScene/Fx_CutScene_HuoYan_02,-1,1,1,1,1,1,1,,,
500018,浓烟,Creature/CutScene/Fx_CutScene_NongYan_02,-1,1,1,1,1,1,1,,,
500019,镜头火星,Creature/CutScene/Fx_CutScene_JingTouHuoXing_01,-1,1,1,1,1,1,1,,,
500020,灵魂碎片,Creature/CutScene/Fx_CutScene_LingHunSuiPian_01,-1,1,1,1,1,1,1,,,
500021,大巴肉蒸汽,Creature/CutScene/Fx_CutScene_RouXiang_01,,,,,1,1,1,,,
500022,枯树枝,Creature/CutScene/Fx_CutScene_KuShuZhi_01,-1,1,1,1,1,1,1,,,
500023,白女巫黑底,Creature/CutScene/Fx_CutScene_BaiNvWu_HeiDi_01,-1,1,1,1,1,1,1,,,
500024,黑烟飞行,Creature/CutScene/Fx_CutScene_heiyanfeixing_01,8,1,1,1,1,1,1,,,
500025,符文效果,Creature/CutScene/Fx_CutScene_fuwen_01,6.5,1,1,1,1,1,1,,,
500026,鬼女消散后的光点,Creature/CutScene/Fx_CutScene_xiaosanguangdian_01,-1,1,1,1,1,1,1,,,
500027,碎片光效,Creature/CutScene/Fx_CutScene_suipianguangxiao_01,6,1,1,1,1,1,1,,,
500028,打架烟效,Creature/CutScene/Fx_CutScene_dajia_01,-1,1,1,1,1,1,1,,,
500029,白面具,Creature/CutScene/Fx_Cutscene_MianJu_01,-1,1,1,1,1,1,1,,,
500030,白女巫背包,Creature/CutScene/Fx_Cutscene_BoLiBeiBao_01,-1,1,1,1,1,1,1,,,
500031,白面具飞,Creature/CutScene/Fx_Cutscene_MianJu_02,8,1,1,1,1,1,1,,,
500032,2D鬼女1,Creature/CutScene/Fx_Cutscene_PlotIcon_Plot_1_1,-1,1,1,1,1,1,1,,,
500033,2D鬼女2,Creature/CutScene/Fx_Cutscene_PlotIcon_Plot_1_2,-1,1,1,1,1,1,1,,,
500034,2D鬼女3,Creature/CutScene/Fx_Cutscene_PlotIcon_Plot_1_3,-1,1,1,1,1,1,1,,,
500035,2D鬼女4,Creature/CutScene/Fx_Cutscene_PlotIcon_Plot_1_4,-1,1,1,1,1,1,1,,,
500036,2D鬼女5,Creature/CutScene/Fx_Cutscene_PlotIcon_Plot_1_5,-1,1,1,1,1,1,1,,,
500037,2D鬼女6,Creature/CutScene/Fx_Cutscene_PlotIcon_Plot_1_6,-1,1,1,1,1,1,1,,,
500038,2D鬼女7,Creature/CutScene/Fx_Cutscene_PlotIcon_Plot_1_7,-1,1,1,1,1,1,1,,,
500039,2D鬼女8,Creature/CutScene/Fx_Cutscene_PlotIcon_Plot_1_8,-1,1,1,1,1,1,1,,,
500040,装死教学小狗尿尿,Creature/Common/Fx_Common_xiaogouniaoniao_01,-1,1,1,1,1,1,1,,,
500041,大巴怒吼,Creature/CutScene/Fx_CutScene_DaBaHou,2,1,1,1,1,1,1,,,
500042,阳光,Creature/CutScene/Fx_Cutscene_YangGuang_01_1,-1,1,1,1,1,1,1,,,
500043,气球屋掉落灰尘,Creature/CutScene/Fx_CutScene_QiQiuWu_NiTu_01,5,1,1,1,1,1,1,,,
500044,新手教学——哥布林出镜,Creature/CutScene/Fx_CutScene_gebulinchujing_01,-1,1,1,1,1,1,1,,,
500045,新手教学——黑烟飞行,Creature/CutScene/Fx_CutScene_heiyanfeixing_02,-1,1,1,1,1,1,1,,,
500046,拉乐西斯01,Creature/CutScene/Fx_Cutscene_LaLeXiSi_01,-1,1,1,1,1,1,1,,,
500047,拉乐西斯02,Creature/CutScene/Fx_Cutscene_LaLeXiSi_02,-1,1,1,1,1,1,1,,,
500048,拉乐西斯03,Creature/CutScene/Fx_Cutscene_LaLeXiSi_03,-1,1,1,1,1,1,1,,,
500049,拉乐西斯04,Creature/CutScene/Fx_Cutscene_LaLeXiSi_04,-1,1,1,1,1,1,1,,,
500050,阳光02,Creature/CutScene/Fx_CutScene_YangGuang_02,-1,1,1,1,1,1,1,,,
500051,被盐化的场景1,Creature/CutScene/Fx_Cutscene_BeiYanHuaDeChangJing_01,-1,1,1,1,1,1,1,,,
500052,被盐化的场景2,Creature/CutScene/Fx_Cutscene_BeiYanHuaDeChangJing_02,-1,1,1,1,1,1,1,,,
500053,被盐化的场景3,Creature/CutScene/Fx_Cutscene_BeiYanHuaDeChangJing_03,-1,1,1,1,1,1,1,,,
500054,盐化粒子,Creature/CutScene/Fx_Cutscene_BeiYanHuaDeChangJing_lizi_01,-1,1,1,1,1,1,1,,,
500055,诡异的梦境1,Creature/CutScene/Fx_Cutscene_GuiYiDeMengJing_01,-1,1,1,1,1,1,1,,,
500056,诡异的梦境2,Creature/CutScene/Fx_Cutscene_GuiYiDeMengJing_02,-1,1,1,1,1,1,1,,,
500057,诡异的梦境3,Creature/CutScene/Fx_Cutscene_GuiYiDeMengJing_03,-1,1,1,1,1,1,1,,,
500058,诡异的梦境4,Creature/CutScene/Fx_Cutscene_GuiYiDeMengJing_04,-1,1,1,1,1,1,1,,,
500059,传送门结界特效,Creature/Common/Fx_Common_Task_chuansongzhen_01,-1,1,1,1,1,0,1,,,
500060,爆炸的记忆1,Creature/CutScene/Fx_Cutscene_BaoZhaDeJiYi_01,-1,1,1,1,1,1,1,,,
500061,爆炸的记忆2,Creature/CutScene/Fx_Cutscene_BaoZhaDeJiYi_02,-1,1,1,1,1,1,1,,,
500062,爆炸的记忆3,Creature/CutScene/Fx_Cutscene_BaoZhaDeJiYi_03,-1,1,1,1,1,1,1,,,
500063,爆炸的记忆4,Creature/CutScene/Fx_Cutscene_BaoZhaDeJiYi_04,-1,1,1,1,1,1,1,,,
500064,爆炸的记忆5,Creature/CutScene/Fx_Cutscene_BaoZhaDeJiYi_05,-1,1,1,1,1,1,1,,,
500065,爆炸的记忆6,Creature/CutScene/Fx_Cutscene_BaoZhaDeJiYi_06,-1,1,1,1,1,1,1,,,
500066,爆炸的记忆7,Creature/CutScene/Fx_Cutscene_BaoZhaDeJiYi_07,-1,1,1,1,1,1,1,,,
500067,爆炸的记忆8,Creature/CutScene/Fx_Cutscene_BaoZhaDeJiYi_08,-1,1,1,1,1,1,1,,,
500068,黑烟飞行1|僵尸妖道,Creature/CutScene/Fx_CutScene_heiyanfeixing_02,-1,1,1,1,1,1,1,,,
500069,黑烟飞行2|僵尸妖道,Creature/CutScene/Fx_CutScene_heiyanfeixing_02,-1,1,1,1,1,1,1,,,
500070,黑烟飞行3|僵尸妖道,Creature/CutScene/Fx_CutScene_heiyanfeixing_02,-1,1,1,1,1,1,1,,,
500071,黑烟飞行4|僵尸妖道,Creature/CutScene/Fx_CutScene_heiyanfeixing_02,-1,1,1,1,1,1,1,,,
500072,黑烟飞行5|僵尸妖道,Creature/CutScene/Fx_CutScene_heiyanfeixing_02,-1,1,1,1,1,1,1,,,
500073,浓烟|僵尸妖道,Creature/CutScene/Fx_CutScene_NongYan_02,-1,1,1,1,1,1,1,,,
500074,浓烟|僵尸妖道,Creature/CutScene/Fx_CutScene_NongYan_02,-1,1,1,1,1,1,1,,,
500075,浓烟|僵尸妖道,Creature/CutScene/Fx_CutScene_NongYan_02,-1,1,1,1,1,1,1,,,
500076,光之障壁|沙漠蔷薇,Creature/Skill/Fx_Skill_Priest_GuangZhiZhangBi_01,-1,1,1,1,1,0,1,,,
500077,水晶爆炸效果1|阴谋之网,Scene/Fx_Scene_shuijing_baoshan_01,1,1,1,1,1,1,1,,,
500078,水晶爆炸效果2|阴谋之网,Scene/Fx_Scene_shuijing_baoshan_01,1,1,1,1,1,1,1,,,
500079,打架烟效|阴谋之网,Creature/CutScene/Fx_CutScene_dajia_01,-1,1,1,1,1,1,1,,,
500080,变身特效|阴谋之网,Scene/Fx_Skill_Nomal_Buff_HunSha_01,-1,1,1,1,1,0,1,,,
500081,十字驱魔圈|阴谋之网,Creature/Skill/Fx_Skill_Priest_ShiZiQuMoGongJi_02,-1,1,1,1,1,0,1,,,
500082,猎鹰突击|阴谋之网,Creature/Skill/Fx_Skill_Hunter_ShaLuMingLing_01,0.4,1,1,1,1,1,1,,,
500083,普隆德拉入场动画-主城logo,Creature/Ui/Fx_Ui_s_pulongdela,-1,1,1,1,1,1,1,,,
500084,人鱼故事1,Creature/CutScene/Fx_Cutscene_RenYuGuShi_01,-1,1,1,1,1,1,1,,,
500085,人鱼故事2,Creature/CutScene/Fx_Cutscene_RenYuGuShi_02,-1,1,1,1,1,1,1,,,
500086,人鱼故事3,Creature/CutScene/Fx_Cutscene_RenYuGuShi_03,-1,1,1,1,1,1,1,,,
500087,人鱼故事4,Creature/CutScene/Fx_Cutscene_RenYuGuShi_04,-1,1,1,1,1,1,1,,,
500088,人鱼故事5,Creature/CutScene/Fx_Cutscene_RenYuGuShi_05,-1,1,1,1,1,1,1,,,
500089,人鱼故事6,Creature/CutScene/Fx_Cutscene_RenYuGuShi_06,-1,1,1,1,1,1,1,,,
500090,人鱼故事7,Creature/CutScene/Fx_Cutscene_RenYuGuShi_07,-1,1,1,1,1,1,1,,,
500091,露克希遇袭|露克希技能,Creature/CutScene/Fx_Cutscene_LuKeXiYuXi_TaDi_01,-1,1,1,1,1,1,1,,,
500092,宝妮脚底法阵、时间-1,Creature/CutScene/Fx_CutScene_BaoNiBeiQuZhu_FaZhen_01,-1,1,1,1,1,1,1,,,
500093,狂暴5,Creature/CutScene/Fx_CutScene_BaoNiBeiQuZhu_KuangBao_01,5,1,1,1,1,1,1,,,
500094,狂暴持续,Creature/CutScene/Fx_CutScene_BaoNiBeiQuZhu_KuangBao_01_loop,-1,1,1,1,1,1,1,,,
500095,魔法汇聚,Creature/CutScene/Fx_CutScene_BaoNiBeiQuZhu_MoFaHuiJu_01,-1,1,1,1,1,1,1,,,
500096,魔法球-1,Creature/CutScene/Fx_CutScene_BaoNiBeiQuZhu_MoFaQiu_01,-1,1,1,1,1,1,1,,,
500097,魔法球受击1.25,Creature/CutScene/Fx_CutScene_BaoNiBeiQuZhu_MoFaQiu_Hit01,1.25,1,1,1,1,1,1,,,
500098,枯树枝2,Creature/CutScene/Fx_CutScene_KuShuZhi_02,-1,1,1,1,1,1,1,,,
500099,新手村入场LOGO,Creature/Ui/Fx_Ui_s_xinshoucun,-1,1,1,1,1,1,1,,,
500100,普隆德拉摆摊气泡1,Creature/CutScene/Fx_Cutscene_PuLongDeLa_BaITan_01,-1,1,1,1,1,1,1,,,
500101,普隆德拉摆摊气泡2,Creature/CutScene/Fx_Cutscene_PuLongDeLa_BaITan_02,-1,1,1,1,1,1,1,,,
500102,普隆德拉摆摊气泡3,Creature/CutScene/Fx_Cutscene_PuLongDeLa_BaITan_03,-1,1,1,1,1,1,1,,,
500103,普隆德拉摆摊气泡4,Creature/CutScene/Fx_Cutscene_PuLongDeLa_BaITan_04,-1,1,1,1,1,1,1,,,
500104,普隆德拉摆摊气泡5,Creature/CutScene/Fx_Cutscene_PuLongDeLa_BaITan_05,-1,1,1,1,1,1,1,,,
500105,普隆德拉摆摊气泡6,Creature/CutScene/Fx_Cutscene_PuLongDeLa_BaITan_06,-1,1,1,1,1,1,1,,,
500106,普隆德拉摆摊气泡7,Creature/CutScene/Fx_Cutscene_PuLongDeLa_BaITan_07,-1,1,1,1,1,1,1,,,
500107,普隆德拉摆摊气泡8,Creature/CutScene/Fx_Cutscene_PuLongDeLa_BaITan_08,-1,1,1,1,1,1,1,,,
500108,普隆德拉摆摊气泡9,Creature/CutScene/Fx_Cutscene_PuLongDeLa_BaITan_09,-1,1,1,1,1,1,1,,,
500109,普隆德拉摆摊气泡10,Creature/CutScene/Fx_Cutscene_PuLongDeLa_BaITan_10,-1,1,1,1,1,1,1,,,
500110,普隆德拉摆摊气泡11,Creature/CutScene/Fx_Cutscene_PuLongDeLa_BaITan_11,-1,1,1,1,1,1,1,,,
500111,cut51|白巫师法杖飞行球,Creature/CutScene/Fx_CutScene_Cut51_ZiDan,-1,1,1,1,1,1,1,,,
500112,cut51|白女巫 法杖聚集,Creature/CutScene/Fx_CutScene_Cut51_FaZhangJuJi,-1,1,1,1,1,1,1,,,
500113,cut51|角色受击,Creature/CutScene/Fx_CutScene_Cut51_ShouJi,-1,1,1,1,1,1,1,,,
500114,cut51|白巫师召唤怪,Creature/CutScene/Fx_CutScene_Cut51_RuJing,-1,1,1,1,1,1,1,,,
500115,cut51|白巫师进传送门,Creature/Common/Fx_Common_Task_chuansongzhen_01,-1,1,1,1,1,1,1,,,
500116,cut51|速度线,Creature/CutScene/Fx_CutScene_SuDuXian_01,-1,1,1,1,1,1,1,,,
500117,cut51|全屏烟雾1,Creature/CutScene/Fx_CutScene_Cut51_QuanPingYanWu01,-1,1,1,1,1,1,1,,,
500118,cut51|全屏烟雾2,Creature/CutScene/Fx_CutScene_Cut51_QuanPingYanWu02,-1,1,1,1,1,1,1,,,
500119,cut51|全屏烟雾3,Creature/CutScene/Fx_CutScene_Cut51_QuanPingYanWu03,-1,1,1,1,1,1,1,,,
500120,cut|黑衣杀死白衣01,Creature/CutScene/Fx_Cutscene_heiyishasibaiyi_01,-1,1,1,1,1,1,1,,,
500121,cut|黑衣杀死白衣02,Creature/CutScene/Fx_Cutscene_heiyishasibaiyi_02,-1,1,1,1,1,1,1,,,
500122,cut|黑衣杀死白衣03,Creature/CutScene/Fx_Cutscene_heiyishasibaiyi_03,-1,1,1,1,1,1,1,,,
500123,cut|白衣女出现01,Creature/CutScene/Fx_Cutscene_baiyinvchuxian_01,-1,1,1,1,1,1,1,,,
500124,cut|白衣女出现effect01,Creature/CutScene/Fx_Cutscene_baiyinvchuxian_effect_01,-1,1,1,1,1,1,1,,,
500125,cut|黑衣杀死白衣04,Creature/CutScene/Fx_Cutscene_heiyishasibaiyi_04,-1,1,1,1,1,1,1,,,
500126,cut|印记刺客壁画01,Creature/CutScene/Fx_Cutscene_yinjicikebihua_01,-1,1,1,1,1,1,1,,,
500127,cut|印记刺客壁画怪物01,Creature/CutScene/Fx_Cutscene_yinjicikebihua_guaiwu_01,-1,1,1,1,1,1,1,,,
500128,cut|印记刺客壁画刺客01,Creature/CutScene/Fx_Cutscene_yinjicikebihua_cike_01,-1,1,1,1,1,1,1,,,
500129,cut|印记刺客壁画刀01,Creature/CutScene/Fx_Cutscene_yinjicikebihua_dao_01,-1,1,1,1,1,1,1,,,
500130,cut|印记刺客壁画02,Creature/CutScene/Fx_Cutscene_yinjicikebihua_02,-1,1,1,1,1,1,1,,,
500131,cut|印记刺客壁画03,Creature/CutScene/Fx_Cutscene_yinjicikebihua_03,-1,1,1,1,1,1,1,,,
500132,cut|圣痕褪去01,Creature/CutScene/Fx_Cutscene_shenghentuiqu_01,-1,1,1,1,1,1,1,,,
500133,cut|圣痕褪去02,Creature/CutScene/Fx_Cutscene_shenghentuiqu_02,-1,1,1,1,1,1,1,,,
500134,cut|死海古卷01,Creature/CutScene/Fx_Cutscene_sihaigujuan_01,-1,1,1,1,1,1,1,,,
500135,cut|死海古卷02,Creature/CutScene/Fx_Cutscene_sihaigujuan_02,-1,1,1,1,1,1,1,,,
500136,cut|死海古卷03,Creature/CutScene/Fx_Cutscene_sihaigujuan_03,-1,1,1,1,1,1,1,,,
500137,cut|双子魂归01,Creature/CutScene/Fx_Cutscene_shuangzihungui_01,-1,1,1,1,1,1,1,,,
500138,cut|死海古卷01a,Creature/CutScene/Fx_Cutscene_sihaigujuan_01_a,-1,1,1,1,1,1,1,,,
500139,cut|死海古卷02a,Creature/CutScene/Fx_Cutscene_sihaigujuan_02_a,-1,1,1,1,1,1,1,,,
500140,cut|伊登苹果01,Creature/CutScene/Fx_Cutscene_yidengpingguo_01,-1,1,1,1,1,1,1,,,
500141,cut|伊登苹果02,Creature/CutScene/Fx_Cutscene_yidengpingguo_02,-1,1,1,1,1,1,1,,,
500142,cut|伊登苹果03,Creature/CutScene/Fx_Cutscene_yidengpingguo_03,-1,1,1,1,1,1,1,,,
500143,cut|伊登苹果04,Creature/CutScene/Fx_Cutscene_yidengpingguo_04,-1,1,1,1,1,1,1,,,
500144,cut|小飓风01,Creature/CutScene/Fx_CutScene_xiaojufeng_01,-1,1,1,1,1,1,1,,,
500145,cut|小飓风范围01,Creature/CutScene/Fx_CutScene_xiaojufengfanwei_01,-1,1,1,1,1,1,1,,,
500146,cut|小飓风释放01,Creature/CutScene/Fx_CutScene_xiaojufengshifang_01,-1,1,1,1,1,1,1,,,
500147,cut|兽人能量01,Creature/CutScene/Fx_CutScene_shourennengliang_01,-1,1,1,1,1,1,1,,,
500148,cut|人鱼故事韩国1,Creature/CutScene/Fx_Cutscene_RenYuGuShi_01_hg,-1,1,1,1,1,1,1,,,
500149,cut|人鱼故事韩国2,Creature/CutScene/Fx_Cutscene_RenYuGuShi_02_hg,-1,1,1,1,1,1,1,,,
500150,cut|人鱼故事韩国3,Creature/CutScene/Fx_Cutscene_RenYuGuShi_03_hg,-1,1,1,1,1,1,1,,,
500151,cut|人鱼故事韩国4,Creature/CutScene/Fx_Cutscene_RenYuGuShi_04_hg,-1,1,1,1,1,1,1,,,
500152,cut|人鱼故事韩国5,Creature/CutScene/Fx_Cutscene_RenYuGuShi_05_hg,-1,1,1,1,1,1,1,,,
500153,cut|人鱼故事韩国6,Creature/CutScene/Fx_Cutscene_RenYuGuShi_06_hg,-1,1,1,1,1,1,1,,,
500154,cut|人鱼故事韩国7,Creature/CutScene/Fx_Cutscene_RenYuGuShi_07_hg,-1,1,1,1,1,1,1,,,
500155,cut|巴雷蒙德揭示死海古卷3韩国1,Creature/CutScene/Fx_Cutscene_sihaigujuan_01_hg,-1,1,1,1,1,1,1,,,
500156,cut|巴雷蒙德揭示死海古卷3韩国2,Creature/CutScene/Fx_Cutscene_sihaigujuan_02_hg,-1,1,1,1,1,1,1,,,
500157,cut|巴雷蒙德揭示死海古卷3韩国3,Creature/CutScene/Fx_Cutscene_sihaigujuan_03_hg,-1,1,1,1,1,1,1,,,
500158,cut|黑衣自爆韩国1,Creature/CutScene/Fx_Cutscene_heiyishasibaiyi_01_hg,-1,1,1,1,1,1,1,,,
500159,cut|黑衣自爆韩国2,Creature/CutScene/Fx_Cutscene_heiyishasibaiyi_02_hg,-1,1,1,1,1,1,1,,,
500160,cut|黑衣自爆韩国3,Creature/CutScene/Fx_Cutscene_heiyishasibaiyi_03_hg,-1,1,1,1,1,1,1,,,
500161,cut|黑衣自爆韩国4,Creature/CutScene/Fx_Cutscene_heiyishasibaiyi_04_hg,-1,1,1,1,1,1,1,,,
500162,cut|印记刺客韩国1,Creature/CutScene/Fx_Cutscene_yinjicikebihua_03_hg,-1,1,1,1,1,1,1,,,
500163,cut|宝妮遇袭渐变优化,Creature/CutScene/Fx_CutScene_JianBian_01,-1,1,1,1,1,1,1,,,
600000,丢苹果杂耍,Creature/Common/Fx_Common_ZaShua_01,-1,1,1,1,1,1,1,,,
600003,奶油受击,Creature/Skill/Fx_Skill_GongHuiYanHui_NaiYouShouJi,-1,1,1,1,1,1,1,,,
700000,柴火上的火,Creature/Common/Fx_Common_YuGang_Fire_01,-1,1,1,1,1,1,1,,,
700001,大缸上的水汽,Creature/Common/Fx_Common_YuGang_Yan_01,-1,1,1,1,1,1,1,,,
700002,人鱼故事种撒花,Creature/Common/Fx_Common_SaHua_01,-1,1,1,1,1,1,1,,,
700003,气球屋充能,Creature/Common/Fx_Common_QiQiuWu_ChongNeng_01,-1,1,1,1,1,1,1,,,
2690101,剧情阵法（红色）,Creature/Common/Fx_Common_Task_zhenfa_01,-1,1,1,1,1,1,1,,,
2690102,剧情阵法（紫色）,Creature/Common/Fx_Common_Task_zhenfa_02,-1,1,1,1,1,1,1,,,
2690103,剧情阵法（红色）,Creature/Common/Fx_Common_Task_zhenfa_01,-1,1,1,1,1,1,1,,,
2690104,场景传送门特效（剧情）,Scene/Fx_Scene_Nomal_chuansong_01,-1,1,1,1,1,0,1,,,
2690105,血脉打通特效（剧情）,Creature/Common/Fx_Common_YanZhuBaoFa,3,1,1,1,1,0,1,,,
2691101,光猎|阴谋之网,Creature/Skill/Fx_Skill_Acolyte_FuShi_Buff_GuangLie_01,4,1,1,1,1,0,1,,,
2691102,俄赛里斯病毒散播,Creature/Skill/Fx_Skill_ESaiLiSi_BingDuSanBo_01,-1,1,1,1,1,0,1,,,
2691103,水晶爆炸效果2|低语之门,Scene/Fx_Scene_shuijing_baoshan_01,1,1,1,1,1,1,1,,,
2691104,光之障壁|特殊事件调查团,Creature/Skill/Fx_Skill_Priest_GuangZhiZhangBi_01,-1,1,1,1,1,0,1,,,
2691105,古卷仪式前的法阵|第十章,Creature/Common/Fx_Common_Task_zhenfa_01,-1,1,1,1,1,0,1,,,
2691106,古卷仪式前的法阵2|第十章,Creature/Common/Fx_Common_Task_zhenfa_01,-1,1,1,1,1,0,1,,,
2691107,魔化黑烟|第十章,Creature/CutScene/Fx_CutScene_heiyanfeixing_01,-1,1,1,1,1,1,1,,,
2691108,小孩梦呓造景|11章,Creature/Skill/Fx_Skill_ESaiLiSi_BingDuSanBo_01,-1,1,1,1,1,0,1,,,
2691109,火焰1|11章,Creature/Common/Fx_Common_HuoJingLing_01,-1,1,1,1,1,0,1,,,
2691110,火焰2|11章,Creature/Common/Fx_Common_HuoJingLing_01,-1,1,1,1,1,0,1,,,
2691111,火焰3|11章,Creature/Common/Fx_Common_HuoJingLing_01,-1,1,1,1,1,0,1,,,
2691112,最终古卷仪式法阵|11章,Creature/Common/Fx_Common_Task_zhenfa_01,-1,1,1,1,1,0,1,,,
2691113,龙卷风|11章,Creature/Skill/Fx_Skill_Magician_MoFaShi_BaoFengXue_02,-1,1,1,1,1,0,1,,,
2691114,毒液泥沼1|11章,Creature/Skill/Fx_Skill_PoisonMushroom_VenomMud_01,-1,2,2,2,1,0,0,,,
2691115,毒液泥沼2|11章,Creature/Skill/Fx_Skill_PoisonMushroom_VenomMud_01,-1,2,2,2,1,0,0,,,
2691116,毒液泥沼3|11章,Creature/Skill/Fx_Skill_PoisonMushroom_VenomMud_01,-1,2,2,2,1,0,0,,,
2691117,巴雷封印|11章,Creature/Common/Fx_Common_FengYinBaLeiMengDe_02,-1,1,1,1,1,0,1,,,
2691118,传送门|69冒险,Creature/Common/Fx_Common_Task_chuansongzhen_01,-1,1,1,1,1,0,1,,,
2691119,颖获得解脱|69冒险,Creature/Common/Fx_Skill_Nomal_Magician_Release_Loop02,3,1,1,1,1,0,1,,,
2691120,巢穴特效|69冒险,Creature/Skill/Fx_Skill_GreatPoisonMushroom_Rage_01,-1,1,1,1,1,0,1,,,
2691121,巢穴特效|69冒险,Creature/Skill/Fx_Skill_GreatPoisonMushroom_Rage_01,-1,1,1,1,1,0,1,,,
2691122,巢穴特效|69冒险,Creature/Skill/Fx_Skill_GreatPoisonMushroom_Rage_01,-1,1,1,1,1,0,1,,,
2691123,巢穴特效|69冒险,Creature/Skill/Fx_Skill_GreatPoisonMushroom_Rage_01,-1,1,1,1,1,0,1,,,
2691124,月夜猫登场|69冒险,Scene/Fx_Scene_Nomal_ShiKongLieFeng_Begin,5.5,1,1,1,1,0,1,,,
2691125,传送门|69冒险,Creature/Common/Fx_Common_Task_chuansongzhen_01,-1,1,1,1,1,0,1,,,
2691126,火焰|69冒险,Creature/CutScene/Fx_CutScene_HuoYan_01,-1,1,1,1,1,1,1,,,
2691127,火焰2|69冒险,Creature/CutScene/Fx_CutScene_HuoYan_02,-1,1,1,1,1,1,1,,,
2691128,火焰3|69冒险,Creature/CutScene/Fx_CutScene_HuoYan_01,-1,1,1,1,1,1,1,,,
2691129,火焰4|69冒险,Creature/CutScene/Fx_CutScene_HuoYan_02,-1,1,1,1,1,1,1,,,
2691130,阿隆索遭埋伏|76冒险,Creature/Skill/Fx_Skill_Fb_MengLuoKeELing_SiWangHuaErZi_01,-1,1,1,1,1,0,1,,,
2691131,男女仆被背叛|76冒险,Creature/Skill/Fx_Skill_Wizard_NiZhaoDi_01,-1,1,1,1,1,1,0,,,
2691132,仪式现场|76冒险,Creature/Skill/Fx_Skill_WD_duyetuxi,-1,1,1,1,1,1,1,,,
2691133,地图修复|66冒险,Creature/Skill/Fx_Skill_Priest_GuangZhiZhangBi_01,2,1,1,1,1,0,1,,,
2691134,巴雷地下神殿封印|11章,Creature/Common/Fx_Common_FengYinBaLeiMengDe_02,-1,1,1,1,1,0,1,,,
2691135,黑白修士封印|12章,Creature/Common/Fx_Common_FengYinGuNa,-1,1,1,1,1,0,1,,,
2691136,白女巫的埋伏|12章,Creature/Skill/Fx_Skill_WD_baiselaolong,-1,3,1.2,3,1,1,1,,,
2691137,巴雷贤者之间封印|13章,Creature/Common/Fx_Common_FengYinBaLeiMengDe_02,-1,1,1,1,1,0,1,,,
2691138,孩子被束缚特效|11章,Creature/Skill/Fx_Skill_WD_baiselaolong,-1,1,1,1,1,1,1,,,
2691139,伊米尔之心抑制法阵|12章,Creature/Common/Fx_Common_ZhongDian_01,-1,1,1,1,1,1,1,,,
2691140,基德传送法术|15章,Creature/Common/Fx_Common_Task_chuansongzhen_01,-1,1,1,1,1,0,1,,,
2691141,领主女儿保护|14章,Creature/Skill/Fx_Skill_GoblinLeader_Protect_01,-1,1,1,1,1,0,1,,,
2691142,巴雷贤者之间封印|15章,Creature/Common/Fx_Common_FengYinBaLeiMengDe_02,-1,1,1,1,1,0,1,,,
2691143,哥布林冒险任务面具修复,Creature/Common/Fx_Common_YinLingDian_DiShuXingZhengFa_02,3,1,1,1,1,1,1,,,
2691144,吉芬2f冒险|仪式召唤,Creature/Skill/Fx_Skill_Fb_DaNaTuoSiDeJueWang_HuoLongJuanFeng_01,-1,1,1,1,1,0,1,,,
