ItemId,ItemName,ItemFunction,ItemFunctionValue,NeedConfirm,ItemTargets,ItemCD,ItemCDGroup,ItemEffect,EffectPos,ItemAction,ItemLimitID,AudioID,ArrowDesc,Prompt,Payment,Achieving,AchievingShow,ItemNoticeLimit,ItemBatchBtn,NotConsume,LocalizationArea
3060144,骑士团勋章,0,,0,0,0,0,120022,7=101=10.7=120.6,2006,,,,,,,,,,,
3060145,骑士团推荐信,0,,0,0,0,0,120022,7=101=10.7=120.6,2006,,,,,,,,,,,
3060151,竹片,0,,0,0,0,0,120022,,2001,,,,,,,,,,,
3060152,黏土,0,,0,0,0,0,120022,,2008,,,,,,,,,,,
3060153,歌词,0,,0,0,0,0,264,,2006,,,,,,,,,,,
3060154,写信,0,,0,0,0,0,120022,,2008,,,,,,,,,,,
3060155,冰淇淋,0,,0,0,0,0,120022,,2008,,,,,,,,,,,
3060156,货物,0,,0,0,0,0,120022,,2008,,,,,,,,,,,
3060157,幼狼皮,0,,0,0,0,0,120022,,2008,,,,,,,,,,,
3060201,职业手册,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060202,许愿牌,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060203,请柬,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060204,神秘的灵符,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060206,下水道讨伐证明,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060207,魔法变身药剂,0,,0,0,0,0,,,2008,,,,,,,,,,,
3060301,硬币,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060302,低价红色药水,0,,0,0,0,0,264,,2005,,,,,,,,,,,
3060303,未知能量体,0,,0,0,0,0,120022,,2005,,,,,,,,,,,
3060304,100000铜币,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060305,魔法叶子,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060307,小纸条,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060308,一杯水,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060309,红色魔力矿石,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060313,宝箱钥匙,0,,0,0,0,0,264,,2005,,,,,,,,,,,
3060314,石板,0,,0,0,0,0,264,,2005,,,,,,,,,,,
3060312,埃系语,0,,0,0,0,0,264,,2005,,,,,,,,,,,
3060328,木牌,0,,0,0,0,0,264,,2005,,,,,,,,,,,
3060315,星泪石碎片,0,,0,0,0,0,264,,2005,,,,,,,,,,,
3060329,拉斯达的信,0,,0,0,0,0,264,,2006,,,,,,,,,,,
3060403,哥布灵面具,0,,0,0,0,0,120022,,,,,,,,,,,,,
3060404,魔法叶子,0,,0,0,0,0,120022,,,,,,,,,,,,,
3060405,商人手册,0,,0,0,0,0,264,,2006,,,,,,,,,,,
3060410,元素语药水,0,,0,0,0,0,264,,2008,,,,,,,,,,,
3060411,纯净泉水,0,,0,0,0,0,,,2003,,,,,,,,,,,
3060414,蜜酒,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060415,女神的项链,0,,0,0,0,0,,,,,,,,,,,,,,
3060416,致幻解药,0,,0,0,0,0,264,,2008,,,,,,,,,,,
3060417,疗伤药水,0,,0,0,0,0,120022,,2001,,,,,,,,,,,
3060418,一包猫粮,0,,0,0,0,0,,,2001,,,,,,,,,,,
3060420,视力药水,0,,0,0,0,0,264,,2005,,,,,,,,,,,
3060421,铁矿石,0,,0,0,0,0,264,,2005,,,,,,,,,,,
3060422,水灵矿石,0,,0,0,0,0,264,,2005,,,,,,,,,,,
3060503,止血草,0,,0,0,0,0,120022,,2006,,,,,,,,,,,
3060506,讣文,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060507,变身叶子,0,,0,0,0,0,,,2006,,,,,,,,,,,
2010014,万能药,1,305030901,0,1,10,0,,,,522=0,,,,,,,,,,
3054001,蒸蟹螯,1,203000902,0,1,1,0,,,,,,,,,,,,,,
3054002,蒸蟹螯,1,203000903,0,1,1,0,,,,,,,,,,,,,,
3054003,蒸蟹螯,1,203000904,0,1,1,0,,,,,,,,,,,,,,
3054101,口感爽滑的面,1,203000102,0,1,1,0,,,,,,,,,,,,,,
3054102,口感爽滑的面,1,203000103,0,1,1,0,,,,,,,,,,,,,,
3054103,口感爽滑的面,1,203000104,0,1,1,0,,,,,,,,,,,,,,
3054201,鲜虾汁,1,203000202,0,1,1,0,,,,,,,,,,,,,,
3054202,鲜虾汁,1,203000203,0,1,1,0,,,,,,,,,,,,,,
3054203,鲜虾汁,1,203000204,0,1,1,0,,,,,,,,,,,,,,
3054301,什锦饭团,1,203000302,0,1,1,0,,,,,,,,,,,,,,
3054302,什锦饭团,1,203000303,0,1,1,0,,,,,,,,,,,,,,
3054303,什锦饭团,1,203000304,0,1,1,0,,,,,,,,,,,,,,
3054401,热炒蛤蜊,1,203000402,0,1,1,0,,,,,,,,,,,,,,
3054402,热炒蛤蜊,1,203000403,0,1,1,0,,,,,,,,,,,,,,
3054403,热炒蛤蜊,1,203000404,0,1,1,0,,,,,,,,,,,,,,
3054501,蟹肉棒,1,203000502,0,1,1,0,,,,,,,,,,,,,,
3054502,蟹肉棒,1,203000503,0,1,1,0,,,,,,,,,,,,,,
3054503,蟹肉棒,1,203000504,0,1,1,0,,,,,,,,,,,,,,
3054601,金枪鱼串烧,1,203000602,0,1,1,0,,,,,,,,,,,,,,
3054602,金枪鱼串烧,1,203000603,0,1,1,0,,,,,,,,,,,,,,
3054603,金枪鱼串烧,1,203000604,0,1,1,0,,,,,,,,,,,,,,
3054701,鱼子酱1星,1,203001102,0,1,1,0,,,,,,,,,,,,,,
3054702,鱼子酱2星,1,203001103,0,1,1,0,,,,,,,,,,,,,,
3054703,鱼子酱3星,1,203001104,0,1,1,0,,,,,,,,,,,,,,
3054801,鲜贝粥1星,1,203001202,0,1,1,0,,,,,,,,,,,,,,
3054802,鲜贝粥2星,1,203001203,0,1,1,0,,,,,,,,,,,,,,
3054803,鲜贝粥3星,1,203001204,0,1,1,0,,,,,,,,,,,,,,
3055001,煮糊的蒸蟹螯1星,1,203000901,0,1,1,0,,,,,,,,,,,,,,
3055101,煮糊的口感爽滑的面1星,1,203000101,0,1,1,0,,,,,,,,,,,,,,
3055201,煮糊的鲜虾汁1星,1,203000201,0,1,1,0,,,,,,,,,,,,,,
3055301,煮糊的什锦饭团1星,1,203000301,0,1,1,0,,,,,,,,,,,,,,
3055401,煮糊的热炒蛤蜊1星,1,203000401,0,1,1,0,,,,,,,,,,,,,,
3055501,煮糊的蟹肉棒1星,1,203000501,0,1,1,0,,,,,,,,,,,,,,
3055601,煮糊的金枪鱼串烧1星,1,203000601,0,1,1,0,,,,,,,,,,,,,,
3055701,煮糊的鱼子酱1星,1,203001101,0,1,1,0,,,,,,,,,,,,,,
3055801,煮糊的鲜贝粥1星,1,203001201,0,1,1,0,,,,,,,,,,,,,,
3050006,自动钓鱼书,1,927301,0,1,0,0,,,,,,,,,,,,,,
3050010,自动采摘书,1,937201,0,1,0,0,,,,,,,,,,,,,,
3050011,自动挖矿书,1,937301,0,1,0,0,,,,,,,,,,,,,,
2010009,集中药水,1,315000801,0,1,1,0,,,,,,,,,,,,,,
2010016,轻盈集中药水,1,315000802,0,1,1,0,,,,,,,,,,,,,,
2035001,抽奖券,6,7770001,0,1,0,0,,,,,,,,,,,,,,
2035019,抽奖券碎片,30,40001,0,1,0,0,,,,,,,,0,,,,,,
2090009,职业头饰图纸礼包,5,2100880,0,1,0,0,,,,,,,,,,,,,,
1010009,小恶魔套装（男）,5,2100950,0,1,0,0,,,,,,,,,,,,,,
1010010,小恶魔套装（女）,5,2100960,0,1,0,0,,,,,,,,,,,,,,
2090010,小恶魔时装礼盒,5,2101010,0,1,0,0,,,,,,,,,,,,,,
2040006,绵绵岛的建设物资,5,2101030,0,1,0,0,,,,,,,,,,,,,,
2021001,箭矢,8,0|27|5|0|0,0,1,0,0,,,,,,"在任何地方都可以取得,是种一般常见的箭矢|物理攻击+5",,,,,,,,
2021002,钢铁箭矢,8,0|27|60|0|0,0,1,0,0,,,,,,钢铁制成的箭矢。拥有相当高的攻击力量|物理攻击+60,,,,,,,,
2021003,火箭矢,8,3|27|5|0|0,0,1,0,0,,,,,,前端可以燃火的箭矢|火属性攻击，物理攻击+5,,,,,,,,
2021004,水灵箭矢,8,4|27|5|0|0,0,1,0,0,,,,,,以水晶制作而成的箭矢|水属性攻击，物理攻击+5,,,,,,,,
2021005,银箭矢,8,6|27|5|0|0,0,1,0,0,,,,,,内含神圣力量的银质箭矢|圣属性攻击，物理攻击+5,,,,,,,,
2021006,风灵箭矢,8,1|27|5|0|0,0,1,0,0,,,,,,簇拥疾风之力的魔法箭矢|风属性攻击，物理攻击+5,,,,,,,,
2021007,地灵箭矢,8,2|27|5|0|0,0,1,0,0,,,,,,以坚硬的岩石所制作而成的箭矢|地属性攻击，物理攻击+5,,,,,,,,
2050002,公会礼盒,11,2050000,0,1,3,0,,,,,,,,,,,,,,
2050004,神秘原石,0,,,,,,,,,,,,,,,,,,,
2031004,天地树叶子,9,31011301,0,0|2,0,0,,,,25=0|1=0|2=0|16=0|19=0|21=0|22=0|505=0|513=0|522=0,,,,,,,,,,
2040007,卢恩视觉杂志,0,,,,,,,,,,,,,,,,,,,
2040008,主题派对邀请函,0,,,,,,,,,,,,,,,,,,,
2040010,时尚周刊邀请函,4,,,,,,,,,,,,,,,,,,,
2040011,全自动守护装置,4,,,,,,,,,,,,,,,,,,,
3051401,黄金果,10,12|6213,,,,,,,,,,,,,,,,,,
3051402,野莓,10,12|6213,,,,,,,,,,,,,,,,,,
3051403,剑梨,10,12|6213,,,,,,,,,,,,,,,,,,
3051404,椰子,10,12|6213,,,,,,,,,,,,,,,,,,
3051405,红玉果,10,12|6213,,,,,,,,,,,,,,,,,,
3051406,浆果,10,12|6213,,,,,,,,,,,,,,,,,,
2035002,小恶魔抽奖券,13,,0,0,0,0,,,,,,,,,,,,,,
2035014,小恶魔兑换券（限时）,13,,0,0,0,0,,,,,,,,,,,,,,
1020024,鲨鱼恶霸,24,,0,1,0,0,,,,,,,,,,,,,,
1020015,限时波利,22,,0,1,0,0,,,,,,,,,,,,,,
1020027,布布,24,,0,1,0,0,,,,,,,,,,,,,,
1020028,吉吉,24,,0,1,0,0,,,,,,,,,,,,,,
1020029,岛岛,24,,0,1,0,0,,,,,,,,,,,,,,
1021027,布布（15天）,22,,0,1,0,0,,,,,,,,,,,,,,
1021028,布布（7天）,22,,0,1,0,0,,,,,,,,,,,,,,
1021029,吉吉（7天）,22,,0,1,0,0,,,,,,,,,,,,,,
1021030,岛岛（7天）,22,,0,1,0,0,,,,,,,,,,,,,,
1029025,木乃伊王座(15天),22,,0,1,0,0,,,,,,,,,,,,,,
1029026,滑板(15天),22,,0,1,0,0,,,,,,,,,,,,,,
1020007,抱抱熊,24,,0,1,0,0,,,,,,,,,,,,,,
1020030,游泳鸭,24,,0,1,0,0,,,,,,,,,,,,,,
1020031,月亮木马,24,,0,1,0,0,,,,,,,,,,,,,,
1021041,分裂蘑菇,24,,0,1,0,0,,,,,,,,,,,,,,
1021043,魔法飞行扫把,24,,0,1,0,0,,,,,,,,,,,,,,
1021044,拉风南瓜车,24,,0,1,0,0,,,,,,,,,,,,,,
1021045,驯鹿摩托车,24,,0,1,0,0,,,,,,,,,,,,,,
1021046,咕咕鸡,24,,0,1,0,0,,,,,,,,,,,,,,
1021047,浮空摩托,24,,0,1,0,0,,,,,,,,,,,,,,
1021048,公主贝壳,24,,0,1,0,0,,,,,,,,,,,,,,
1021049,欢庆麋鹿,24,,0,1,0,0,,,,,,,,,,,,,,
1021050,骷髅战马,24,,0,1,0,0,,,,,,,,,,,,,,
1021051,RO-002型,24,,0,1,0,0,,,,,,,,,,,,,,
1021052,弯角羊,24,,0,1,0,0,,,,,,,,,,,,,,
1021053,兔子团,24,,0,1,0,0,,,,,,,,,,,,,,
1021054,中秋玉兔,24,,0,1,0,0,,,,,,,,,,,,,,
1021055,黑色星期五,24,,0,1,0,0,,,,,,,,,,,,,,
1021056,魔术球,24,,0,1,0,0,,,,,,,,,,,,,,
1021057,时光之轮,24,,0,1,0,0,,,,,,,,,,,,,,
1021058,惊悚稻草人,24,,0,1,0,0,,,,,,,,,,,,,,
1021059,绒绒虫宝宝,24,,0,1,0,0,,,,,,,,,,,,,,
1021060,筋斗云,24,,0,1,0,0,,,,,,,,,,,,,,
1021062,狸猫轿子,24,,0,1,0,0,,,,,,,,,,,,,,
1021063,熊猫卡丁车,24,,0,1,0,0,,,,,,,,,,,,,,
1021064,企鹅滑雪板,24,,0,1,0,0,,,,,,,,,,,,,,
1021065,圣诞摇摇床,24,,0,1,0,0,,,,,,,,,,,,,,
1021066,海马,24,,0,1,0,0,,,,,,,,,,,,,,
1021067,海盗船,24,,0,1,0,0,,,,,,,,,,,,,,
1021068,蒸汽独轮车,24,,0,1,0,0,,,,,,,,,,,,,,
1021069,彩虹针织桥,24,,0,1,0,0,,,,,,,,,,,,,,
1021042,炫酷魔物滑板,24,,0,1,0,0,,,,,,,,,,,,,,
1020023,木乃伊王座,24,,0,1,0,0,,,,,,,,,,,,,,
1020025,哭泣汉堡,24,,0,1,0,0,,,,,,,,,,,,,,
1020009,波利串串,24,,0,1,0,0,,,,,,,,,,,,,,
1020003,小恶魔双人车,24,,0,1,0,0,,,,,,,,,,,,,,
1020021,博学幽灵,24,,0,1,0,0,,,,,,,,,,,,,,
1020022,白幽灵秋千,24,,0,1,0,0,,,,,,,,,,,,,,
1020026,泡泡,24,,0,1,0,0,,,,,,,,,,,,,,
3024001,曲奇饼干,4,,0,1,0,0,,,,,,,,,,,,,,
3024002,高级饼干,4,,0,1,0,0,,,,,,,,,,,,,,
3024003,超级饼干,4,,0,1,0,0,,,,,,,,,,,,,,
3024004,野生猕猴桃,4,,0,1,0,0,,,,,,,,,,,,,,
3024005,阳光猕猴桃,4,,0,1,0,0,,,,,,,,,,,,,,
3024006,冻干蓝莓,17,1|10,0,1,0,0,,,,,,,,,,,,,,
3024007,冻干苹果,17,2|10,0,1,0,0,,,,,,,,,,,,,,
3024008,冻干草莓,17,3|10,0,1,0,0,,,,,,,,,,,,,,
3024009,冻干杨桃,17,4|10,0,1,0,0,,,,,,,,,,,,,,
3024010,冻干橙子,17,5|10,0,1,0,0,,,,,,,,,,,,,,
2090012,头饰自选包,7,2101040|3,0,1,0,0,,,,,,,,,,,,,,
3078011,力量药剂1星,1,203888702,0,1,1,0,,,,,,,,,,,,,,
3078012,力量药剂2星,1,203888703,0,1,1,0,,,,,,,,,,,,,,
3078013,力量药剂3星,1,203888704,0,1,1,0,,,,,,,,,,,,,,
3078014,智力药剂1星,1,203888802,0,1,1,0,,,,,,,,,,,,,,
3078015,智力药剂2星,1,203888803,0,1,1,0,,,,,,,,,,,,,,
3078016,智力药剂3星,1,203888804,0,1,1,0,,,,,,,,,,,,,,
3078017,敏捷药剂1星,1,203888902,0,1,1,0,,,,,,,,,,,,,,
3078018,敏捷药剂2星,1,203888903,0,1,1,0,,,,,,,,,,,,,,
3078019,敏捷药剂3星,1,203888904,0,1,1,0,,,,,,,,,,,,,,
3078020,灵巧药剂1星,1,203889002,0,1,1,0,,,,,,,,,,,,,,
3078021,灵巧药剂2星,1,203889003,0,1,1,0,,,,,,,,,,,,,,
3078022,灵巧药剂3星,1,203889004,0,1,1,0,,,,,,,,,,,,,,
3078023,体质药剂1星,1,203889102,0,1,1,0,,,,,,,,,,,,,,
3078024,体质药剂2星,1,203889103,0,1,1,0,,,,,,,,,,,,,,
3078025,体质药剂3星,1,203889104,0,1,1,0,,,,,,,,,,,,,,
3078026,幸运药剂1星,1,203889202,0,1,1,0,,,,,,,,,,,,,,
3078027,幸运药剂2星,1,203889203,0,1,1,0,,,,,,,,,,,,,,
3078028,幸运药剂3星,1,203889204,0,1,1,0,,,,,,,,,,,,,,
3079011,煮糊的力量药剂1星,1,203888701,0,1,1,0,,,,,,,,,,,,,,
3079014,煮糊的智力药剂1星,1,203888801,0,1,1,0,,,,,,,,,,,,,,
3079017,煮糊的敏捷药剂1星,1,203888901,0,1,1,0,,,,,,,,,,,,,,
3079020,煮糊的灵巧药剂1星,1,203889001,0,1,1,0,,,,,,,,,,,,,,
3079023,煮糊的体质药剂1星,1,203889101,0,1,1,0,,,,,,,,,,,,,,
3079026,煮糊的幸运药剂1星,1,203889201,0,1,1,0,,,,,,,,,,,,,,
3081001,融合1,1,203001807,0,1,1,0,,,,,,,,,,,,,,
3081011,融合2,1,203001907,0,1,1,0,,,,,,,,,,,,,,
3081021,融合3,1,203002007,0,1,1,0,,,,,,,,,,,,,,
3081031,融合4,1,203002107,0,1,1,0,,,,,,,,,,,,,,
3081041,融合5,1,203002207,0,1,1,0,,,,,,,,,,,,,,
3081051,融合6,1,203002307,0,1,1,0,,,,,,,,,,,,,,
3081061,融合7,1,203002407,0,1,1,0,,,,,,,,,,,,,,
3081071,融合8,1,203002507,0,1,1,0,,,,,,,,,,,,,,
3081081,融合9,1,203002607,0,1,1,0,,,,,,,,,,,,,,
3081091,融合10,1,203002707,0,1,1,0,,,,,,,,,,,,,,
3081101,融合11,1,203002807,0,1,1,0,,,,,,,,,,,,,,
3081111,融合12,1,203002907,0,1,1,0,,,,,,,,,,,,,,
3081121,融合13,1,203003007,0,1,1,0,,,,,,,,,,,,,,
3081131,融合14,1,203003107,0,1,1,0,,,,,,,,,,,,,,
3081141,融合15,1,203003207,0,1,1,0,,,,,,,,,,,,,,
3081151,融合16,1,203003307,0,1,1,0,,,,,,,,,,,,,,
3081161,融合17,1,203003407,0,1,1,0,,,,,,,,,,,,,,
3081171,融合18,1,203003507,0,1,1,0,,,,,,,,,,,,,,
3081181,融合19,1,203003607,0,1,1,0,,,,,,,,,,,,,,
3081191,融合20,1,203003707,0,1,1,0,,,,,,,,,,,,,,
3081201,融合21,1,203003807,0,1,1,0,,,,,,,,,,,,,,
3081211,融合22,1,203003907,0,1,1,0,,,,,,,,,,,,,,
3081221,融合23,1,203004007,0,1,1,0,,,,,,,,,,,,,,
3081231,融合24,1,203004107,0,1,1,0,,,,,,,,,,,,,,
3081241,融合25,1,203004207,0,1,1,0,,,,,,,,,,,,,,
3081251,融合26,1,203012307,0,1,1,0,,,,,,,,,,,,,,
3081261,融合27,1,203012407,0,1,1,0,,,,,,,,,,,,,,
3081271,融合28,1,203012507,0,1,1,0,,,,,,,,,,,,,,
3081281,融合29,1,203012607,0,1,1,0,,,,,,,,,,,,,,
3081291,融合30,1,203012707,0,1,1,0,,,,,,,,,,,,,,
3081301,融合31,1,203012807,0,1,1,0,,,,,,,,,,,,,,
3081311,融合32,1,203012907,0,1,1,0,,,,,,,,,,,,,,
3081321,融合33,1,203013007,0,1,1,0,,,,,,,,,,,,,,
3081331,融合34,1,203013107,0,1,1,0,,,,,,,,,,,,,,
3081341,融合35,1,203013207,0,1,1,0,,,,,,,,,,,,,,
3081351,融合36,1,203013307,0,1,1,0,,,,,,,,,,,,,,
3081361,融合37,1,203013407,0,1,1,0,,,,,,,,,,,,,,
3081371,融合38,1,203013507,0,1,1,0,,,,,,,,,,,,,,
3081381,融合39,1,203013607,0,1,1,0,,,,,,,,,,,,,,
3081391,融合40,1,203013707,0,1,1,0,,,,,,,,,,,,,,
3081401,融合1,1,203001806,0,1,1,0,,,,,,,,,,,,,,
3081411,融合2,1,203001906,0,1,1,0,,,,,,,,,,,,,,
3081421,融合3,1,203002006,0,1,1,0,,,,,,,,,,,,,,
3081431,融合4,1,203002106,0,1,1,0,,,,,,,,,,,,,,
3081441,融合5,1,203002206,0,1,1,0,,,,,,,,,,,,,,
3081451,融合6,1,203002306,0,1,1,0,,,,,,,,,,,,,,
3081461,融合7,1,203002406,0,1,1,0,,,,,,,,,,,,,,
3081471,融合8,1,203002506,0,1,1,0,,,,,,,,,,,,,,
3081481,融合9,1,203002606,0,1,1,0,,,,,,,,,,,,,,
3081491,融合10,1,203002706,0,1,1,0,,,,,,,,,,,,,,
3081501,融合11,1,203002806,0,1,1,0,,,,,,,,,,,,,,
3081511,融合12,1,203002906,0,1,1,0,,,,,,,,,,,,,,
3081521,融合13,1,203003006,0,1,1,0,,,,,,,,,,,,,,
3081531,融合14,1,203003106,0,1,1,0,,,,,,,,,,,,,,
3081541,融合15,1,203003206,0,1,1,0,,,,,,,,,,,,,,
3081551,融合16,1,203003306,0,1,1,0,,,,,,,,,,,,,,
3081561,融合17,1,203003406,0,1,1,0,,,,,,,,,,,,,,
3081571,融合18,1,203003506,0,1,1,0,,,,,,,,,,,,,,
3081581,融合19,1,203003606,0,1,1,0,,,,,,,,,,,,,,
3081591,融合20,1,203003706,0,1,1,0,,,,,,,,,,,,,,
3081601,融合21,1,203003806,0,1,1,0,,,,,,,,,,,,,,
3081611,融合22,1,203003906,0,1,1,0,,,,,,,,,,,,,,
3081621,融合23,1,203004006,0,1,1,0,,,,,,,,,,,,,,
3081631,融合24,1,203004106,0,1,1,0,,,,,,,,,,,,,,
3081641,融合25,1,203004206,0,1,1,0,,,,,,,,,,,,,,
3081651,融合26,1,203012306,0,1,1,0,,,,,,,,,,,,,,
3081661,融合27,1,203012406,0,1,1,0,,,,,,,,,,,,,,
3081671,融合28,1,203012506,0,1,1,0,,,,,,,,,,,,,,
3081681,融合29,1,203012606,0,1,1,0,,,,,,,,,,,,,,
3081691,融合30,1,203012706,0,1,1,0,,,,,,,,,,,,,,
3081701,融合31,1,203012806,0,1,1,0,,,,,,,,,,,,,,
3081711,融合32,1,203012906,0,1,1,0,,,,,,,,,,,,,,
3081721,融合33,1,203013006,0,1,1,0,,,,,,,,,,,,,,
3081731,融合34,1,203013106,0,1,1,0,,,,,,,,,,,,,,
3081741,融合35,1,203013206,0,1,1,0,,,,,,,,,,,,,,
3081751,融合36,1,203013306,0,1,1,0,,,,,,,,,,,,,,
3081761,融合37,1,203013406,0,1,1,0,,,,,,,,,,,,,,
3081771,融合38,1,203013506,0,1,1,0,,,,,,,,,,,,,,
3081781,融合39,1,203013606,0,1,1,0,,,,,,,,,,,,,,
3081791,融合40,1,203013706,0,1,1,0,,,,,,,,,,,,,,
3081801,融合1,1,203001805,0,1,1,0,,,,,,,,,,,,,,
3081811,融合2,1,203001905,0,1,1,0,,,,,,,,,,,,,,
3081821,融合3,1,203002005,0,1,1,0,,,,,,,,,,,,,,
3081831,融合4,1,203002105,0,1,1,0,,,,,,,,,,,,,,
3081841,融合5,1,203002205,0,1,1,0,,,,,,,,,,,,,,
3081851,融合6,1,203002305,0,1,1,0,,,,,,,,,,,,,,
3081861,融合7,1,203002405,0,1,1,0,,,,,,,,,,,,,,
3081871,融合8,1,203002505,0,1,1,0,,,,,,,,,,,,,,
3081881,融合9,1,203002605,0,1,1,0,,,,,,,,,,,,,,
3081891,融合10,1,203002705,0,1,1,0,,,,,,,,,,,,,,
3081901,融合11,1,203002805,0,1,1,0,,,,,,,,,,,,,,
3081911,融合12,1,203002905,0,1,1,0,,,,,,,,,,,,,,
3081921,融合13,1,203003005,0,1,1,0,,,,,,,,,,,,,,
3081931,融合14,1,203003105,0,1,1,0,,,,,,,,,,,,,,
3081941,融合15,1,203003205,0,1,1,0,,,,,,,,,,,,,,
3081951,融合16,1,203003305,0,1,1,0,,,,,,,,,,,,,,
3081961,融合17,1,203003405,0,1,1,0,,,,,,,,,,,,,,
3081971,融合18,1,203003505,0,1,1,0,,,,,,,,,,,,,,
3081981,融合19,1,203003605,0,1,1,0,,,,,,,,,,,,,,
3081991,融合20,1,203003705,0,1,1,0,,,,,,,,,,,,,,
3082001,融合21,1,203003805,0,1,1,0,,,,,,,,,,,,,,
3082011,融合22,1,203003905,0,1,1,0,,,,,,,,,,,,,,
3082021,融合23,1,203004005,0,1,1,0,,,,,,,,,,,,,,
3082031,融合24,1,203004105,0,1,1,0,,,,,,,,,,,,,,
3082041,融合25,1,203004205,0,1,1,0,,,,,,,,,,,,,,
3082051,融合26,1,203012305,0,1,1,0,,,,,,,,,,,,,,
3082061,融合27,1,203012405,0,1,1,0,,,,,,,,,,,,,,
3082071,融合28,1,203012505,0,1,1,0,,,,,,,,,,,,,,
3082081,融合29,1,203012605,0,1,1,0,,,,,,,,,,,,,,
3082091,融合30,1,203012705,0,1,1,0,,,,,,,,,,,,,,
3082101,融合31,1,203012805,0,1,1,0,,,,,,,,,,,,,,
3082111,融合32,1,203012905,0,1,1,0,,,,,,,,,,,,,,
3082121,融合33,1,203013005,0,1,1,0,,,,,,,,,,,,,,
3082131,融合34,1,203013105,0,1,1,0,,,,,,,,,,,,,,
3082141,融合35,1,203013205,0,1,1,0,,,,,,,,,,,,,,
3082151,融合36,1,203013305,0,1,1,0,,,,,,,,,,,,,,
3082161,融合37,1,203013405,0,1,1,0,,,,,,,,,,,,,,
3082171,融合38,1,203013505,0,1,1,0,,,,,,,,,,,,,,
3082181,融合39,1,203013605,0,1,1,0,,,,,,,,,,,,,,
3082191,融合40,1,203013705,0,1,1,0,,,,,,,,,,,,,,
3083001,卡普拉的激励,1,204000001,0,1,1,0,,,,,,,,,,,,,,
3083002,卡普拉的激励,1,204000001,0,1,1,0,,,,,,,,,,,,,1,
3084001,巨人之心,1,5080101,0,1,3,0,,,,519=1,,,,,,,,,,
3084002,英雄的火炬,1,5080201,0,1,3,0,,,,519=1,,,,,,,,,,
3084003,女神的庇佑,1,5080301,0,1,3,0,,,,519=1,,,,,,,,,,
3084004,生命之源,1,5080401,0,1,3,0,,,,519=1,,,,,,,,,,
3084005,冲锋号角,1,5080501,0,1,3,0,,,,519=1,,,,,,,,,,
3084006,疾风卷轴,1,5080601,0,1,5,0,,,,519=1,,,,,,,,,,
3084007,飓风卷轴,1,5080701,0,1,7,0,,,,519=1,,,,,,,,,,
3084008,速效蓝色药水,1,5080801,0,1,3,0,,,,519=1,,,,,,,,,,
3084009,风精灵的信物,1,5080901,0,1,5,0,,,,519=1,,,,,,,,,,
3084010,土精灵的信物,1,5081001,0,1,5,0,,,,519=1,,,,,,,,,,
3084011,水精灵的信物,1,5081201,0,1,5,0,,,,519=1,,,,,,,,,,
3084012,火精灵的信物,1,5081101,0,1,5,0,,,,519=1,,,,,,,,,,
3084013,神圣之匣,1,5081301,0,1,15,0,,,,519=1,,,,,,,,,,
3084014,英灵的念珠,1,5081401,0,1,15,0,,,,519=1,,,,,,,,,,
3085001,姜饼,1,4511401,0,1,5,0,,,,522=0,,,,,,,,,,
3085008,装饰水晶礼盒,5,8570200,0,1,0,0,,,,,,,,,,,,,,
3085009,水晶能量石礼盒,5,8570210,0,1,0,0,,,,,,,,,,,,,,
3085010,雪花结晶礼盒,5,8570220,0,1,0,0,,,,,,,,,,,,,,
2080027,魔力放大枪,1,4501901,0,1,3,0,,,,521=1,,,,,,,,,,
2080028,魔力缩小枪,1,4502001,0,1,3,0,,,,521=1,,,,,,,,,,
2080029,魔力电击枪,1,4502101,0,1,3,0,,,,,,,,,,,,,,
2080030,魔力烟花,1,4502201,0,1,3,0,,,,,,,,,,,,,,
2081037,半周年纪念烟花（小）,1,4529001,0,1,3,0,,,,,,,,,,,,,,
2081038,半周年纪念烟花（中）,1,4529101,0,1,3,0,,,,,,,,,,,,,,
2081039,半周年纪念烟花（大）,1,4529201,0,1,1,0,,,,,,,,,,,,,,
2080024,南瓜糖,1,4503001,0,1,5,0,,,,,,,,,,,,,,
2080025,南瓜派,1,4502801,0,1,1,0,,,,,,,,,,,,,,
2080026,南瓜粥,1,4502901,0,1,1,0,,,,,,,,,,,,,,
2080102,暖心年糕汤,5,8600050,0,1,0,0,,,,,,,,,,,,1,,
2080103,元气五谷饭,5,8600060,0,1,0,0,,,,,,,,,,,,1,,
2080104,多吃不胖烤肉,5,8600070,0,1,0,0,,,,,,,,,,,,1,,
