Id,EnchantId,Text,Property,BindProperty,PropertyDec,Quality,Pro,RandomType,SortId,TypeId,TypeScore,profession,LimitTime
781,23,110级铠甲库,0=47=900,,2055,2,50,900=1100=90|1100=1201=10,396,3,60,2000|3000|4000|5000|6000|7000|3201,
782,23,110级铠甲库,0=49=120,,2056,2,50,100=130=100|130=141=20,397,3,60,,
783,23,110级铠甲库,0=32=12,,2057,2,50,10=11=100|11=12=60|12=14=15|14=16=5,398,3,60,,
784,23,110级铠甲库,0=41=12,,2058,2,40,10=11=100|11=12=60|12=14=15|14=16=5,399,3,60,,
785,23,110级铠甲库,0=57=12,,2061,2,50,10=11=100|11=12=60|12=14=15|14=16=5,400,3,60,,
786,23,110级铠甲库,1=710018243=0,,2080,3,160,1=1=1,401,1,60,2000|3000|6000|3201,
787,23,110级铠甲库,1=710018344=0,,2080,3,85,1=1=1,402,1,60,2000|3000|6000|3201,
788,23,110级铠甲库,1=710018445=0,,2080,3,35,1=1=1,403,1,60,2000|3000|6000|3201,
789,23,110级铠甲库,1=710018546=0,,2080,3,15,1=1=1,404,1,60,2000|3000|6000|3201,
790,23,110级铠甲库,1=710018647=0,,2080,3,5,1=1=1,405,1,60,2000|3000|6000|3201,
791,23,110级铠甲库,1=710020263=0,,2094,3,160,1=1=1,406,1,60,2000|3000|4000|5000|6000|7000|3201,
792,23,110级铠甲库,1=710020364=0,,2094,3,85,1=1=1,407,1,60,2000|3000|4000|5000|6000|7000|3201,
793,23,110级铠甲库,1=710020465=0,,2094,3,35,1=1=1,408,1,60,2000|3000|4000|5000|6000|7000|3201,
794,23,110级铠甲库,1=710020566=0,,2094,3,15,1=1=1,409,1,60,2000|3000|4000|5000|6000|7000|3201,
795,23,110级铠甲库,1=710020667=0,,2094,3,5,1=1=1,410,1,60,2000|3000|4000|5000|6000|7000|3201,
796,23,110级铠甲库,1=710022283=0,,2101,3,160,1=1=1,411,1,60,2000|3000|4000|5000|6000|7000|3201,
797,23,110级铠甲库,1=710022384=0,,2101,3,85,1=1=1,412,1,60,2000|3000|4000|5000|6000|7000|3201,
798,23,110级铠甲库,1=710022485=0,,2101,3,35,1=1=1,413,1,60,2000|3000|4000|5000|6000|7000|3201,
799,23,110级铠甲库,1=710022586=0,,2101,3,15,1=1=1,414,1,60,2000|3000|4000|5000|6000|7000|3201,
800,23,110级铠甲库,1=710022687=0,,2101,3,5,1=1=1,415,1,60,2000|3000|4000|5000|6000|7000|3201,
801,23,110级铠甲库,1=710019253=0,,2108,3,160,1=1=1,416,1,60,2000|3000|4000|5000|6000|7000|3201,
802,23,110级铠甲库,1=710019354=0,,2108,3,85,1=1=1,417,1,60,2000|3000|4000|5000|6000|7000|3201,
803,23,110级铠甲库,1=710019455=0,,2108,3,35,1=1=1,418,1,60,2000|3000|4000|5000|6000|7000|3201,
804,23,110级铠甲库,1=710019556=0,,2108,3,15,1=1=1,419,1,60,2000|3000|4000|5000|6000|7000|3201,
805,23,110级铠甲库,1=710019657=0,,2108,3,5,1=1=1,420,1,60,2000|3000|4000|5000|6000|7000|3201,
806,23,110级铠甲库,1=710021273=0,,2087,3,160,1=1=1,421,1,60,,
807,23,110级铠甲库,1=710021374=0,,2087,3,85,1=1=1,422,1,60,,
808,23,110级铠甲库,1=710021475=0,,2087,3,35,1=1=1,423,1,60,,
809,23,110级铠甲库,1=710021576=0,,2087,3,15,1=1=1,424,1,60,,
810,23,110级铠甲库,1=710021677=0,,2087,3,5,1=1=1,425,1,60,,
811,24,110级披风库,0=16=10,,2012,1,50,4=6=500|6=7=400|7=8=100,518,2,60,3000|4000,
812,24,110级披风库,0=22=10,,2015,1,50,4=6=500|6=7=400|7=8=100,519,2,60,,
813,24,110级披风库,0=24=10,,2016,1,50,4=6=500|6=7=400|7=8=100,520,2,60,5000|7000,
814,24,110级披风库,0=47=650,,2055,1,50,160=340=500|340=520=400|520=650=100,521,3,60,2000|3000|4000|5000|6000|7000|3201,
815,24,110级披风库,0=49=150,,2056,1,40,80=110=500|110=121=400|121=130=100,522,3,60,,
816,24,110级披风库,0=41=12,,2058,1,40,5=7=500|7=8=400|8=10=100,523,3,60,,
817,24,110级披风库,0=53=9,,2059,1,50,4=6=500|6=7=400|7=8=100,524,3,60,,
818,24,110级披风库,0=16=10,,2012,2,50,8=9=100|9=11=60|11=12=15|12=13=5,525,2,60,3000|4000,
819,24,110级披风库,0=22=10,,2015,2,50,8=9=100|9=11=60|11=12=15|12=13=5,526,2,60,,
820,24,110级披风库,0=24=10,,2016,2,50,8=9=100|9=11=60|11=12=15|12=13=5,527,2,60,5000|7000,
821,24,110级披风库,0=47=650,,2055,2,50,650=730=100|730=851=20,528,3,60,2000|3000|4000|5000|6000|7000|3201,
822,24,110级披风库,0=49=150,,2056,2,40,130=150=100|150=176=20,529,3,60,,
823,24,110级披风库,0=41=12,,2058,2,40,10=11=100|11=12=60|12=14=15|14=16=5,530,3,60,,
824,24,110级披风库,0=53=9,,2059,2,50,8=9=100|9=11=60|11=12=15|12=13=5,531,3,60,,
825,24,110级披风库,1=710018243=0,,2080,3,160,1=1=1,532,1,60,2000|3000|6000|3201,
826,24,110级披风库,1=710018344=0,,2080,3,85,1=1=1,533,1,60,2000|3000|6000|3201,
827,24,110级披风库,1=710018445=0,,2080,3,35,1=1=1,534,1,60,2000|3000|6000|3201,
828,24,110级披风库,1=710018546=0,,2080,3,15,1=1=1,535,1,60,2000|3000|6000|3201,
829,24,110级披风库,1=710018647=0,,2080,3,5,1=1=1,536,1,60,2000|3000|6000|3201,
830,24,110级披风库,1=710020263=0,,2094,3,160,1=1=1,537,1,60,2000|3000|4000|5000|6000|7000|3201,
831,24,110级披风库,1=710020364=0,,2094,3,85,1=1=1,538,1,60,2000|3000|4000|5000|6000|7000|3201,
832,24,110级披风库,1=710020465=0,,2094,3,35,1=1=1,539,1,60,2000|3000|4000|5000|6000|7000|3201,
833,24,110级披风库,1=710020566=0,,2094,3,15,1=1=1,540,1,60,2000|3000|4000|5000|6000|7000|3201,
834,24,110级披风库,1=710020667=0,,2094,3,5,1=1=1,541,1,60,2000|3000|4000|5000|6000|7000|3201,
835,24,110级披风库,1=710022283=0,,2101,3,160,1=1=1,542,1,60,2000|3000|4000|5000|6000|7000|3201,
836,24,110级披风库,1=710022384=0,,2101,3,85,1=1=1,543,1,60,2000|3000|4000|5000|6000|7000|3201,
837,24,110级披风库,1=710022485=0,,2101,3,35,1=1=1,544,1,60,2000|3000|4000|5000|6000|7000|3201,
838,24,110级披风库,1=710022586=0,,2101,3,15,1=1=1,545,1,60,2000|3000|4000|5000|6000|7000|3201,
839,24,110级披风库,1=710022687=0,,2101,3,5,1=1=1,546,1,60,2000|3000|4000|5000|6000|7000|3201,
840,24,110级披风库,1=710019253=0,,2108,3,160,1=1=1,547,1,60,2000|3000|4000|5000|6000|7000|3201,
841,24,110级披风库,1=710019354=0,,2108,3,85,1=1=1,548,1,60,2000|3000|4000|5000|6000|7000|3201,
842,24,110级披风库,1=710019455=0,,2108,3,35,1=1=1,549,1,60,2000|3000|4000|5000|6000|7000|3201,
843,24,110级披风库,1=710019556=0,,2108,3,15,1=1=1,550,1,60,2000|3000|4000|5000|6000|7000|3201,
844,24,110级披风库,1=710019657=0,,2108,3,5,1=1=1,551,1,60,2000|3000|4000|5000|6000|7000|3201,
845,24,110级披风库,1=710021273=0,,2087,3,160,1=1=1,552,1,60,,
846,24,110级披风库,1=710021374=0,,2087,3,85,1=1=1,553,1,60,,
847,24,110级披风库,1=710021475=0,,2087,3,35,1=1=1,554,1,60,,
848,24,110级披风库,1=710021576=0,,2087,3,15,1=1=1,555,1,60,,
849,24,110级披风库,1=710021677=0,,2087,3,5,1=1=1,556,1,60,,
850,25,110级鞋子库,0=14=10,,2011,1,35,4=6=500|6=7=400|7=8=100,649,2,60,2000|5000|6000|3201,
851,25,110级鞋子库,0=22=10,,2015,1,50,4=6=500|6=7=400|7=8=100,650,2,60,,
852,25,110级鞋子库,0=24=10,,2016,1,50,4=6=500|6=7=400|7=8=100,651,2,60,5000|7000,
853,25,110级鞋子库,0=47=650,,2055,1,50,160=340=500|340=520=400|520=650=100,652,3,60,2000|3000|4000|5000|6000|7000|3201,
854,25,110级鞋子库,0=49=150,,2056,1,50,80=110=500|110=121=400|121=130=100,653,3,60,,
855,25,110级鞋子库,0=57=12,,2061,1,50,5=7=500|7=8=400|8=10=100,654,3,60,,
856,25,110级鞋子库,0=53=9,,2059,1,50,4=6=500|6=7=400|7=8=100,655,3,60,,
857,25,110级鞋子库,0=14=10,,2011,2,35,8=9=100|9=11=60|11=12=15|12=13=5,656,2,60,2000|5000|6000|3201,
858,25,110级鞋子库,0=22=10,,2015,2,50,8=9=100|9=11=60|11=12=15|12=13=5,657,2,60,,
859,25,110级鞋子库,0=24=10,,2016,2,50,8=9=100|9=11=60|11=12=15|12=13=5,658,2,60,5000|7000,
860,25,110级鞋子库,0=47=650,,2055,2,50,650=730=100|730=851=20,659,3,60,2000|3000|4000|5000|6000|7000|3201,
861,25,110级鞋子库,0=49=150,,2056,2,50,130=150=100|150=176=20,660,3,60,,
862,25,110级鞋子库,0=57=12,,2061,2,50,10=11=100|11=12=60|12=14=15|14=16=5,661,3,60,,
863,25,110级鞋子库,0=53=9,,2059,2,50,8=9=100|9=11=60|11=12=15|12=13=5,662,3,60,,
864,25,110级鞋子库,1=710018243=0,,2080,3,160,1=1=1,663,1,60,2000|3000|6000|3201,
865,25,110级鞋子库,1=710018344=0,,2080,3,85,1=1=1,664,1,60,2000|3000|6000|3201,
866,25,110级鞋子库,1=710018445=0,,2080,3,35,1=1=1,665,1,60,2000|3000|6000|3201,
867,25,110级鞋子库,1=710018546=0,,2080,3,15,1=1=1,666,1,60,2000|3000|6000|3201,
868,25,110级鞋子库,1=710018647=0,,2080,3,5,1=1=1,667,1,60,2000|3000|6000|3201,
869,25,110级鞋子库,1=710020263=0,,2094,3,160,1=1=1,668,1,60,2000|3000|4000|5000|6000|7000|3201,
870,25,110级鞋子库,1=710020364=0,,2094,3,85,1=1=1,669,1,60,2000|3000|4000|5000|6000|7000|3201,
871,25,110级鞋子库,1=710020465=0,,2094,3,35,1=1=1,670,1,60,2000|3000|4000|5000|6000|7000|3201,
872,25,110级鞋子库,1=710020566=0,,2094,3,15,1=1=1,671,1,60,2000|3000|4000|5000|6000|7000|3201,
873,25,110级鞋子库,1=710020667=0,,2094,3,5,1=1=1,672,1,60,2000|3000|4000|5000|6000|7000|3201,
874,25,110级鞋子库,1=710022283=0,,2101,3,160,1=1=1,673,1,60,2000|3000|4000|5000|6000|7000|3201,
875,25,110级鞋子库,1=710022384=0,,2101,3,85,1=1=1,674,1,60,2000|3000|4000|5000|6000|7000|3201,
876,25,110级鞋子库,1=710022485=0,,2101,3,35,1=1=1,675,1,60,2000|3000|4000|5000|6000|7000|3201,
877,25,110级鞋子库,1=710022586=0,,2101,3,15,1=1=1,676,1,60,2000|3000|4000|5000|6000|7000|3201,
878,25,110级鞋子库,1=710022687=0,,2101,3,5,1=1=1,677,1,60,2000|3000|4000|5000|6000|7000|3201,
879,25,110级鞋子库,1=710019253=0,,2108,3,160,1=1=1,678,1,60,2000|3000|4000|5000|6000|7000|3201,
880,25,110级鞋子库,1=710019354=0,,2108,3,85,1=1=1,679,1,60,2000|3000|4000|5000|6000|7000|3201,
881,25,110级鞋子库,1=710019455=0,,2108,3,35,1=1=1,680,1,60,2000|3000|4000|5000|6000|7000|3201,
882,25,110级鞋子库,1=710019556=0,,2108,3,15,1=1=1,681,1,60,2000|3000|4000|5000|6000|7000|3201,
883,25,110级鞋子库,1=710019657=0,,2108,3,5,1=1=1,682,1,60,2000|3000|4000|5000|6000|7000|3201,
884,25,110级鞋子库,1=710021273=0,,2087,3,160,1=1=1,683,1,60,,
885,25,110级鞋子库,1=710021374=0,,2087,3,85,1=1=1,684,1,60,,
886,25,110级鞋子库,1=710021475=0,,2087,3,35,1=1=1,685,1,60,,
887,25,110级鞋子库,1=710021576=0,,2087,3,15,1=1=1,686,1,60,,
888,25,110级鞋子库,1=710021677=0,,2087,3,5,1=1=1,687,1,60,,
