Id,SkillUuid,Level,NameDesign,Desc,Name,IsIP,TargetType,SkillTargetRangeType,SkillRangeType,SkillHatedType,SkillType,SkillDamType,IsAffectedASPD,ASPDPercent,IsAffectedASPDExtra,IsAoe,PushInterupt,SkillAttr,IsKnockBack,Length,IsRangeAttrImpact,IsRangeWeaponAttrImpact,WeaponTypeLimit,SecondWeaponTypeLimit,Limits,IsDisableCD,EffectExIDs,SkillPanelPos,SpePreSkillRequired,LinkAutoAtack,IsChangeColor,ChangeColor,InteruptSkill,IsUseArrow,IconEx,LimitScene,LimitSceneType,NeedEffectRange,IsEffectExStandalone,IsPassive,AutoBattlePRI,SkillEffectElementEnergy,EnergyTips,AnimationType,SingingAnimation,PreSkillRequired,SkillTypeIcon,Atlas,Icon,SkillDataPath,AITreeName,SkillDesc,SkillDescAdd,SimpleSkillDesc,ActiveCardDesc,AllowUI,LocalizationArea,Skill_Text,SkillID,SkillEffectNum,AttackCount,CreateBuff,PVEDamageRadio,PVEStaticDam,PVEFloatSingingTime,PVEFixSingingTime,PVECoolTime,PVEGroupCoolTimeType,PVEGroupCoolTime,PVPDamageRadio,PVPStaticDam,PVPFloatSingingTime,PVPFixSingingTime,PVPCoolTime,PVPGroupCoolTimeType,PVPGroupCoolTime,LowRange,FarRange,HatredToTarget,HatredPercentToTarget,HatredToMe,HatredPercentToMe,SkillCost,SkillElementEnergy,BattleVehicle,EffectShape,EffectRange,BreakHiding,AshByLua,CostDesc,SkillDescRep,CreateGroupBuff,Hatredcoefficient,SkillTriggerID,PVEConfigData,PVPConfigData,ServerUUIDData,CostSpiritSpheres,ScriptParameter,SkillScriptPrefix,SkillScriptPostfix,SkillGroupID
1000985301,1000985301,1,力量印记发射,素质加点：力量印记,,0,2,0,0,1,0,2,0,,1,0,1,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：力量印记,1000985301,1,1|1,3395201=10000|3395801=10000,0|0,0,0,0,1,0,0,0|0,0,0,0,1,0,0,0,50,,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_STR_Attack|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_STR_Attack,,1000985301
1000985401,1000985401,1,敏捷印记发射,素质加点：敏捷印记,,0,2,0,0,1,0,2,0,,1,0,1,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：敏捷印记,1000985401,1,1|1,3395301=10000|3395901=10000,0|0,0,0,0,1,0,0,0|0,0,0,0,1,0,0,0,50,,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_AGI_Attack|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_AGI_Attack,,1000985401
1000985501,1000985501,1,智力印记发射,素质加点：智力印记,,0,2,0,0,1,0,2,0,,1,0,1,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：智力印记,1000985501,1,1|1,3395401=10000|3396001=10000,0|0,0,0,0,1,0,0,0|0,0,0,0,1,0,0,0,50,,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_INT_Attack|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_INT_Attack,,1000985501
1000985601,1000985601,1,体质印记发射,素质加点：体质印记,,0,2,0,0,1,0,2,0,,1,0,1,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：体质印记,1000985601,1,1|1,3395501=10000|3396101=10000,0|0,0,0,0,1,0,0,0|0,0,0,0,1,0,0,0,50,,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_VIT_Attack|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_VIT_Attack,,1000985601
1000985701,1000985701,1,灵巧印记发射,素质加点：灵巧印记,,0,2,0,0,1,0,2,0,,1,0,1,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：灵巧印记,1000985701,1,1|1,3395601=10000|3396201=10000,0|0,0,0,0,1,0,0,0|0,0,0,0,1,0,0,0,50,,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_DEX_Attack|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_DEX_Attack,,1000985701
1000985801,1000985801,1,幸运印记发射,素质加点：幸运印记,,0,2,0,0,1,0,2,0,,1,0,1,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：幸运印记,1000985801,1,1|1,3395701=10000|3396301=10000,0|0,0,0,0,1,0,0,0|0,0,0,0,1,0,0,0,50,,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_LUK_Attack|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_LUK_Attack,,1000985801
1000985901,1000985901,1,普攻,属性加点：土波利王,,0,4,0,0,1,0,2,1,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：土波利王,1000985901,1,1,,10000,0,0,0,1.5,0,0,10000,0,0,0,1.5,0,0,0,1.5,100,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_TuBoLiWang_Attack|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_TuBoLiWang_Attack,,1000985901
1000985902,1000985902,1,地震术,属性加点：土波利王,地震术,0,4,0,0,1,0,2,0,,0,0,1,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：土波利王,1000985902,1,1,,20000,0,0,2,6,0,0,20000,0,0,0,1.5,0,0,0,40,100,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_TuBoLiWang_DiZhenShu|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_TuBoLiWang_DiZhenShu,,1000985902
1000985903,1000985903,1,超重力,属性加点：土波利王,超重力,0,1,3,0,1,0,2,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：土波利王,1000985903,1,1,,50000,0,0,3,10,0,0,30000,0,0,0,1.5,0,0,0,3,100,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_TuBoLiWang_SuperGravity|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_TuBoLiWang_SuperGravity,,1000985903
1000985904,1000985904,1,绝对防御,属性加点：土波利王,绝对防御,0,1,3,0,1,0,2,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：土波利王,1000985904,1,1,3396401=10000,10000,0,0,0,3600,0,0,10000,0,0,0,1.5,0,0,0,1.5,100,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_TuBoLiWang_AbsoluteDefense|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_TuBoLiWang_AbsoluteDefense,,1000985904
1000985905,1000985905,1,分裂1,属性加点：土波利王,分裂,0,1,3,0,1,0,2,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：土波利王,1000985905,1,1,3396601=10000,0,0,0,2,3600,0,0,0,0,0,2,3600,0,0,0,1.5,100,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_TuBoLiWang_Split|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_TuBoLiWang_Split,,1000985905
1000985906,1000985906,1,分裂2,属性加点：土波利王,分裂,0,1,3,0,1,0,2,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：土波利王,1000985906,1,1,3396601=10000|3396901=10000|3397701=10000,10000,0,0,10,3600,0,0,10000,0,0,0,1.5,0,0,0,1.5,100,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_TuBoLiWang_Split|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_TuBoLiWang_Split,,1000985906
1000985907,1000985907,1,超巨石展开,属性加点：土波利王,超巨石展开,0,1,3,0,1,0,2,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：土波利王,1000985907,1,1|1,,80000|80000,0,0,3,15,0,0,80000|80000,0,0,3,15,0,0,0,10,100,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_TuBoLiWang_RockSpread|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_TuBoLiWang_RockSpread,,1000985907
1000985908,1000985908,1,火之颂歌,属性加点：土波利王,火之颂歌,0,1,3,0,1,0,2,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：土波利王,1000985908,1,1,,100000,0,0,0,3600,0,0,30000,0,0,0,1.5,0,0,0,3,100,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_TuBoLiWang_FireSpread|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_TuBoLiWang_FireSpread,,1000985908
1000986001,1000986001,1,拔剑震屏,属性加点：土波利王,,0,1,3,0,1,0,2,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素质加点：震屏怪,1000986001,1,1,,50000,0,0,0,3600,0,0,50000,0,0,0,1.5,0,0,0,3,100,,,,,,,,,,,,,,,,,,Dungeon_SuZhiJiaDian|Monster_ShakeMonster_SwordShake|0|0|0,,,Dungeon_SuZhiJiaDian/Monster_ShakeMonster_SwordShake,,1000986001
1000990201,1000990201,1,巴雷蒙德吟唱,古卷揭示：巴雷蒙德,,0,1,3,0,3,0,1,0,,0,0,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,古卷揭示：巴雷蒙德,1000990201,1,1,,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_GuJuanJieShi1|Monster_BaLeiMengDe_YinChang|0|0|0,,,Dungeon_GuJuanJieShi1/Monster_BaLeiMengDe_YinChang,,1000990201
1000990202,1000990202,1,巴雷蒙德倒地,古卷揭示：巴雷蒙德,,0,1,3,0,3,0,1,0,,0,0,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,古卷揭示：巴雷蒙德,1000990202,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_GuJuanJieShi1|Monster_BaLeiMengDe_DaoDi|0|0|0,,,Dungeon_GuJuanJieShi1/Monster_BaLeiMengDe_DaoDi,,1000990202
1000990301,1000990301,1,裂缝生成小,古卷揭示：小裂缝,,0,1,3,0,3,0,1,0,,0,0,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,古卷揭示：小裂缝,1000990301,1,1,,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_GuJuanJieShi1|Monster_LieFeng_ShengCheng1|0|0|0,,,Dungeon_GuJuanJieShi1/Monster_LieFeng_ShengCheng1,,1000990301
1000990401,1000990401,1,裂缝生成大,古卷揭示：大裂缝,,0,1,3,0,3,0,1,0,,0,0,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,古卷揭示：大裂缝,1000990401,1,1,,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_GuJuanJieShi1|Monster_LieFeng_ShengCheng2|0|0|0,,,Dungeon_GuJuanJieShi1/Monster_LieFeng_ShengCheng2,,1000990401
1000990302,1000990302,1,裂缝消失小,古卷揭示：小裂缝,,0,1,3,0,3,0,1,0,,0,0,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,古卷揭示：小裂缝,1000990302,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_GuJuanJieShi1|Monster_LieFeng_XiaoShi1|0|0|0,,,Dungeon_GuJuanJieShi1/Monster_LieFeng_XiaoShi1,,1000990302
1000990402,1000990402,1,裂缝消失大,古卷揭示：大裂缝,,0,1,3,0,3,0,1,0,,0,0,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,古卷揭示：大裂缝,1000990402,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_GuJuanJieShi1|Monster_LieFeng_XiaoShi2|0|0|0,,,Dungeon_GuJuanJieShi1/Monster_LieFeng_XiaoShi2,,1000990402
1000990203,1000990203,1,巴雷蒙德修复裂缝,古卷揭示：巴雷蒙德,,0,1,3,0,3,0,1,0,,0,0,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,古卷揭示：巴雷蒙德,1000990203,1,1,,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_GuJuanJieShi1|Monster_BaLeiMengDe_XiuFuLieFeng|0|0|0,,,Dungeon_GuJuanJieShi1/Monster_BaLeiMengDe_XiuFuLieFeng,,1000990203
1000990204,1000990204,1,巴雷蒙德神圣殿堂,古卷揭示：巴雷蒙德,神圣殿堂,1,1,3,0,2,0,2,0,,0,0,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,古卷揭示：巴雷蒙德,1000990204,1,1,,0,0,5,0,999,0,0,0,0,0,5,0,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_GuJuanJieShi1|Monster_BaLeiMengDe_ShenShengDianTang|0|0|0,,,Dungeon_GuJuanJieShi1/Monster_BaLeiMengDe_ShenShengDianTang,,1000990204
1000990205,1000990205,1,巴雷蒙德修复裂缝2,古卷揭示：巴雷蒙德,,0,1,3,0,3,0,1,0,,0,0,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,古卷揭示：巴雷蒙德,1000990205,1,1,,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_GuJuanJieShi1|Monster_BaLeiMengDe_XiuFuLieFeng2|0|0|0,,,Dungeon_GuJuanJieShi1/Monster_BaLeiMengDe_XiuFuLieFeng2,,1000990205
1000990206,1000990206,1,怒雷强击,古卷揭示：巴雷蒙德,闪电风暴！,1,1,3,0,1,0,2,0,,0,1,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,,古卷揭示：巴雷蒙德,1000990206,1,,,5000,0,3,0,100,1,0,5000,0,0,0,1,0,0,0,25,100,,,,,,0,1,,,0,,,,,,,,Dungeon_GuJuanJieShi1|Monster_BaLeiMengDe_NuLeiQiangJi|0|0|0,,,Dungeon_GuJuanJieShi1/Monster_BaLeiMengDe_NuLeiQiangJi,,1000990206
1000991901,1000991901,1,噬魂,古卷揭示：噬魂魔,吞噬魂灵,0,2,0,1,1,0,2,0,,0,0,0,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,古卷揭示：噬魂魔,1000991901,1,1|1|1,3600601=10000|3600501=10000|3600501=10000,30000|30000|30000,0|0|0,0,1.5,20,0,0,30000,0,0,0,1,0,0,0,12,100,,,,,,,,,,,,,,,,,,Dungeon_GuJuanJieShi1|Monster_ShiHunMo_ShiHun|0|0|0,,,Dungeon_GuJuanJieShi1/Monster_ShiHunMo_ShiHun,,1000991901
1000992101,1000992101,1,巴雷蒙德神圣殿堂召唤物,古卷揭示：巴雷蒙德,,0,1,3,0,3,0,1,0,,0,0,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,古卷揭示：神圣殿堂召唤物,1000992101,1,999,3600701=10000,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_GuJuanJieShi1|Monster_BaLeiMengDe_ShenShengDianTang_Effect|0|0|0,,,Dungeon_GuJuanJieShi1/Monster_BaLeiMengDe_ShenShengDianTang_Effect,,1000992101
1000992201,1000992201,1,巴雷蒙德怒雷强击召唤物,古卷揭示：巴雷蒙德,,0,1,3,0,1,0,2,0,,0,1,1,,1,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,古卷揭示：神圣殿堂召唤物,1000992201,1,999|999|999|999,,55000|55000|55000|55000,145|145|145|145,0,0,5,0,0,550000|550000|550000|550000,0,0,0,0,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_GuJuanJieShi1|Monster_BaLeiMengDe_NuLeiQiangJi_Effect|0|0|0,,,Dungeon_GuJuanJieShi1/Monster_BaLeiMengDe_NuLeiQiangJi_Effect,,1000992201
1000992301,1000992301,1,魔化巴雷蒙德普攻,魔化巴雷蒙德：魔化巴雷蒙德,,0,4,0,0,1,0,0,1,,1,0,1,,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,魔化巴雷蒙德：巴雷蒙德,1000992301,1,1,,10000,0,0,0,1,1,0,10000,0,0,0,1,1,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_MoHuaBaLeiMengDe|Monster_BaLeiMengDe_PuGong|0|0|0,,,Dungeon_MoHuaBaLeiMengDe/Monster_BaLeiMengDe_PuGong,,1000992301
1000992302,1000992302,1,魔化巴雷蒙德爪击,魔化巴雷蒙德：魔化巴雷蒙德,魔爪攻击,0,4,0,0,1,0,2,1,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,魔化巴雷蒙德：巴雷蒙德,1000992302,1,1,,10000,0,2,0,5,1,0,25000,0,0,0,5,1,0,0,3,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_MoHuaBaLeiMengDe|Monster_BaLeiMengDe_ZhuaJi|0|0|0,,,Dungeon_MoHuaBaLeiMengDe/Monster_BaLeiMengDe_ZhuaJi,,1000992302
1000992303,1000992303,1,魔化巴雷蒙德狂暴爪击,魔化巴雷蒙德：魔化巴雷蒙德,狂暴爪击,0,1,1,0,1,0,1,1,,0,1,0,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,魔化巴雷蒙德：巴雷蒙德,1000992303,1,10|10|10,,10000|10000|10000,0,0,0,6,1,0,10000,0,0,0,7,1,0,0,4,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_MoHuaBaLeiMengDe|Monster_BaLeiMengDe_KuangBaoZhuaJi|0|0|0,,,Dungeon_MoHuaBaLeiMengDe/Monster_BaLeiMengDe_KuangBaoZhuaJi,,1000992303
1000992304,1000992304,1,魔化巴雷蒙德咒印爆发,魔化巴雷蒙德：魔化巴雷蒙德,咒印爆发,0,1,3,0,1,0,1,0,,0,1,0,0,1,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,魔化巴雷蒙德：巴雷蒙德,1000992304,1,10,,10000,0,3,0,999,2,0,10000,0,2,0,999,0,0,0,50,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_MoHuaBaLeiMengDe|Monster_BaLeiMengDe_ZhouYinBaoFa|0|0|0,,,Dungeon_MoHuaBaLeiMengDe/Monster_BaLeiMengDe_ZhouYinBaoFa,,1000992304
1000992305,1000992305,1,魔化巴雷蒙德陨石术,魔化巴雷蒙德：魔化巴雷蒙德,末日陨石！,0,1,3,0,1,0,2,0,,0,1,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,魔化巴雷蒙德：巴雷蒙德,1000992305,1,1,,10000,0,3,0,60,1,7,10000,0,2,0,30,1,7,0,50,1,,,,,,0,0,0,,0,,,,,,,,Dungeon_MoHuaBaLeiMengDe|Monster_BaLeiMengDe_YunShiShu|0|0|0,,,Dungeon_MoHuaBaLeiMengDe/Monster_BaLeiMengDe_YunShiShu,,1000992305
1000992306,1000992306,1,魔化巴雷蒙德魔击术,魔化巴雷蒙德：魔化巴雷蒙德,魔击术,1,4,0,1,1,0,1,1,,1,0,1,0,0,0,,,,,,0,,1=4,,0,1,ColorGradient/Color_SkillRim_Nian,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,,魔化巴雷蒙德：巴雷蒙德,1000992306,1,1,,6000,50,0.24,0.06,0,1,0.3,6000,50,0.24,0.06,0,1,0.3,0,7,100,,,,7=10,,0,0,0,,0,,60,,,,,,Dungeon_MoHuaBaLeiMengDe|Monster_BaLeiMengDe_MoJiShu|0|0|0,,,Dungeon_MoHuaBaLeiMengDe/Monster_BaLeiMengDe_MoJiShu,,1000992306
1000992307,1000992307,1,魔化巴雷蒙德陨石锤击,魔化巴雷蒙德：魔化巴雷蒙德,陨石锤击！,0,4,2,0,1,0,2,1,,0,1,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,魔化巴雷蒙德：巴雷蒙德,1000992307,1,999,201401=10000,10000,0,3,0,15,0,0,10000,,0,0,5,0,0,0,4,1,,,,,,0,0,0,,0,,,,,,,,Dungeon_MoHuaBaLeiMengDe|Monster_BaLeiMengDe_YunShiChuiJi|0|0|0,,,Dungeon_MoHuaBaLeiMengDe/Monster_BaLeiMengDe_YunShiChuiJi,,1000992307
1000992308,1000992308,1,魔化巴雷蒙德解放力量,魔化巴雷蒙德：魔化巴雷蒙德,力量释放！,0,1,3,0,1,0,1,0,,0,1,0,0,0,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,魔化巴雷蒙德：巴雷蒙德,1000992308,1,1|1,3601001=10000,10000|10000,0,1,0,2,1,0,10000,0,0,0,1,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_MoHuaBaLeiMengDe|Monster_BaLeiMengDe_JieFang|0|0|0,,,Dungeon_MoHuaBaLeiMengDe/Monster_BaLeiMengDe_JieFang,,1000992308
1000992309,1000992309,1,魔化巴雷蒙德压制力量,魔化巴雷蒙德：魔化巴雷蒙德,力量抑制,0,1,3,0,1,0,1,0,,0,1,0,0,0,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,魔化巴雷蒙德：巴雷蒙德,1000992309,1,1,,10000,0,1,0,2,1,0,10000,0,0,0,1,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_MoHuaBaLeiMengDe|Monster_BaLeiMengDe_YaZhi|0|0|0,,,Dungeon_MoHuaBaLeiMengDe/Monster_BaLeiMengDe_YaZhi,,1000992309
1000992310,1000992310,1,魔化巴雷蒙德吟唱,魔化巴雷蒙德：魔化巴雷蒙德,,0,1,3,0,3,0,1,0,,0,0,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,魔化巴雷蒙德：巴雷蒙德,1000992310,1,1,,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_MoHuaBaLeiMengDe|Monster_BaLeiMengDe_YinChang|0|0|0,,,Dungeon_MoHuaBaLeiMengDe/Monster_BaLeiMengDe_YinChang,,1000992310
1000992401,1000992401,1,魔化巴雷蒙德宝妮结界,魔化巴雷蒙德：结界,圣光结界！,0,1,3,0,2,0,2,0,,0,0,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,魔化巴雷蒙德：宝妮,1000992401,1,1,,0,0,3,0,1,0,0,0,0,3,0,999,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_MoHuaBaLeiMengDe|Monster_BaoNi_ShengGuangJieJie|0|0|0,,,Dungeon_MoHuaBaLeiMengDe/Monster_BaoNi_ShengGuangJieJie,,1000992401
1000992501,1000992501,1,魔化巴雷蒙德结界召唤物,魔化巴雷蒙德：结界召唤物,,0,1,3,0,2,0,2,0,,0,0,0,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,魔化巴雷蒙德：结界,1000992501,1,999,3600801=10000,0,0,0,0,999,0,0,0,0,0,0,999,0,0,0,1.5,100,,,,,,,0,0,,,,,,,,,,Dungeon_MoHuaBaLeiMengDe|Monster_BaoNi_ShengGuangJieJie_Effect|0|0|0,,,Dungeon_MoHuaBaLeiMengDe/Monster_BaoNi_ShengGuangJieJie_Effect,,1000992501
1000993102,1000993102,1,暗黑能量,海利翁boss：暗黑祭祀,暗黑能量,1,4,0,0,1,0,2,0,,0,1,0,7,,0,,,,,,0,,,,0,0,,,,,,,1,,0,,,,0,-1,,,,,,,,,,,,,海利翁boss：暗黑祭祀,1000993102,1,,,5000,0,0,1,12,0,0,0,0,0,1,1,0,0,0,25,0,,,,,,0,0,0,,0,,,,,,,,Dungeon_HaiLiWengBoss|Monster_AnHeiJiSi_HeiAnNengLiangChi|0|0|0,,,Dungeon_HaiLiWengBoss/Monster_AnHeiJiSi_HeiAnNengLiangChi,,1000993102
1000993103,1000993103,1,暗黑能量召唤兽,海利翁boss：暗黑祭祀,暗黑能量召唤兽,1,1,3,1,1,0,2,0,,0,1,1,7,,0,,,,,,0,,,,0,0,,,,,,,1,,0,,,,0,0,,,,,,,,,,,,,海利翁boss：暗黑祭祀,1000993103,1,999|999|999|999|999|999|999,,5000,0,0,0.2,999,0,0,0,0,0,2.5,1,0,0,0,25,0,,,,,,0,0,0,,0,,,,,,,,Dungeon_HaiLiWengBoss|Monster_AnHeiJiSi_HeiAnNengLiangChi_Effect|0|0|0,,,Dungeon_HaiLiWengBoss/Monster_AnHeiJiSi_HeiAnNengLiangChi_Effect,,1000993103
1000993104,1000993104,1,陨石术,海利翁boss：暗黑祭祀,地狱陨石！,0,4,2,0,1,0,2,0,,0,1,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,海利翁boss：暗黑祭祀,1000993104,1,1,,10000,0,2,0,12,1,7,10000,0,2,0,30,1,7,0,50,1,,,,,,0,0,0,,0,,,,,,,,Dungeon_HaiLiWengBoss|Monster_AnHeiJiSi_YunShiShu|0|0|0,,,Dungeon_HaiLiWengBoss/Monster_AnHeiJiSi_YunShiShu,,1000993104
1000993105,1000993105,1,吸血,海利翁boss：暗黑祭祀,吸血,0,4,0,1,1,0,2,1,,1,0,0,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,海利翁boss：暗黑祭祀,1000993105,1,1|1,3409701=10000,30000|30000,0,0,1.5,20,0,0,30000,0,0,0,1,0,0,0,12,100,,,,,,,,,,,,,,,,,,Dungeon_HaiLiWengBoss|Monster_AnHeiJiSi_XiXue|0|0|0,,,Dungeon_HaiLiWengBoss/Monster_AnHeiJiSi_XiXue,,1000993105
1000993106,1000993106,1,火箭术,海利翁boss：暗黑祭祀,火箭术,1,4,0,1,1,0,2,0,,0,0,1,3,0,0,,,,,,0,,,,0,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,,海利翁boss：暗黑祭祀,1000993106,1,1,,30000,200,0,2,7,1,1,0,0,1.92,0.48,0,1,1.1,0,7,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_HaiLiWengBoss|Monster_AnHeiJiSi_HuoJianShu|0|0|0,,,Dungeon_HaiLiWengBoss/Monster_AnHeiJiSi_HuoJianShu,,1000993106
