Category,Name,Comment,Value
,FiveVsFiveCarSpeed,推车速度（人数=倍数）,1=1|2=1.2|3=1.5|4=1.5|5=1.5
,FiveVsFiveNewRank,5V5初始赛季段位,1
,FiveVsFiveCarID,车ID,40900
,FiveVsFiveCarLimit,推车的判定范围,6
,FiveVsFiveJianchadianTime,检查点突破总时间,15
,FiveVsFiveJiTanTime,占领祭坛所需时间（占领时间）,10
,FiveVsFiveKongZhiTaiTime,预启动播报时间|冷却时间|未使用进入冷却时间,100|120|60
,FiveVsFiveCountTime,倒计时时间（加时15s=加时时间|30s|45s|60s|超过60s）,30=15|60=10|9999=5
,FiveVsFiveLeaderBoardID,5V5排位赛排行榜ID,1301
,FiveVsFiveJianchadianScore,检查点分数 权重比 第一个点=第二个点,20=20
,FiveVsFiveKongZhiTaiID,控制台碰撞盒id,0
,FiveVsFiveJiTanID,祭坛碰撞盒ID（触发阵营id1=碰撞盒id1=碰撞盒id2）,0=3=4|1=1=2
,FiveVsFiveluJing,路径阵营配置,0=101|1=102|2=103
,FiveVsFiveTime,游戏时间,360
,FiveVsFiveNews,发送的消息类型=ID,1=90001|2=90002|3=90003
,FiveVsFiveNewsCD,发送消息的CD和触发CD的次数,10|3
,FiveVsFiveBoBao1,中央控制台提示,90004
,FiveVsFiveBoBao2,抢车提醒,0=0
,FiveVsFiveBoBao3,车辆持续移动提醒,90007=90008
,FiveVsFiveChiXvYiDongTime,车辆持续移动时间,30
,FiveVsFiveBoBao4,检查点正在被突破,90010=90009
,FiveVsFiveBoBao5,检查点已被突破,90018=90017
,FiveVsFiveBoBao6,祭坛被占领|摧毁,90011=90012|90013=90014
,FiveVsFiveBoBao7,我方祭坛已开启|敌方祭坛已开启,90016=90015
,FiveVsFiveBoBao8,中央控制台进入冷却,90019
,FiveVsFiveRoadScore,每段道路分数比例,20=20=20
,FiveVsFiveJianchadianXunluodian,路径对应检查点的巡逻点位置,4=7=8
,FiveVsFiveSystemInstruction,5V5系统说明（GameTipsTable中ID）,26
,FiveVsFiveBattleInstruction,5V5战斗玩法说明（GameTipsTable中ID）,9000=25|9002=27|9003=28|9004=29
,FiveVsFiveCheZhanLingTime,5V5推车占领时间,1
,Match5v5SceneId,5V5匹配限定场景,85
,FiveVsFiveShanXianFX,5V5闪现BUFF特效（召唤BUFF|车辆BUFF）,5172501|5172701
,FiveVsFiveZhongDianFX,5V5终点BUFF特效,5172801
,Match5v5hMapId,5V5场景ID（副本场景ID）,9000
,Team5v5TargetId,5V5队伍目标ID（TeamTargetTable中ID）,12000
,FiveVsFiveCheckPos,5V5各检查点坐标（从左到右为己方第二检查点、己方第一检查点、对面第一检查点、对方第二检查点）,98.9=146.8|74.26=146.8|198.47=146.3|223=146.3
,FiveVsFiveMapIcon,5V5地图图标配置（对应ID=minimaptable中的ID）,16=302|17=303|18=304|20=305|21=306
,FiveVSFiveOBTime,5V5冠军赛泡点奖励时间间隔,60
,FiveVSFiveOBExp,5V5冠军赛泡点奖励函数配置,FiveVSFiveOBExp
,FiveVSFiveOBUpperLimit,5V5冠军赛直播页面泡点奖励上限次数,10
,UpDownTimeSpan,5V5直播上下半区轮播时间,30
,FvfChamCheckTime,5V5冠军赛赛前提前X秒显示倒计时UI,600
,Champion5v5BattleIdRation,与服务器约定值，用于计算前后端索引当前赛段节点的battleID,65536
,Champion5v5DrawNpcId,赛事大厅抽签台对应的NPCID,22007
,Champion5v5LiveBGM,5V5对战直播界面BGM,event:/BGM/BGM_Viewing_Interface
,Champion5v5CatBGM,5V5喵喵直播界面BGM,event:/BGM/BGM_5v5_DirectBroadcastingRoom
,FvfChamTopRankNo,5V5名人堂最多记录显示几个战队信息,3
,FvfChamTopStatueScene,跨服冠军赛战队雕像5人在哪个主城,85
,FvfChamTopStatuePos,跨服冠军赛战队雕像5人坐标及面向(除以100为真实的值),24052=5961=14007=-3438|23906=5961=13908=-3438|23689=5961=13832=-3438|23542=5961=13659=-3438|23388=5961=13554=-3438
,DeviationInt,雕像坐标位置的误差值,5
,BronzeScaleRatio,雕像大小比例值,2
,FvfChamTopStatueLimit,雕像生成限制，屏蔽这些外观,1108001=1108002=1108003=1108004
,FvfChamTopStatueReward,膜拜雕像奖励，每周一次,3050630
,Champion5v5LeftCatNpcId,冠军赛喵喵直播左侧阿罗,22008
,Champion5v5RightCatNpcId,冠军赛喵喵直播右侧小美,22009
,DrawCameraConfig,冠军赛喵喵直播相机参数,5687=2447=10040|3088=91=-310|5699=1713=11132|2335=36=0
,FvfChamFestVideo,冠军赛活动界面视频,5v5Champion_Fest_Show
,FvfChamFestVideoLimit,活动播放按钮，只在哪些地区开，用=连接,Korea
,JPDelRoleWindowSwitch,日本删除角色流程新增界面弹窗,0
,FvfChamTopCityId,从赛事大厅踢出在哪个主城,85
,FvfChamTopCityPos,从赛事大厅踢出后的坐标及面向,233=58=158=59
成就弹窗限制,AchievementShowLimit,可弹出成就获得提示框的场景ID（|分隔）,1|2|4|7|9|13
,FiveVsFive2Map,5V5二期副本配置,9000|9002|9003|9004
,FiveVsFive2ShangJinMax,赏金上限,7
,FiveVsFive2ShiJian1,事件，敌方团队分数到达X（只会触发一次）,20
,FiveVsFive2ShiJian2,敌方团队连续获得X个道具球（会重复触发）,3
,FiveVsFive2DaoJuQiu,道具球DOODAD ID,500
,FiveVsFive2BoBao1,变身MVP播报ID,90022
,FiveVsFive2BOSS,BOSS的怪物ID,40908
,FiveVsFive2JinBi,金币DOODAD ID,501
,FiveVsFive2DaJinBi,大金币DOODAD ID,503
,FiveVsFive2KingID,国王BUFFID,5173601
,FiveVsFive2DeathGoldLim,死亡掉落金币范围,3|8
,FiveVsFive2SGoldNum,金币数量,501=1|503=10
,FiveVsFive2SGoldBoBaoYH,某人金币数量到达x播报,90044
,FiveVsFive2SGoldYH,某人金币数量到达X触发播报,20
,FiveVsFive3BoBao1,小局结束，播报：敌方国王死亡，我方胜利,90027
,FiveVsFive3BoBao2,小局结束，播报：我方国王死亡，此局战败,90028
,FiveVsFive3BoBao3,小局结束，播报：敌方国王血量较少，我方胜利,90029
,FiveVsFive3BoBao4,小局结束，播报：我方国王血量较少，此局战败,90030
,FiveVsFive3BoBao5,敌方国王血量较低,90023
,FiveVsFive3BoBao6,我方国王血量较低,90024
,FiveVsFive3BoBao7,播报：X是敌方国王,90031
,FiveVsFiveForbidMatchDan,队员和队长段位差距匹配限制,25
,FiveVsFive2ShengLiFenShu,某一方直接获胜所需要的积分/金币数量,9002=60|9003=60
,FiveVsFive3KingLowHP,国王血量低于多少发出播报,1000
,FiveVsFiveS2GameTime,三个游戏时间格式为副本id=游戏开始前时间=游戏时间=加时时间,9002=10=300=180|9003=10=60=60|9004=10=120=6
,FiveVsFive2ShangJin,MVP大作战初始赏金数,2
,FiveVsFive2FuHuoDian,二期玩法复活点坐标,62.62=46.18=94.98|179.09=46.18=95.62
,FiveVsFiveSeasonTime,赛季持续时间,0528=0725|0726=0919
,FiveVsFiveSeasonPlayType,赛季的玩法模式,2
,FiveVsFiveRankMinWeek,排位赛持续最短周数,6
,FiveVsFiveRewardsTime,排位赛结算时间，周几=几点,5=22
,FiveVsFiveSeasonWeek,赛季的周数,8
,FiveVsFiveChampionWeek,开启冠军赛的周数,7
,FiveVsFiveCrossChampionWeek,开启跨服冠军赛的周数,8
,FiveVsFiveChampionStatus,冠军赛晋级前100名,100
,FiveVsFiveChamIntervalTime,冠军赛比赛间隔时间，废弃,180
,FiveVsFiveChamWarningNoticeTime,冠军赛发预告消息提前的通用时间，单位秒,300
,FiveVsFiveChampionCreateTeamLimit,服内冠军赛战队数上限,30
,FiveVsFiveChampionTeamLimit,冠军赛战队人数上限,5
,FiveVsFiveChampionTeamCost,冠军赛战队创建消耗,102=50000
,FiveVsFiveChampionTeamRise,冠军赛报名战队数量,16
,FiveVsFiveChampionSeedTeam,冠军赛种子战队数量,4
,FiveVsFiveChampionTeamNameMax,冠军赛战队名字数,2=7
,FiveVsFiveChampionTeamNoticeMax,冠军赛战队宣言/公告字数,80
,FiveVsFiveChampionTeamNewsLimit,战队新闻数量上限,99
,FiveVsFiveChampionFenceAgainst,冠军赛加赛对阵,13=20|14=19|15=18|16=17
,FiveVsFiveChampionTeamNoticeMailLimit,冠军赛战队群发邮件字数限制,100
,FiveVsFiveChampionTeamNoticeMailCost,冠军赛战队群发邮件元气消耗,302=100
,FiveVsFiveChampionTeamNoticeMailId,冠军赛战队群发邮件ID,1551
,FiveVsFiveChampionTeamMailLimit,冠军赛战队群发邮件每日次数限制,10
,FiveVsFiveChampionDateTimeLimit,冠军赛期间禁止进入比赛大厅周几,1|2|5|6
,FiveVsFiveChampionDungeonTimeLimit,冠军赛期间禁止进入比赛大厅时间,1900=2200
,FiveVsFiveChampionGapTime,冠军赛BO3间隔时间，单位s,600
,FiveVsFive3BoBaoAll,国王播报汇总,1=90027|2=90028|3=90029|4=90030|5=90023|6=90024|7=90031
,FiveVsFiveChampionMapId,赛事大厅场景ID,314
,FiveVsFiveChampionComfort,冠军赛安慰奖邮件,1527
,FiveVsFiveCrossChampionComfort,跨服冠军赛安慰奖邮件,1534
,FiveVsFiveChampionTeamNewsIDCreate,创建战队新闻id（队长、战队名),69101
,FiveVsFiveChampionTeamNewsIDAnnounce,修改战队宣言,69102
,FiveVsFiveChampionTeamNewsIDCaptain,任命队长新闻id,69103
,FiveVsFiveChampionTeamNewsIDJoin,成员加入,69104
,FiveVsFiveChampionTeamNewsIDQuit,成员离开,69105
,FiveVsFiveChampionTeamNewsIDKickout,成员被踢出,69106
,FiveVsFiveChampionTeamNewsIDMatchNotice,赛程预告，本服,69107
,FiveVsFiveChampionTeamNewsIDMatchResult,比赛结果，本服,69108
,FiveVsFiveChampionTeamNewsIDFinalRank,最终比赛名次,69109
,FiveVsFiveChampionTeamNewsIDDraw,抽签提醒,69110
,FiveVsFiveChampionTeamNewsCrossRise,晋级跨服冠军赛,69111
,FiveVsFiveChampionTeamNewsCrossNotice,赛程预告，跨服,69112
,FiveVsFiveChampionTeamNewsCrossResult,比赛结果，跨服,69113
,FiveVsFiveChampionTeamListPageSize,一页显示多少只战队,5
,FiveVsFiveChampionTeamApplyListSize,战队申请列表上限，到达上限后新的替换旧的,5
,FvFRankStatusMailId,时空模拟战排名前100晋级资格邮件ID,1552
,FvFRankCrossStatusMailId,超时空争霸赛晋级资格邮件ID,1556
,FvFTeamRemindMailId,没有战队，提醒加战队邮件ID,1553
,FvFTeamRemindTime,没有战队，提醒加战队邮件检测间隔时间，单位秒,14400
,FvFTeamCaptainMailId,成为队长通知邮件ID,1554
,FvFTeamExpelMailId,被踢出战队通知邮件ID,1555
,FvFDrawSuccess,抽签结果资源ID，关联StoryBoard,9101
,FvFLiveCham,冠军赛直播页签开启对应流程ID，对应RankPVPChampionTable,1|8|12|15
,FvFLiveCrossCham,跨服冠军赛直播页签开启对应流程ID，对应RankPVPChampionTable,18|19|23|26
,FvFChamByeHead,冠军赛轮空队伍使用幽灵头像,Personal_Headicon01|UI_Headicon01_Icon_Youlingboli.png
,FiveVsFiveNewDoodad,推车优化DOODAD id,504
,FiveVsFiveNewBUFF,推车优化BUFF id,5175701|5176101|5175901|5176201
,FiveVsFiveNewCheEnergy,推车获得的能量值（单位x/s）:,7
,FiveVsFiveDoodadEnergy,一个doodad产生的能量值,100
,FiveVsFiveNewJiTanEnergy,祭坛开启获得能量的速度（单位x/s）,14
,FiveVsFiveNewJiTanOn,祭坛自动关闭的时间（s）,60
,FiveVsFiveJieDuanZhi,各阶段能量值万分比（|隔开）,2500|5000|7500|10000
,FiveVsFiveJiTanOffBB,我方祭坛自动关闭播报,90043
,FiveVsFiveFJieDuan,我方到达1/2/3/4阶段,90033|90034|90035|90036
,FiveVsFiveEJieDuan,敌方到达1/2/3/4阶段,90037|90038|90039|90040
心之道场相关,DcDungeonsID,会出现的副本id,7201|7202|7204|7205|7206|7208|7211|7212|7214|7215|7216|7218|7219
,DcEndlessFloor,到达多少层之后开启无尽模式,20
,DcEnterMaxTime,心之道场每周限制次数,2
,DcBlessMaxTime,更换祝福次数限制,6
,DcTowerLimit,塔的数量上下限,1|10
,DcTowerAddLimit,高塔增殖后的数量上下限,5|12
,DcNpcLimit,友方NPC的数量上下限,1|10
,DcReviveTime,可复活次数,1
,DcBlessKuoDa,祝福能量扩大,3651501=30
,DcBlessZengBu,祝福能量增补,3651601=100
,DcTrapEntity,陷阱塔的精英怪及小怪个数,1|3
登录,SelectRoleLoginText,选角界面登录按钮文本,LOGIN_BUTTON_TXT0
宠物基础,PetLoveAttrId,宠物亲密度对应的属性id,390
,PetHungerID,宠物饱食度对应的属性id,391
,PetCooperationCount,宠物助战栏个数,3
,PetNameLenMin,起名最短字符数量,1
,PetNameLenMax,起名最长字符数量,14
,PetCountMax,可携带宠物上限,20
,PetInitialSkillSlotCount,宠物初始未上锁技能槽个数,3
,PetAdvancedAttrDisplay,宠物在属性界面显示的属性ID和个数,59=93=86=133
,PetGuideTask,宠物引导任务章节,6041
,PetGuideTaskID,宠物引导任务ID,6004120
,PetSkillJumpTowardDummyItem,宠物技能获取途径跳转用临时道具,140010
,PetReleaseRatio,放生不同等级的宠物返还的基础道具倍率(等级左区间=等级右区间=倍率),1=40=1|41=50=2|51=55=10|56=60=20|61=65=30|66=70=40|71=75=60|76=80=80|81=85=100|86=90=150|91=95=200|96=100=300|101=200=400
宠物食物,PetFoodAddHunger,宠物食物增加饱食度,1001=20|1002=30|1003=40
,PetFoodAddLove,宠物食物增加亲密度,1001=20|1002=30|1003=40
,PetFoodAddExp,宠物食物增加经验值,1001=20|1002=30|1003=40
宠物培养,PetLoveValue,宠物亲密度上限值,100
,PetHungerValue,宠物饱食度（初始值=上限值）,80=200
,PetHungerDeadDecrease,宠物饱食度死亡降低点数,10
,PetHungerBattleDecrease,宠物饱食度战斗降低点数（秒=点数）,600=1
,PetLevelHigherThanRole,宠物比人高的等级限制,0
,PetGoodAttr,金星资质百分比,8000
,PetPremiumAttr,彩星资质百分比,9000
,PetGoodZZ,极品资质（条数=百分比）,3=8000
,PetPremiumZZ,极品资质（条数=百分比）,1=9000
,PetWorseAttrCount,洗炼时，判定洗出是差资质的条件：至少存在n条比原属性差,5
,PetTrainGuaranteeCount,保底次数（如果n次没达到下行百分比，则下一次触发保底）,5
,PetTrainGuaranteePercent,保底条件（百分比）,8000
,PetTrainGuaranteeLimit,同时触发保底的词条数限制,3
宠物装备,PetEquipEnhanceAdditionalAttr,宠物装备出现附加属性的强化等级,3|6|9|12|15
,PetEquipNewAdditionalAttrProb,宠物装备附加属性新增属性种类的概率值（当前已有种类=概率百分比）,0=100|1=90|2=55|3=30|4=0
,PetEquipAttrDisplay,宠物装备界面显示在一级界面的属性,392|393|394|395|396|397
宠物资质,PetStatMaxLevel,宠物资质的档位段的最大值,5
,PetStatAttrId,宠物资质对应的属性id,373|374|375|376|377|378
,PetStatMaximum,宠物资质的上限值,373=2000|374=2000|375=2000|376=2000|377=2000|378=2000
,PetAttrContrast,宠物资质培养时需要显示在对比界面中的属性,411|414|412|413|415|416|93|133
宠物随机动画CD,PetActionCD,宠物随机播放动画的间隔（单位：秒）（客户端表现）,15
,PetBubbleCD,宠物喊话冒泡显示时间（单位：秒）,10
宠物捕捉,PetCatchCD,捕捉宠物的间隔,3
,PetCatchSkill,捕捉宠物的技能,1002850025
,PetCatchHorizontalDistance,捕捉水平距离,6
,PetCatchVerticalDistance,捕捉垂直距离,6
,PetCatchIconAtlas,捕捉图标路径,Skill_Common
,PetCatchIcon,捕捉图标,UI_Icon_Skill_Common_BuZhuo.png
宠物排行榜,PetRankAttr,宠物排行榜属性（属性id=排行榜id|…）,411=4000|412=4001|413=4002|415=4003|416=4004
,FiveVsFive2TuanMieJianGe,5V5二期变身大作战玩法团灭间隔事件CD时间,90
日本抽奖道具对应商店,ItemIdMatchShopId,道具ID点击使用后打开对应的shopID,2035021=172
掷骰子,TossTheDiceTOfNum,格子数,24
,DiceShopID,活动商店,170
,DiceId,骰子,2043001
极限挑战,HeroOpenTimeTip,极限挑战活动当天未开放时，对话按钮反馈,HERO_OPEN_TIME_TIP
,HeroChallengeContent,极限挑战活动介绍文本,HERO_CHALLENGE_CONTENT_JP
创建角色优化,CreateRoleBtnCd,创建角色按钮点击后CD（单位秒）,10
擂台,ARENAOPENTIMETIP,擂台NPC对话分区管理,ARENA_OPEN_TIME_TIP1
卷轴,ScrollMakingOnceMaxNum,卷轴制作,10
宠物幻境,PetDungeonMoneyDayLimit,幻境币获取日上限,40=80=1200|81=100=1600|101=120=2000
,PetDungeonMoneyWeekLimit,幻境币获取周上限,40=80=3000|81=100=4000|101=120=5000
,PetDungeonMvpLimit,领主怪物奖励周上限,40=120=3
,PetDungeonBossLimit,BOSS怪物奖励周上限,40=120=5
,PetDungeonMobMonster,魔物暗流,1=29453=20=10|1=29456=1=10|2=29454=20=10|2=29457=1=10|3=29455=20=10|3=29458=1=10
,PetDungeonCoinAward,金币海收益,1=10=10|2=20=20|3=20=30
,PetDungeonlordIndex,领主奖励限制（对应numlimit第1行）,1
,PetDungeonBossIndex,boss奖励限制（对应numlimit第2行）,2
,PetDungeonCoinsDailyIndex,幻境币日奖励上限（对应numlimit第3行）,3
,PetDungeonCoinsWeekIndex,幻境币周奖励上限（对应numlimit第4行）,4
,PetDungeonMinLevel,能参与玩法的最低等级,40
,PetDungeonNtfMsgID,活动结束前通告ID（对应MessageTable),40008
日本地区贝鲁兹改动,RareSkillWheel,稀有技能齿轮档次,3024022=3|3024023=3|3024024=3|3024025=3
,RareSkillWheelReset,"1,2,3,4档对应的重置Roll取档位",1=3|1=3|3=5|3=5|5=7|5=7
,RareSkillTips,客户端判断是否为稀有技能（齿轮档次|技能品质）,3|2
扭蛋,GachaponTimeText,活动时间文本,GachaponTimeText1
特权签到邮件,PaidSignInMailId,特权签到购买成功后发送邮件ID,7101
,PaidSignInNotRecvMailId,活动结束未领取奖励邮件ID,7102
,PaidSignInOverLimitMailId,超出上限领取奖励邮件ID,7103
集字兑换,CollectWordExchangeIDs,集字兑换商店类型,180
周年庆周年回顾,AnnualReviewMail,周年庆周年回顾邮件,60
,AnnualReviewAward,周年庆周年回顾分享奖励,3050630
,GachaponShop,扭蛋积分商店,301|302|303|304|305|306|307|308|309|310|311|312|313|314|315|316|501|502
双人动作,SceneObjAltitudeDifference,,2
喵果返利档位显示,MiaoRechargeAwardShowNumLimit,显示当前档位后的n个档位,7
配置可选语言,SwitchLanguage,配置格式：第一位为该地区默认语言，后续为该地区开放语言（Chinese|Japanese|Korean|English|Portuguese|TradChinese）,Chinese
寻宝距离,TreasureDiggingDistance,在坐标原点半径范围内可点击挖宝按钮,2
,TreasureDiggingCollectID,寻宝动作的collectid,202113
角色改名,RenameConsume,角色改名消耗,103=500|2036001=1
,FriendInfromMail,遍历好友列表，发送改名通知邮件,4011
直购礼包显示开关,RechargeSortDate,配1，则直购礼包可以按【每周/每日】筛选显示，配0，则不筛选用现在的,0
,RefreshSwitch,配1，则直购礼包启用刷新逻辑；配0，则用现在的，不刷新,0
新职业福利,NewProfessionID,新职业序列，红点检测,1911|1912|1913|1914|1915
单人材料副本,ResourceDungeonDailyLimit,每日限制次数,2
,ResourceDungeonAvailablePurchase,普通玩家可购买次数,1
,VIPResourceDungeonAvailablePurchase,VIP玩家可额外购买次数,1
,ResourceDungeonCostItem,购买次数消耗道具,1400301
,ResourceDungeonCost,购买次数消耗数量,1
活动日历,DailyActLabel,页签，1=必做，2=经验，3=高收益，4=全部，文字内容在ManualLocalizationTable_Editor的DailyActLabel,1|2|3|4
,DailyActAwardid,每日活跃值1=awardid1|每日活跃值2=awardid2,20=2300010|40=2300020|60=2300030|80=2300040|100=2300050
多个签到活动红点冲突,FormerAct,先开的那个签到活动，填MainSonId,0
,LatterAct,后开的那个签到活动，填MainSonId,0
限时礼包,LimitPacSceneTypeForbid,允许弹脸礼包的的场景类型，竖线隔开,1|2
,LimitPacScoreMax,每档积分的向上触发所需积分，|隔开，例如1=2|2=3|3=4，代表1档升级2档需要2积分,1=1|2=2|3=2|4=3|5=3
,LimitPacScoreMin,每档积分的向下触发所需积分，|隔开，例如5=-2|4=-3|3=-4，代表5档降级到4档需要-2积分,1=-1|2=-2|3=-2|4=-3|5=-3
卡片培养,CardAttrPreview,升级属性预览区间,1=5|6=10|11=15
,CardEvolutionLevel,卡片进化等级,5|10|15
,CardLevelRestore,卡片升级返还比例,5000
,CardStarRestore,卡片升星返还比例,10000
,CardMaxLevel,卡片最大等级上限,15
,CardMaxStar,卡片最大星级上限,3
,CardAdvanceBorder1,绿卡觉醒后边框（0星|1星|2星|3星）,UI_CardFrame_Big_greencard_00.png|UI_CardFrame_Big_greencard_01.png|UI_CardFrame_Big_greencard_02.png|UI_CardFrame_Big_greencard_03.png
,CardAdvanceBorder2,蓝卡觉醒后边框（0星|1星|2星|3星）,UI_CardFrame_Big_bluecard_00.png|UI_CardFrame_Big_bluecard_01.png|UI_CardFrame_Big_bluecard_02.png|UI_CardFrame_Big_bluecard_03.png
,CardAdvanceBorder3,紫卡觉醒后边框（0星|1星|2星|3星）,UI_CardFrame_Big_purplecard_00.png|UI_CardFrame_Big_purplecard_01.png|UI_CardFrame_Big_purplecard_02.png|UI_CardFrame_Big_purplecard_03.png
,CardAdvanceBorder4,橙卡觉醒后边框（0星|1星|2星|3星）,UI_CardFrame_Big_orangecard_00.png|UI_CardFrame_Big_orangecard_01.png|UI_CardFrame_Big_orangecard_02.png|UI_CardFrame_Big_orangecard_03.png
,GachaponSubClass,祈愿兑换积分SubClass,707
,CardEvolutionQuality,卡片进化功能对这些稀有度卡片开放，关联itemtable的itemquality类型,1|2|3
